time,New Orleans,pts.away,score,pts.home,Minnesota
3:25.0,Offensive rebound by J. Holiday,,117-99,,
3:03.0,J. Holiday makes 2-pt shot from 5 ft,2,119-99,,
2:40.0,,,119-101,2,A. Wiggins makes 2-pt shot at rim (assist by T. Jones)
2:24.0,J. Holiday misses 3-pt shot from 24 ft,,119-101,,
2:23.0,,,119-101,,Defensive rebound by K. Towns
2:15.0,New Orleans full timeout,,119-101,,
2:08.0,,,119-104,3,K. Towns makes 3-pt shot from 25 ft (assist by T. Jones)
1:53.0,Turnover by J. Holiday (bad pass; steal by G. Dieng),,119-104,,
1:46.0,,,119-104,,G. Dieng misses 2-pt shot from 10 ft
1:46.0,Defensive rebound by L. Galloway,,119-104,,
1:40.0,New Orleans full timeout,,119-104,,
1:28.0,D. Cunningham makes 3-pt shot from 24 ft (assist by A. Davis),3,122-104,,
1:20.0,,,122-104,,K. Towns misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by A. Davis,,122-104,,
1:07.0,,,122-104,,Violation by G. Dieng (kicked ball)
0:55.0,Turnover by J. Holiday (bad pass; steal by A. Wiggins),,122-104,,
0:46.0,,,122-104,,A. Wiggins misses 3-pt shot from 25 ft
0:45.0,,,122-104,,Offensive rebound by K. Towns
0:43.0,,,122-104,,K. Towns misses 2-pt shot from 1 ft (block by A. Davis)
0:40.0,,,122-104,,Offensive rebound by G. Dieng
0:36.0,,,122-106,2,A. Wiggins makes 2-pt shot from 1 ft
0:15.0,Offensive foul by J. Holiday,,122-106,,
0:15.0,Turnover by J. Holiday (offensive foul),,122-106,,
0:06.0,,,122-106,,T. Jones misses 3-pt shot from 24 ft
0:06.0,,,122-106,,Offensive rebound by A. Wiggins
0:02.0,,,122-106,,A. Wiggins misses 2-pt shot from 15 ft
0:01.0,Defensive rebound by J. Holiday,,122-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
