time,Phoenix,pts.away,score,pts.home,Houston
9:40.0,A. Len makes 2-pt shot from 2 ft,2,87-109,,
9:40.0,,,87-109,,Loose ball foul by M. Harrell
9:40.0,T. Warren misses free throw 1 of 1,,87-109,,
9:40.0,,,87-109,,Defensive rebound by Team
9:25.0,,,87-111,2,P. Beverley makes 2-pt shot from 3 ft
9:17.0,B. Knight misses 2-pt shot from 12 ft,,87-111,,
9:15.0,,,87-111,,Defensive rebound by P. Beverley
9:15.0,Personal foul by A. Len (drawn by P. Beverley),,87-111,,
8:53.0,,,87-113,2,E. Gordon makes 2-pt shot at rim
8:39.0,Offensive foul by A. Len,,87-113,,
8:39.0,Turnover by A. Len (offensive foul),,87-113,,
8:39.0,,,87-113,,Houston full timeout
8:24.0,,,87-116,3,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley)
8:21.0,,,87-116,,Personal take foul by P. Beverley (drawn by B. Knight)
8:21.0,,,87-116,,C. Onuaku enters the game for M. Harrell
8:08.0,D. Bender misses 3-pt shot from 25 ft,,87-116,,
8:06.0,,,87-116,,Defensive rebound by C. Onuaku
7:56.0,,,87-116,,P. Beverley misses 2-pt shot from 6 ft
7:55.0,Defensive rebound by D. Bender,,87-116,,
7:51.0,L. Barbosa makes 2-pt shot from 1 ft (assist by B. Knight),2,89-116,,
7:41.0,,,89-116,,Turnover by E. Gordon (lost ball; steal by A. Len)
7:35.0,D. Bender makes 2-pt shot at rim (assist by L. Barbosa),2,91-116,,
7:22.0,,,91-116,,S. Dekker misses 3-pt shot from 22 ft
7:21.0,Defensive rebound by A. Len,,91-116,,
7:14.0,D. Bender makes 3-pt shot from 25 ft (assist by L. Barbosa),3,94-116,,
7:01.0,Personal foul by L. Barbosa (drawn by E. Gordon),,94-116,,
6:54.0,,,94-118,2,C. Brewer makes 2-pt shot from 2 ft (assist by C. Onuaku)
6:43.0,B. Knight makes 2-pt shot from 17 ft,2,96-118,,
6:33.0,,,96-118,,E. Gordon misses 2-pt shot from 10 ft
6:29.0,Defensive rebound by D. Bender,,96-118,,
6:15.0,T. Warren misses 2-pt shot from 17 ft,,96-118,,
6:14.0,,,96-118,,Defensive rebound by S. Dekker
6:01.0,,,96-120,2,C. Onuaku makes 2-pt shot from 3 ft (assist by E. Gordon)
5:40.0,Turnover by D. Bender (bad pass),,96-120,,
5:40.0,,,96-120,,Houston full timeout
5:40.0,T. Ulis enters the game for A. Len,,96-120,,
5:40.0,A. Williams enters the game for L. Barbosa,,96-120,,
5:40.0,,,96-120,,T. Ennis enters the game for P. Beverley
5:40.0,,,96-120,,K. Wiltjer enters the game for E. Gordon
5:29.0,,,96-120,,K. Wiltjer misses 3-pt shot from 27 ft
5:29.0,Defensive rebound by T. Ulis,,96-120,,
5:14.0,B. Knight makes 2-pt shot from 17 ft,2,98-120,,
4:50.0,,,98-120,,Turnover by K. Wiltjer (lost ball; steal by D. Bender)
4:46.0,B. Knight makes 2-pt shot at rim (assist by D. Bender),2,100-120,,
4:30.0,,,100-120,,K. Wiltjer misses 3-pt shot from 27 ft
4:28.0,Defensive rebound by A. Williams,,100-120,,
4:18.0,Shooting foul by C. Onuaku (drawn by B. Knight),,100-120,,
4:18.0,B. Knight makes free throw 1 of 2,1,101-120,,
4:18.0,B. Knight makes free throw 2 of 2,1,102-120,,
4:18.0,,,101-120,,K. McDaniels enters the game for C. Brewer
4:10.0,,,102-122,2,T. Ennis makes 2-pt shot from 2 ft
4:10.0,,,102-122,,Shooting foul by B. Knight (drawn by T. Ennis)
4:10.0,,,102-123,1,T. Ennis makes free throw 1 of 1
3:59.0,Shooting foul by K. McDaniels (drawn by B. Knight),,102-123,,
3:59.0,B. Knight makes free throw 1 of 2,1,103-123,,
3:59.0,B. Knight makes free throw 2 of 2,1,104-123,,
3:45.0,,,104-123,,S. Dekker misses 2-pt shot from 3 ft
3:45.0,,,104-123,,Offensive rebound by S. Dekker
3:45.0,,,104-125,2,S. Dekker makes 2-pt shot from 3 ft
3:34.0,B. Knight makes 3-pt shot from 26 ft,3,107-125,,
3:10.0,,,107-125,,T. Ennis misses 3-pt shot from 25 ft
3:09.0,,,107-125,,Offensive rebound by C. Onuaku
3:08.0,,,107-127,2,C. Onuaku makes 2-pt shot from 2 ft
2:57.0,T. Ulis makes 2-pt shot from 15 ft,2,109-127,,
2:46.0,,,109-127,,Shooting foul by A. Williams (drawn by C. Onuaku)
2:46.0,Phoenix full timeout,,109-127,,
2:46.0,,,109-128,1,C. Onuaku makes free throw 1 of 2
2:46.0,,,109-129,1,C. Onuaku makes free throw 2 of 2
2:35.0,B. Knight misses 3-pt shot from 26 ft,,109-129,,
2:34.0,,,109-129,,Defensive rebound by C. Onuaku
2:16.0,,,109-129,,T. Ennis misses 2-pt shot from 6 ft (block by A. Williams)
2:16.0,Defensive rebound by Team,,109-129,,
2:16.0,,,109-129,,Personal foul by T. Ennis (drawn by A. Williams)
2:16.0,A. Williams makes free throw 1 of 2,1,110-129,,
2:16.0,A. Williams makes free throw 2 of 2,1,111-129,,
2:16.0,M. Chriss enters the game for B. Knight,,110-129,,
2:05.0,,,111-129,,K. McDaniels misses 3-pt shot from 24 ft
2:04.0,,,111-129,,Offensive rebound by K. Wiltjer
1:59.0,,,111-129,,Turnover by K. McDaniels (lost ball; steal by A. Williams)
1:47.0,Turnover by M. Chriss (lost ball; steal by C. Onuaku),,111-129,,
1:41.0,,,111-129,,K. McDaniels misses 2-pt shot from 2 ft (block by M. Chriss)
1:39.0,,,111-129,,Offensive rebound by K. McDaniels
1:35.0,,,111-131,2,K. McDaniels makes 2-pt shot from 4 ft
1:24.0,D. Bender makes 2-pt shot from 2 ft,2,113-131,,
1:08.0,,,113-131,,K. Wiltjer misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by M. Chriss,,113-131,,
1:00.0,T. Ulis misses 2-pt shot from 19 ft,,113-131,,
0:59.0,,,113-131,,Defensive rebound by K. McDaniels
0:51.0,,,113-131,,Turnover by T. Ennis (bad pass; steal by A. Williams)
0:46.0,M. Chriss makes 2-pt shot at rim (assist by T. Ulis),2,115-131,,
0:26.0,,,115-131,,Turnover by T. Ennis (bad pass; steal by D. Bender)
0:13.0,T. Warren misses 3-pt shot from 24 ft,,115-131,,
0:12.0,,,115-131,,Defensive rebound by K. McDaniels
0:00.0,End of 4th quarter,,,,End of 4th quarter
