time,Utah,pts.away,score,pts.home,Golden State
2:52.0,,,98-109,,Turnover by S. Livingston (3 sec)
2:52.0,Official timeout,,98-109,,
2:52.0,J. Johnson enters the game for D. Exum,,98-109,,
2:52.0,,,98-109,,K. Thompson enters the game for S. Livingston
2:34.0,G. Hayward makes 2-pt shot from 10 ft,2,100-109,,
2:16.0,,,100-109,,K. Durant misses 2-pt shot from 12 ft
2:15.0,Defensive rebound by R. Hood,,100-109,,
2:05.0,R. Hood makes 2-pt shot from 4 ft,2,102-109,,
1:45.0,,,102-111,2,A. Iguodala makes 2-pt shot at rim (assist by K. Durant)
1:45.0,Utah full timeout,,102-111,,
1:37.0,R. Hood misses 3-pt shot from 27 ft,,102-111,,
1:36.0,,,102-111,,Defensive rebound by A. Iguodala
1:18.0,,,102-111,,K. Durant misses 2-pt shot from 7 ft
1:18.0,Defensive rebound by S. Mack,,102-111,,
1:09.0,R. Gobert misses 2-pt shot from 3 ft,,102-111,,
1:08.0,,,102-111,,Defensive rebound by K. Durant
0:46.0,,,102-111,,A. Iguodala misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by G. Hayward,,102-111,,
0:40.0,G. Hayward misses 2-pt shot from 3 ft,,102-111,,
0:39.0,,,102-111,,Defensive rebound by K. Thompson
0:19.0,,,102-111,,Shooting foul by R. Gobert (drawn by K. Durant)
0:19.0,,,102-112,1,K. Durant makes free throw 1 of 2
0:19.0,,,102-113,1,K. Durant makes free throw 2 of 2
0:12.0,G. Hayward misses 3-pt shot from 25 ft,,102-113,,
0:12.0,Offensive rebound by S. Mack,,102-113,,
0:07.0,Turnover by S. Mack (bad pass),,102-113,,
0:07.0,Loose ball foul by R. Gobert (drawn by K. Durant),,102-113,,
0:07.0,,,102-114,1,K. Durant makes free throw 1 of 2
0:07.0,,,102-115,1,K. Durant makes free throw 2 of 2
0:05.0,,,102-115,,Personal foul by D. Green (drawn by S. Mack)
0:05.0,S. Mack makes free throw 1 of 2,1,103-115,,
0:05.0,S. Mack makes free throw 2 of 2,1,104-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
