time,Phoenix,pts.away,score,pts.home,Utah
3:07.0,L. Barbosa makes 2-pt shot from 16 ft (assist by T. Chandler),2,103-103,,
2:46.0,,,103-103,,J. Johnson misses 2-pt shot from 20 ft
2:45.0,Defensive rebound by B. Knight,,103-103,,
2:40.0,L. Barbosa misses 2-pt shot from 2 ft,,103-103,,
2:40.0,,,103-103,,Defensive rebound by B. Diaw
2:22.0,,,103-103,,G. Hayward misses 2-pt shot from 15 ft
2:22.0,Defensive rebound by L. Barbosa,,103-103,,
2:04.0,Turnover by B. Knight (bad pass; steal by J. Johnson),,103-103,,
2:00.0,,,103-105,2,G. Hayward makes 2-pt shot at rim (assist by J. Johnson)
1:47.0,B. Knight misses 2-pt shot from 1 ft (block by R. Gobert),,103-105,,
1:46.0,,,103-105,,Defensive rebound by R. Gobert
1:30.0,,,103-107,2,S. Mack makes 2-pt shot from 8 ft
1:30.0,Phoenix full timeout,,103-107,,
1:17.0,L. Barbosa misses 2-pt shot from 11 ft,,103-107,,
1:17.0,,,103-107,,Defensive rebound by B. Diaw
0:54.0,,,103-107,,B. Diaw misses 3-pt shot from 25 ft
0:53.0,,,103-107,,Offensive rebound by Team
0:53.0,,,103-107,,Turnover by Team (shot clock)
0:47.0,B. Knight misses 2-pt shot from 12 ft,,103-107,,
0:47.0,,,103-107,,Defensive rebound by R. Gobert
0:44.0,Personal foul by T. Chandler (drawn by R. Gobert),,103-107,,
0:44.0,,,103-108,1,R. Gobert makes free throw 1 of 2
0:44.0,,,103-109,1,R. Gobert makes free throw 2 of 2
0:44.0,Phoenix full timeout,,103-109,,
0:44.0,D. Booker enters the game for T. Chandler,,103-109,,
0:37.0,B. Knight makes 2-pt shot from 3 ft,2,105-109,,
0:37.0,Shooting foul by S. Mack (drawn by B. Knight),,105-109,,
0:37.0,B. Knight misses free throw 1 of 1,,105-109,,
0:37.0,,,105-109,,Defensive rebound by G. Hayward
0:37.0,T. Chandler enters the game for J. Dudley,,105-109,,
0:17.0,,,105-111,2,R. Gobert makes 2-pt shot at rim (assist by S. Mack)
0:16.0,Phoenix full timeout,,105-111,,
0:16.0,J. Dudley enters the game for T. Chandler,,105-111,,
0:16.0,,,105-111,,D. Exum enters the game for B. Diaw
0:09.0,D. Bender misses 3-pt shot from 25 ft,,105-111,,
0:09.0,,,105-111,,Defensive rebound by G. Hayward
0:07.0,Personal foul by J. Dudley (drawn by G. Hayward),,105-111,,
0:07.0,,,105-111,,G. Hayward misses free throw 1 of 2
0:07.0,,,105-111,,Offensive rebound by Team
0:07.0,,,105-112,1,G. Hayward makes free throw 2 of 2
0:02.0,D. Bender misses 3-pt shot from 25 ft,,105-112,,
0:01.0,,,105-112,,Defensive rebound by G. Hayward
0:00.0,End of 4th quarter,,,,End of 4th quarter
