time,Utah,pts.away,score,pts.home,LA Clippers
1:29.0,J. Bolomboy makes 2-pt shot from 3 ft (assist by R. Neto),2,72-88,,
1:16.0,,,72-88,,Turnover by W. Johnson (bad pass; steal by J. Bolomboy)
1:10.0,J. Ingles misses 3-pt shot from 27 ft,,72-88,,
1:08.0,,,72-88,,Defensive rebound by W. Johnson
0:57.0,,,72-88,,Turnover by R. Felton (bad pass; steal by D. Exum)
0:52.0,J. Ingles makes 2-pt shot from 3 ft (assist by D. Exum),2,74-88,,
0:38.0,,,74-88,,J. Redick misses 3-pt shot from 26 ft
0:37.0,,,74-88,,Offensive rebound by W. Johnson
0:20.0,,,74-88,,R. Felton misses 2-pt shot from 4 ft
0:18.0,Defensive rebound by J. Ingles,,74-88,,
0:02.0,Shooting foul by W. Johnson (drawn by J. Bolomboy),,74-88,,
0:02.0,J. Bolomboy makes free throw 1 of 2,1,75-88,,
0:02.0,J. Bolomboy misses free throw 2 of 2,,75-88,,
0:01.0,,,75-88,,Defensive rebound by D. Stone
0:00.0,End of 4th quarter,,,,End of 4th quarter
