time,Golden State,pts.away,score,pts.home,Sacramento
3:39.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,101-91,,
3:24.0,,,101-91,,Shooting foul by Z. Pachulia (drawn by D. Cousins)
3:24.0,,,101-92,1,D. Cousins makes free throw 1 of 2
3:24.0,Golden State full timeout,,101-92,,
3:24.0,,,101-93,1,D. Cousins makes free throw 2 of 2
3:24.0,D. Green enters the game for Z. Pachulia,,101-92,,
3:06.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Curry),3,104-93,,
2:49.0,,,104-93,,Turnover by D. Collison (bad pass; steal by K. Durant)
2:46.0,K. Durant makes 2-pt shot from 3 ft,2,106-93,,
2:46.0,Shooting foul by D. Collison (drawn by K. Durant),,106-93,,
2:46.0,K. Durant makes free throw 1 of 1,1,107-93,,
2:35.0,,,107-93,,A. Tolliver misses 2-pt shot from 3 ft (block by D. Green)
2:34.0,,,107-93,,Offensive rebound by Team
2:29.0,,,107-93,,Turnover by D. Cousins (bad pass; steal by A. Iguodala)
2:25.0,,,107-93,,Shooting block foul by D. Cousins (drawn by K. Durant)
2:25.0,K. Durant makes free throw 1 of 2,1,108-93,,
2:25.0,K. Durant makes free throw 2 of 2,1,109-93,,
2:12.0,Violation by K. Durant (def goaltending),,109-93,,
2:12.0,,,109-95,2,G. Temple makes 2-pt shot from 3 ft
1:52.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,112-95,,
1:47.0,,,112-98,3,D. Collison makes 3-pt shot from 26 ft (assist by G. Temple)
1:37.0,S. Curry misses 3-pt shot from 26 ft,,112-98,,
1:35.0,,,112-98,,Defensive rebound by G. Temple
1:26.0,,,112-100,2,D. Collison makes 2-pt shot from 17 ft
1:10.0,D. Green misses 3-pt shot from 25 ft,,112-100,,
1:10.0,,,112-100,,Defensive rebound by D. Cousins
1:04.0,,,112-102,2,A. Tolliver makes 2-pt shot at rim
0:48.0,K. Durant makes 3-pt shot from 24 ft (assist by A. Iguodala),3,115-102,,
0:39.0,,,115-104,2,D. Collison makes 2-pt shot from 2 ft
0:32.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,117-104,,
0:21.0,,,117-106,2,D. Collison makes 2-pt shot from 2 ft (assist by D. Cousins)
0:00.0,End of 4th quarter,,,,End of 4th quarter
