time,Denver,pts.away,score,pts.home,Oklahoma City
6:56.0,E. Mudiay enters the game for J. Nelson,,90-99,,
6:37.0,,,91-102,3,R. Westbrook makes 3-pt shot from 25 ft
6:18.0,W. Barton misses 3-pt shot from 25 ft,,91-102,,
6:18.0,,,91-102,,Defensive rebound by R. Westbrook
6:09.0,,,91-102,,Turnover by R. Westbrook (bad pass; steal by J. Nurkic)
6:00.0,D. Gallinari misses 3-pt shot from 22 ft,,91-102,,
5:59.0,,,91-102,,Defensive rebound by S. Adams
5:56.0,,,91-102,,Turnover by S. Adams (bad pass; steal by W. Barton)
5:53.0,W. Barton makes 3-pt shot from 25 ft,3,94-102,,
5:30.0,,,94-105,3,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams)
5:20.0,Turnover by W. Barton (lost ball; steal by R. Westbrook),,94-105,,
5:16.0,,,94-107,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook)
5:16.0,,,94-107,,Shooting foul by W. Barton (drawn by J. Grant)
5:16.0,Official timeout,,94-107,,
5:16.0,,,94-108,1,J. Grant makes free throw 1 of 1
5:16.0,W. Chandler enters the game for J. Murray,,94-107,,
5:01.0,D. Gallinari misses 3-pt shot from 23 ft,,94-108,,
5:00.0,Offensive rebound by W. Barton,,94-108,,
4:55.0,Turnover by E. Mudiay (bad pass; steal by R. Westbrook),,94-108,,
4:49.0,,,94-111,3,R. Westbrook makes 3-pt shot from 24 ft (assist by V. Oladipo)
4:33.0,W. Chandler misses 2-pt shot from 9 ft,,94-111,,
4:32.0,Offensive rebound by J. Nurkic,,94-111,,
4:32.0,J. Nurkic makes 2-pt shot from 1 ft,2,96-111,,
4:17.0,,,96-114,3,R. Westbrook makes 3-pt shot from 28 ft
4:06.0,Shooting foul by S. Adams (drawn by W. Barton),,96-114,,
4:06.0,W. Barton makes free throw 1 of 2,1,97-114,,
4:06.0,W. Barton makes free throw 2 of 2,1,98-114,,
3:53.0,,,98-114,,R. Westbrook misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by J. Nurkic,,98-114,,
3:44.0,E. Mudiay misses 3-pt shot from 26 ft,,98-114,,
3:44.0,Offensive rebound by W. Barton,,98-114,,
3:37.0,W. Barton misses 2-pt shot from 1 ft (block by J. Grant),,98-114,,
3:36.0,,,98-114,,Defensive rebound by A. Roberson
3:32.0,,,98-114,,V. Oladipo misses 3-pt shot from 26 ft
3:32.0,Defensive rebound by Team,,98-114,,
3:17.0,W. Chandler makes 2-pt shot from 7 ft,2,100-114,,
3:17.0,,,100-114,,Oklahoma City full timeout
3:17.0,D. Arthur enters the game for J. Nurkic,,100-114,,
3:14.0,Personal take foul by D. Gallinari (drawn by A. Roberson),,100-114,,
3:14.0,,,100-115,1,A. Roberson makes free throw 1 of 2
3:14.0,,,100-116,1,A. Roberson makes free throw 2 of 2
3:02.0,D. Arthur misses 3-pt shot from 24 ft,,100-116,,
3:02.0,,,100-116,,Defensive rebound by R. Westbrook
2:41.0,,,100-116,,Turnover by J. Grant (lost ball; steal by E. Mudiay)
2:32.0,D. Gallinari misses 2-pt shot from 20 ft,,100-116,,
2:32.0,,,100-116,,Defensive rebound by A. Roberson
2:29.0,Personal take foul by D. Gallinari (drawn by A. Roberson),,100-116,,
2:29.0,,,100-116,,A. Roberson misses free throw 1 of 2
2:29.0,,,100-116,,Offensive rebound by Team
2:29.0,,,100-116,,A. Roberson misses free throw 2 of 2
2:28.0,Defensive rebound by D. Gallinari,,100-116,,
2:22.0,,,100-116,,Personal foul by J. Grant (drawn by D. Gallinari)
2:22.0,D. Gallinari makes free throw 1 of 2,1,101-116,,
2:22.0,D. Gallinari makes free throw 2 of 2,1,102-116,,
2:22.0,,,101-116,,A. Abrines enters the game for A. Roberson
2:19.0,Personal take foul by E. Mudiay (drawn by S. Adams),,102-116,,
2:19.0,,,102-117,1,S. Adams makes free throw 1 of 2
2:19.0,,,102-117,,S. Adams misses free throw 2 of 2
2:19.0,,,102-117,,A. Roberson enters the game for A. Abrines
2:15.0,Defensive rebound by W. Barton,,102-117,,
2:14.0,,,102-117,,Personal foul by V. Oladipo (drawn by W. Barton)
2:14.0,W. Barton makes free throw 1 of 2,1,103-117,,
2:14.0,W. Barton makes free throw 2 of 2,1,104-117,,
2:13.0,Personal take foul by D. Gallinari (drawn by A. Roberson),,104-117,,
2:13.0,,,104-118,1,A. Roberson makes free throw 1 of 2
2:13.0,,,104-119,1,A. Roberson makes free throw 2 of 2
1:58.0,E. Mudiay misses 2-pt shot from 3 ft (block by J. Grant),,104-119,,
1:56.0,,,104-119,,Defensive rebound by A. Roberson
1:38.0,,,104-119,,R. Westbrook misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by W. Chandler,,104-119,,
1:28.0,W. Chandler misses 2-pt shot from 6 ft,,104-119,,
1:28.0,,,104-119,,Defensive rebound by R. Westbrook
1:07.0,,,104-119,,R. Westbrook misses 2-pt shot from 15 ft
1:04.0,Defensive rebound by W. Barton,,104-119,,
0:58.0,E. Mudiay misses 3-pt shot from 25 ft,,104-119,,
0:58.0,,,104-119,,Defensive rebound by S. Adams
0:37.0,,,104-121,2,S. Adams makes 2-pt shot from 2 ft (assist by V. Oladipo)
0:26.0,D. Gallinari makes 2-pt shot from 1 ft,2,106-121,,
0:02.0,,,106-121,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
