time,Detroit,pts.away,score,pts.home,New York
1:01.0,,,95-108,,W. Hernangomez misses free throw 1 of 2
1:01.0,,,95-108,,Offensive rebound by Team
1:01.0,,,95-109,1,W. Hernangomez makes free throw 2 of 2
1:01.0,Detroit full timeout,,95-109,,
1:01.0,S. Johnson enters the game for M. Morris,,95-108,,
1:01.0,,,95-108,,M. Ndour enters the game for K. Porzingis
1:01.0,,,95-108,,C. Randle enters the game for C. Lee
1:01.0,,,95-108,,S. Vujacic enters the game for M. Kuzminskas
1:01.0,B. Marjanovic enters the game for T. Harris,,95-108,,
1:01.0,B. Udrih enters the game for A. Drummond,,95-108,,
1:01.0,H. Ellenson enters the game for K. Caldwell-Pope,,95-108,,
1:01.0,D. Hilliard enters the game for I. Smith,,95-108,,
1:01.0,,,95-109,,M. Plumlee enters the game for W. Hernangomez
0:54.0,S. Johnson misses 3-pt shot from 25 ft,,95-109,,
0:52.0,,,95-109,,Defensive rebound by M. Ndour
0:34.0,,,95-109,,S. Vujacic misses 3-pt shot from 22 ft
0:33.0,Defensive rebound by Team,,95-109,,
0:26.0,Turnover by H. Ellenson (bad pass),,95-109,,
0:09.0,,,95-109,,Turnover by C. Randle (lost ball)
0:00.0,End of 4th quarter,,,,End of 4th quarter
