time,Miami,pts.away,score,pts.home,Detroit
3:25.0,Turnover by J. Johnson (offensive foul),,77-101,,
3:25.0,,,77-101,,B. Marjanovic enters the game for A. Baynes
3:08.0,,,77-101,,Turnover by D. Hilliard (step out of bounds)
2:50.0,T. Johnson misses 2-pt shot from 18 ft,,77-101,,
2:50.0,,,77-101,,Defensive rebound by J. Leuer
2:37.0,,,77-103,2,S. Johnson makes 2-pt shot at rim
2:24.0,Offensive foul by L. Babbitt,,77-103,,
2:24.0,Turnover by L. Babbitt (offensive foul),,77-103,,
2:11.0,,,77-103,,Shooting foul by J. Johnson (drawn by D. Hilliard)
2:11.0,,,77-104,1,D. Hilliard makes free throw 1 of 2
2:11.0,,,77-105,1,D. Hilliard makes free throw 2 of 2
2:02.0,L. Babbitt makes 2-pt shot from 14 ft (assist by T. Johnson),2,79-105,,
1:45.0,,,79-107,2,B. Udrih makes 2-pt shot from 18 ft (assist by D. Hilliard)
1:29.0,J. Johnson makes 3-pt shot from 25 ft (assist by T. Johnson),3,82-107,,
1:11.0,,,82-107,,B. Marjanovic misses 2-pt shot from 7 ft
1:10.0,Defensive rebound by L. Babbitt,,82-107,,
1:07.0,Shooting foul by S. Johnson (drawn by T. Johnson),,82-107,,
1:07.0,T. Johnson misses free throw 1 of 2,,82-107,,
1:07.0,Offensive rebound by Team,,82-107,,
1:07.0,T. Johnson misses free throw 2 of 2,,82-107,,
1:00.0,,,82-107,,Defensive rebound by S. Johnson
0:46.0,,,82-107,,B. Marjanovic misses 2-pt shot at rim
0:46.0,,,82-107,,Offensive rebound by B. Marjanovic
0:43.0,,,82-107,,B. Marjanovic misses 2-pt shot from 2 ft
0:41.0,Defensive rebound by J. Johnson,,82-107,,
0:34.0,Shooting foul by D. Hilliard (drawn by J. Johnson),,82-107,,
0:34.0,J. Johnson makes free throw 1 of 2,1,83-107,,
0:34.0,J. Johnson makes free throw 2 of 2,1,84-107,,
0:16.0,,,84-107,,Turnover by D. Hilliard (lost ball)
0:00.0,U. Haslem misses 3-pt shot from 23 ft,,84-107,,
0:00.0,Offensive rebound by Team,,84-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
