time,Atlanta,pts.away,score,pts.home,Boston
7:20.0,,,95-77,,Offensive foul by I. Thomas
7:20.0,,,95-77,,Turnover by I. Thomas (offensive foul)
7:05.0,Turnover by D. Schroder (bad pass; steal by J. Brown),,95-77,,
7:01.0,,,95-79,2,J. Brown makes 2-pt shot from 2 ft
7:01.0,,,95-79,,Shooting foul by T. Waller-Prince (drawn by J. Brown)
7:01.0,,,95-80,1,J. Brown makes free throw 1 of 1
7:01.0,,,95-79,,J. Crowder enters the game for A. Horford
7:01.0,K. Bazemore enters the game for M. Muscala,,95-79,,
7:01.0,,,95-79,,M. Smart enters the game for T. Rozier
6:43.0,P. Millsap makes 2-pt shot from 10 ft,2,97-80,,
6:34.0,,,97-80,,Turnover by I. Thomas (step out of bounds)
6:23.0,T. Hardaway misses 3-pt shot from 25 ft,,97-80,,
6:22.0,,,97-80,,Defensive rebound by J. Brown
6:05.0,,,97-80,,M. Smart misses 3-pt shot from 24 ft
6:04.0,,,97-80,,Offensive rebound by J. Brown
5:59.0,,,97-82,2,J. Brown makes 2-pt shot from 6 ft
5:38.0,P. Millsap misses 2-pt shot from 7 ft (block by T. Zeller),,97-82,,
5:37.0,Offensive rebound by K. Bazemore,,97-82,,
5:32.0,K. Bazemore makes 2-pt shot from 20 ft (assist by T. Waller-Prince),2,99-82,,
5:18.0,,,99-82,,I. Thomas misses 2-pt shot from 21 ft
5:17.0,Defensive rebound by T. Waller-Prince,,99-82,,
5:11.0,Shooting foul by T. Zeller (drawn by D. Schroder),,99-82,,
5:11.0,Official timeout,,99-82,,
5:11.0,D. Schroder makes free throw 1 of 2,1,100-82,,
5:11.0,D. Schroder makes free throw 2 of 2,1,101-82,,
5:03.0,,,101-82,,I. Thomas misses 2-pt shot from 3 ft
5:02.0,,,101-82,,Offensive rebound by Team
5:00.0,,,101-84,2,M. Smart makes 2-pt shot from 1 ft (assist by J. Brown)
4:34.0,K. Bazemore makes 3-pt shot from 28 ft,3,104-84,,
4:24.0,,,104-84,,Turnover by I. Thomas (lost ball; steal by T. Waller-Prince)
4:19.0,K. Bazemore makes 2-pt shot from 2 ft (assist by T. Waller-Prince),2,106-84,,
4:10.0,,,106-84,,I. Thomas misses 3-pt shot from 26 ft
4:09.0,Defensive rebound by K. Bazemore,,106-84,,
4:03.0,D. Schroder misses 3-pt shot from 25 ft,,106-84,,
4:02.0,,,106-84,,Defensive rebound by M. Smart
3:59.0,,,106-84,,Turnover by M. Smart (bad pass; steal by P. Millsap)
3:41.0,D. Schroder misses 2-pt shot from 17 ft,,106-84,,
3:40.0,Offensive rebound by T. Waller-Prince,,106-84,,
3:38.0,T. Waller-Prince misses 2-pt shot from 1 ft (block by M. Smart),,106-84,,
3:35.0,Offensive rebound by T. Waller-Prince,,106-84,,
3:34.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,108-84,,
3:26.0,,,108-86,2,I. Thomas makes 2-pt shot from 1 ft
3:24.0,,,108-86,,Violation by Team (jump ball)
3:24.0,Atlanta full timeout,,108-86,,
3:24.0,M. Delaney enters the game for P. Millsap,,108-86,,
3:24.0,M. Muscala enters the game for D. Schroder,,108-86,,
3:24.0,,,108-86,,J. Jerebko enters the game for J. Crowder
3:24.0,,,108-86,,J. Young enters the game for I. Thomas
3:24.0,,,108-86,,J. Mickey enters the game for J. Brown
3:24.0,,,108-86,,T. Rozier enters the game for M. Smart
3:11.0,K. Bazemore misses 2-pt shot from 23 ft,,108-86,,
3:10.0,,,108-86,,Defensive rebound by Team
3:03.0,,,108-86,,Offensive foul by J. Mickey
3:03.0,,,108-86,,Turnover by J. Mickey (offensive foul)
2:52.0,K. Bazemore makes 2-pt shot from 2 ft (assist by M. Delaney),2,110-86,,
2:38.0,E. Ilyasova enters the game for T. Hardaway,,110-86,,
2:38.0,D. Bembry enters the game for K. Bazemore,,110-86,,
2:33.0,,,110-86,,J. Mickey misses 2-pt shot from 3 ft (block by M. Muscala)
2:32.0,,,110-86,,Offensive rebound by T. Zeller
2:31.0,,,110-88,2,T. Zeller makes 2-pt shot from 1 ft
2:31.0,,,110-88,,Shooting foul by M. Muscala (drawn by T. Zeller)
2:31.0,,,110-89,1,T. Zeller makes free throw 1 of 1
2:31.0,R. Kelly enters the game for M. Muscala,,110-88,,
2:18.0,D. Bembry makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,112-89,,
2:02.0,,,112-91,2,J. Mickey makes 2-pt shot at rim
1:41.0,E. Ilyasova misses 3-pt shot from 25 ft,,112-91,,
1:40.0,,,112-91,,Defensive rebound by J. Jerebko
1:32.0,,,112-93,2,T. Zeller makes 2-pt shot from 21 ft (assist by T. Rozier)
1:12.0,M. Delaney misses 2-pt shot from 18 ft,,112-93,,
1:11.0,,,112-93,,Defensive rebound by T. Rozier
0:57.0,,,112-95,2,T. Rozier makes 2-pt shot from 1 ft
0:41.0,T. Waller-Prince misses 2-pt shot from 2 ft,,112-95,,
0:41.0,Offensive rebound by Team,,112-95,,
0:37.0,M. Delaney makes 2-pt shot from 14 ft,2,114-95,,
0:28.0,,,114-98,3,T. Rozier makes 3-pt shot from 25 ft (assist by T. Zeller)
0:04.0,E. Ilyasova misses 3-pt shot from 24 ft,,114-98,,
0:03.0,Offensive rebound by T. Waller-Prince,,114-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
