time,Miami,pts.away,score,pts.home,Orlando
4:00.0,J. Johnson enters the game for L. Babbitt,,90-97,,
4:00.0,,,90-97,,E. Payton enters the game for D. Augustin
3:43.0,,,91-99,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
3:27.0,W. Ellington misses 3-pt shot from 25 ft,,91-99,,
3:27.0,Offensive rebound by G. Dragic,,91-99,,
3:12.0,J. Richardson misses 2-pt shot from 9 ft,,91-99,,
3:11.0,,,91-99,,Defensive rebound by E. Payton
2:57.0,,,91-99,,T. Ross misses 3-pt shot from 25 ft
2:55.0,,,91-99,,Offensive rebound by N. Vucevic
2:55.0,,,91-101,2,N. Vucevic makes 2-pt shot from 3 ft
2:36.0,G. Dragic misses 2-pt shot from 8 ft,,91-101,,
2:36.0,,,91-101,,Defensive rebound by N. Vucevic
2:14.0,,,91-104,3,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic)
2:14.0,Miami full timeout,,91-104,,
2:14.0,T. Johnson enters the game for J. Richardson,,91-104,,
2:03.0,W. Ellington makes 3-pt shot from 24 ft (assist by G. Dragic),3,94-104,,
1:45.0,,,94-106,2,E. Payton makes 2-pt shot from 2 ft
1:45.0,,,94-106,,Shooting foul by G. Dragic (drawn by E. Payton)
1:45.0,,,94-106,,E. Payton misses free throw 1 of 1
1:44.0,Defensive rebound by H. Whiteside,,94-106,,
1:34.0,W. Ellington makes 2-pt shot from 19 ft (assist by J. Johnson),2,96-106,,
1:11.0,,,96-106,,A. Gordon misses 3-pt shot from 23 ft
1:11.0,Defensive rebound by H. Whiteside,,96-106,,
0:51.0,H. Whiteside misses 2-pt shot from 9 ft,,96-106,,
0:51.0,,,96-106,,Defensive rebound by E. Payton
0:41.0,,,96-108,2,T. Ross makes 2-pt shot from 18 ft (assist by E. Fournier)
0:41.0,Miami full timeout,,96-108,,
0:33.0,J. Johnson makes 2-pt shot from 1 ft,2,98-108,,
0:33.0,Personal take foul by G. Dragic (drawn by E. Payton),,98-108,,
0:33.0,,,98-109,1,E. Payton makes free throw 1 of 2
0:33.0,,,98-110,1,E. Payton makes free throw 2 of 2
0:24.0,Shooting foul by N. Vucevic (drawn by G. Dragic),,98-110,,
0:24.0,G. Dragic misses free throw 1 of 2,,98-110,,
0:24.0,Offensive rebound by Team,,98-110,,
0:24.0,G. Dragic makes free throw 2 of 2,1,99-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
