time,LA Clippers,pts.away,score,pts.home,LA Lakers
5:30.0,,,122-97,1,J. Randle makes free throw 2 of 2
5:18.0,,,122-97,,Personal foul by J. Clarkson (drawn by A. Rivers)
5:12.0,R. Felton misses 2-pt shot from 14 ft,,122-97,,
5:11.0,,,122-97,,Defensive rebound by B. Ingram
5:07.0,,,122-97,,Turnover by B. Ingram (bad pass; steal by B. Bass)
4:59.0,J. Crawford misses 2-pt shot from 15 ft,,122-97,,
4:55.0,,,122-97,,Defensive rebound by B. Ingram
4:41.0,,,122-97,,D. Russell misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by B. Bass,,122-97,,
4:22.0,Turnover by B. Bass (lost ball; steal by B. Ingram),,122-97,,
4:15.0,,,122-97,,D. Russell misses 2-pt shot from 2 ft
4:13.0,Defensive rebound by W. Johnson,,122-97,,
4:09.0,B. Bass makes 2-pt shot at rim (assist by J. Crawford),2,124-97,,
4:09.0,Shooting foul by J. Clarkson (drawn by B. Bass),,124-97,,
4:09.0,B. Bass makes free throw 1 of 1,1,125-97,,
3:51.0,,,125-99,2,J. Randle makes 2-pt shot from 1 ft
3:35.0,A. Rivers makes 2-pt shot from 1 ft,2,127-99,,
3:20.0,,,127-101,2,J. Clarkson makes 2-pt shot from 6 ft
2:51.0,B. Bass misses 2-pt shot from 3 ft (block by J. Randle),,127-101,,
2:48.0,,,127-101,,Defensive rebound by B. Ingram
2:43.0,,,127-101,,I. Zubac misses 2-pt shot from 2 ft
2:41.0,,,127-101,,Offensive rebound by J. Randle
2:41.0,,,127-103,2,J. Randle makes 2-pt shot from 2 ft
2:17.0,R. Felton makes 2-pt shot from 1 ft,2,129-103,,
2:02.0,,,129-103,,J. Randle misses 2-pt shot from 6 ft (block by B. Bass)
1:59.0,Defensive rebound by W. Johnson,,129-103,,
1:53.0,B. Bass makes 2-pt shot from 1 ft (assist by R. Felton),2,131-103,,
1:53.0,Shooting foul by I. Zubac (drawn by B. Bass),,131-103,,
1:53.0,B. Bass makes free throw 1 of 1,1,132-103,,
1:39.0,,,132-103,,B. Ingram misses 2-pt shot from 19 ft
1:38.0,Defensive rebound by B. Bass,,132-103,,
1:24.0,Shooting foul by J. Randle (drawn by A. Rivers),,132-103,,
1:24.0,A. Rivers makes free throw 1 of 2,1,133-103,,
1:24.0,A. Rivers misses free throw 2 of 2,,133-103,,
1:23.0,,,133-103,,Defensive rebound by D. Russell
1:04.0,,,133-106,3,B. Ingram makes 3-pt shot from 24 ft (assist by I. Zubac)
0:46.0,W. Johnson misses 3-pt shot from 25 ft,,133-106,,
0:44.0,,,133-106,,Defensive rebound by J. Randle
0:33.0,,,133-106,,J. Clarkson misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by W. Johnson,,133-106,,
0:09.0,Turnover by Team (shot clock),,133-106,,
0:07.0,,,133-109,3,J. Randle makes 3-pt shot from 26 ft (assist by J. Clarkson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
