time,Brooklyn,pts.away,score,pts.home,Miami
3:32.0,B. Lopez misses 2-pt shot from 6 ft,,90-95,,
3:31.0,,,90-95,,Defensive rebound by D. Waiters
3:28.0,,,90-95,,G. Dragic misses 2-pt shot from 1 ft (block by T. Booker)
3:27.0,Defensive rebound by B. Bogdanovic,,90-95,,
3:18.0,B. Lopez misses 3-pt shot from 25 ft,,90-95,,
3:17.0,,,90-95,,Defensive rebound by Team
3:02.0,,,90-97,2,W. Reed makes 2-pt shot from 2 ft (assist by G. Dragic)
3:02.0,Brooklyn full timeout,,90-97,,
2:48.0,C. LeVert misses 2-pt shot from 16 ft,,90-97,,
2:47.0,Offensive rebound by C. LeVert,,90-97,,
2:34.0,Shooting foul by W. Reed (drawn by T. Booker),,90-97,,
2:34.0,T. Booker makes free throw 1 of 2,1,91-97,,
2:34.0,T. Booker misses free throw 2 of 2,,91-97,,
2:33.0,,,91-97,,Defensive rebound by R. McGruder
2:11.0,,,91-97,,D. Waiters misses 2-pt shot from 2 ft
2:10.0,Defensive rebound by B. Bogdanovic,,91-97,,
2:00.0,T. Booker makes 2-pt shot from 9 ft,2,93-97,,
1:41.0,,,93-97,,G. Dragic misses 2-pt shot from 12 ft
1:40.0,,,93-97,,Offensive rebound by W. Reed
1:30.0,,,93-97,,Shooting foul by I. Whitehead (drawn by G. Dragic)
1:30.0,,,93-98,1,G. Dragic makes free throw 1 of 2
1:30.0,,,93-99,1,G. Dragic makes free throw 2 of 2
1:30.0,,,93-98,,H. Whiteside enters the game for W. Reed
1:20.0,Turnover by C. LeVert (bad pass; steal by J. Johnson),,93-99,,
1:13.0,Jump ball: T. Booker vs. G. Dragic (H. Whiteside gains possession),,,,Jump ball: T. Booker vs. G. Dragic (H. Whiteside gains possession)
0:59.0,,,93-99,,R. McGruder misses 3-pt shot from 25 ft
0:58.0,,,93-99,,Offensive rebound by J. Johnson
0:57.0,,,93-101,2,J. Johnson makes 2-pt shot at rim
0:57.0,Brooklyn full timeout,,93-101,,
0:53.0,Offensive foul by T. Booker,,93-101,,
0:53.0,Turnover by T. Booker (offensive foul),,93-101,,
0:53.0,R. Hollis-Jefferson enters the game for B. Lopez,,93-101,,
0:46.0,Personal foul by I. Whitehead (drawn by G. Dragic),,93-101,,
0:46.0,,,93-102,1,G. Dragic makes free throw 1 of 2
0:46.0,,,93-102,,G. Dragic misses free throw 2 of 2
0:46.0,Defensive rebound by C. LeVert,,93-102,,
0:46.0,Brooklyn full timeout,,93-102,,
0:46.0,,,93-102,,O. White enters the game for H. Whiteside
0:46.0,B. Lopez enters the game for R. Hollis-Jefferson,,93-102,,
0:46.0,,,93-102,,H. Whiteside enters the game for O. White
0:40.0,Turnover by B. Bogdanovic (lost ball; steal by J. Johnson),,93-102,,
0:34.0,Personal foul by B. Lopez (drawn by D. Waiters),,93-102,,
0:34.0,,,93-102,,D. Waiters misses free throw 1 of 2
0:34.0,,,93-102,,Offensive rebound by Team
0:34.0,,,93-103,1,D. Waiters makes free throw 2 of 2
0:34.0,Brooklyn full timeout,,93-103,,
0:29.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,95-103,,
0:29.0,Shooting foul by H. Whiteside (drawn by B. Bogdanovic),,95-103,,
0:29.0,B. Bogdanovic makes free throw 1 of 1,1,96-103,,
0:29.0,,,95-103,,O. White enters the game for H. Whiteside
0:29.0,R. Hollis-Jefferson enters the game for B. Lopez,,95-103,,
0:28.0,Personal foul by R. Hollis-Jefferson (drawn by G. Dragic),,96-103,,
0:28.0,,,96-103,,G. Dragic misses free throw 1 of 2
0:28.0,,,96-103,,Offensive rebound by Team
0:28.0,,,96-104,1,G. Dragic makes free throw 2 of 2
0:28.0,B. Lopez enters the game for R. Hollis-Jefferson,,96-103,,
0:18.0,I. Whitehead misses 3-pt shot from 25 ft,,96-104,,
0:17.0,Offensive rebound by C. LeVert,,96-104,,
0:13.0,B. Lopez misses 3-pt shot from 25 ft,,96-104,,
0:12.0,Offensive rebound by I. Whitehead,,96-104,,
0:11.0,I. Whitehead misses 2-pt shot from 1 ft (block by J. Johnson),,96-104,,
0:10.0,,,96-104,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
