time,Philadelphia,pts.away,score,pts.home,Dallas
4:56.0,,,80-100,,Offensive rebound by D. Powell
4:53.0,,,80-100,,Y. Ferrell misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by D. Saric,,80-100,,
4:39.0,C. Randle makes 3-pt shot from 24 ft,3,83-100,,
4:31.0,,,83-100,,Dallas full timeout
4:31.0,,,83-100,,J. Anderson enters the game for H. Barnes
4:31.0,,,83-100,,N. Brussino enters the game for S. Curry
4:31.0,N. Stauskas enters the game for G. Henderson,,83-100,,
4:18.0,,,83-102,2,D. Powell makes 2-pt shot from 3 ft (assist by Y. Ferrell)
4:08.0,,,83-102,,Shooting block foul by D. Powell (drawn by D. Saric)
4:08.0,D. Saric misses free throw 1 of 2,,83-102,,
4:08.0,Offensive rebound by Team,,83-102,,
4:08.0,D. Saric misses free throw 2 of 2,,83-102,,
4:07.0,,,83-102,,Defensive rebound by J. Anderson
3:49.0,,,83-102,,Y. Ferrell misses 3-pt shot from 26 ft
3:48.0,Defensive rebound by T. Luwawu-Cabarrot,,83-102,,
3:40.0,T. Luwawu-Cabarrot misses 2-pt shot from 3 ft (block by D. Powell),,83-102,,
3:38.0,,,83-102,,Defensive rebound by J. Anderson
3:30.0,,,83-105,3,J. Anderson makes 3-pt shot from 24 ft (assist by D. Finney-Smith)
3:12.0,C. Randle makes 2-pt shot from 7 ft,2,85-105,,
3:12.0,Shooting foul by Y. Ferrell (drawn by C. Randle),,85-105,,
3:12.0,C. Randle makes free throw 1 of 1,1,86-105,,
2:59.0,,,86-105,,N. Brussino misses 2-pt shot from 14 ft
2:58.0,Defensive rebound by C. Randle,,86-105,,
2:49.0,Turnover by N. Stauskas (lost ball; steal by D. Powell),,86-105,,
2:41.0,,,86-105,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Finney-Smith)
2:41.0,,,86-105,,D. Finney-Smith misses free throw 1 of 2
2:41.0,,,86-105,,Offensive rebound by Team
2:41.0,,,86-106,1,D. Finney-Smith makes free throw 2 of 2
2:28.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by C. Randle),2,88-106,,
2:14.0,Violation by R. Holmes (kicked ball),,88-106,,
2:08.0,,,88-106,,Shooting foul by C. Randle (drawn by D. Powell)
2:08.0,,,88-107,1,D. Powell makes free throw 1 of 2
2:08.0,,,88-107,,D. Powell misses free throw 2 of 2
2:07.0,,,88-107,,Offensive rebound by J. Anderson
2:05.0,,,88-107,,Turnover by J. Anderson (bad pass; steal by D. Saric)
1:54.0,N. Stauskas makes 3-pt shot from 25 ft (assist by D. Saric),3,91-107,,
1:53.0,Personal foul by C. Randle (drawn by Y. Ferrell),,91-107,,
1:53.0,,,91-108,1,Y. Ferrell makes free throw 1 of 2
1:53.0,,,91-109,1,Y. Ferrell makes free throw 2 of 2
1:44.0,R. Holmes makes 2-pt shot at rim (assist by C. Randle),2,93-109,,
1:21.0,,,93-111,2,J. Anderson makes 2-pt shot from 1 ft
1:13.0,C. Randle misses 3-pt shot from 24 ft,,93-111,,
1:12.0,,,93-111,,Defensive rebound by J. Anderson
1:03.0,,,93-111,,D. Powell misses 2-pt shot at rim (block by R. Holmes)
1:01.0,Defensive rebound by D. Saric,,93-111,,
0:55.0,D. Saric misses 3-pt shot from 24 ft,,93-111,,
0:54.0,,,93-111,,Defensive rebound by D. Powell
0:35.0,,,93-111,,J. Anderson misses 3-pt shot from 25 ft
0:34.0,,,93-111,,Offensive rebound by N. Brussino
0:25.0,,,93-113,2,J. Anderson makes 2-pt shot from 6 ft
0:14.0,Shooting foul by D. Powell (drawn by D. Saric),,93-113,,
0:14.0,D. Saric makes free throw 1 of 2,1,94-113,,
0:14.0,D. Saric makes free throw 2 of 2,1,95-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
