time,Detroit,pts.away,score,pts.home,Indiana
1:38.0,,,81-101,,Indiana full timeout
1:38.0,,,81-101,,G. Niang enters the game for L. Allen
1:38.0,,,81-101,,J. Young enters the game for C. Miles
1:38.0,,,81-101,,R. Christmas enters the game for M. Ellis
1:21.0,,,81-103,2,G. Robinson makes 2-pt shot from 20 ft
1:07.0,R. Bullock makes 3-pt shot from 26 ft (assist by I. Smith),3,84-103,,
0:59.0,,,84-103,,R. Christmas misses 2-pt shot from 19 ft
0:58.0,Defensive rebound by S. Johnson,,84-103,,
0:51.0,R. Bullock misses 3-pt shot from 27 ft,,84-103,,
0:50.0,,,84-103,,Defensive rebound by G. Niang
0:39.0,,,84-103,,J. Young misses 2-pt shot from 16 ft
0:38.0,Defensive rebound by R. Bullock,,84-103,,
0:38.0,,,84-103,,Loose ball foul by R. Christmas (drawn by R. Bullock)
0:20.0,Turnover by S. Johnson (lost ball; steal by R. Christmas),,84-103,,
0:15.0,,,84-105,2,G. Niang makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
