time,Golden State,pts.away,score,pts.home,San Antonio
4:53.0,K. Looney makes 2-pt shot from 8 ft,2,77-97,,
4:36.0,,,77-99,2,J. Simmons makes 2-pt shot from 2 ft
4:25.0,K. Looney misses 3-pt shot from 24 ft,,77-99,,
4:23.0,Offensive rebound by D. Jones,,77-99,,
4:16.0,D. Jones makes 2-pt shot from 1 ft (assist by P. McCaw),2,79-99,,
3:52.0,,,79-99,,J. Simmons misses 2-pt shot from 17 ft
3:51.0,Defensive rebound by J. McAdoo,,79-99,,
3:37.0,Offensive charge foul by K. Looney,,79-99,,
3:37.0,Turnover by K. Looney (offensive foul),,79-99,,
3:27.0,,,79-101,2,J. Anthony makes 2-pt shot from 1 ft (assist by D. Bertans)
3:12.0,J. McAdoo misses 2-pt shot from 22 ft,,79-101,,
3:12.0,Offensive rebound by Team,,79-101,,
3:07.0,,,79-101,,Personal foul by J. Anthony (drawn by I. Clark)
3:07.0,I. Clark misses free throw 1 of 2,,79-101,,
3:07.0,Offensive rebound by Team,,79-101,,
3:07.0,I. Clark makes free throw 2 of 2,1,80-101,,
2:48.0,,,80-101,,Turnover by J. Simmons (lost ball)
2:48.0,,,80-101,,San Antonio full timeout
2:25.0,P. McCaw misses 2-pt shot from 16 ft,,80-101,,
2:24.0,Offensive rebound by J. McAdoo,,80-101,,
2:10.0,J. McAdoo misses 2-pt shot from 15 ft,,80-101,,
2:10.0,,,80-101,,Defensive rebound by J. Anthony
1:49.0,,,80-103,2,J. Anthony makes 2-pt shot from 12 ft (assist by K. Anderson)
1:28.0,I. Clark makes 2-pt shot from 2 ft,2,82-103,,
1:28.0,,,82-103,,Shooting block foul by J. Anthony (drawn by I. Clark)
1:28.0,I. Clark misses free throw 1 of 1,,82-103,,
1:26.0,Offensive rebound by K. Looney,,82-103,,
1:23.0,I. Clark makes 3-pt shot from 25 ft (assist by K. Looney),3,85-103,,
1:11.0,,,85-105,2,J. Simmons makes 2-pt shot at rim (assist by K. Anderson)
1:02.0,Turnover by I. Clark (bad pass; steal by J. Simmons),,85-105,,
0:39.0,,,85-107,2,K. Anderson makes 2-pt shot from 21 ft (assist by J. Simmons)
0:25.0,I. Clark misses 2-pt shot from 14 ft,,85-107,,
0:25.0,,,85-107,,Defensive rebound by K. Anderson
0:02.0,,,85-107,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
