time,Portland,pts.away,score,pts.home,LA Clippers
4:29.0,M. Plumlee makes 2-pt shot from 17 ft (assist by C. McCollum),2,107-105,,
4:14.0,,,107-105,,Shooting foul by C. McCollum (drawn by J. Redick)
4:14.0,Technical foul by Team,,107-105,,
4:14.0,,,107-106,1,J. Redick makes technical free throw
4:14.0,,,107-107,1,J. Redick makes free throw 1 of 3
4:14.0,,,107-108,1,J. Redick makes free throw 2 of 3
4:14.0,,,107-109,1,J. Redick makes free throw 3 of 3
3:56.0,Turnover by D. Lillard (bad pass; steal by J. Redick),,107-109,,
3:50.0,,,107-109,,J. Redick misses 2-pt shot from 13 ft
3:49.0,,,107-109,,Offensive rebound by B. Griffin
3:49.0,,,107-111,2,B. Griffin makes 2-pt shot from 3 ft
3:31.0,D. Lillard makes 3-pt shot from 25 ft,3,110-111,,
3:12.0,,,110-111,,R. Felton misses 2-pt shot from 17 ft (block by D. Lillard)
3:08.0,Defensive rebound by D. Lillard,,110-111,,
3:01.0,D. Lillard misses 2-pt shot from 19 ft,,110-111,,
2:59.0,,,110-111,,Defensive rebound by C. Paul
2:38.0,,,110-111,,B. Griffin misses 2-pt shot from 16 ft
2:36.0,,,110-111,,Offensive rebound by D. Jordan
2:33.0,,,110-114,3,C. Paul makes 3-pt shot from 25 ft (assist by D. Jordan)
2:11.0,Shooting foul by B. Griffin (drawn by M. Plumlee),,110-114,,
2:11.0,Official timeout,,110-114,,
2:11.0,Technical foul by M. Plumlee,,110-114,,
2:11.0,,,110-115,1,J. Redick makes technical free throw
2:11.0,M. Plumlee makes free throw 1 of 2,1,111-115,,
2:11.0,M. Plumlee misses free throw 2 of 2,,111-115,,
2:08.0,,,111-115,,Defensive rebound by B. Griffin
2:02.0,Personal take foul by M. Plumlee (drawn by D. Jordan),,111-115,,
2:02.0,Personal take foul by M. Plumlee (drawn by D. Jordan),,111-115,,
2:02.0,Personal foul by M. Plumlee (drawn by D. Jordan),,111-115,,
2:02.0,,,111-115,,D. Jordan misses free throw 1 of 2
2:02.0,,,111-115,,Offensive rebound by Team
2:02.0,,,111-116,1,D. Jordan makes free throw 2 of 2
1:45.0,Turnover by M. Plumlee (bad pass; steal by D. Jordan),,111-116,,
1:19.0,,,111-116,,B. Griffin misses 2-pt shot from 18 ft
1:16.0,,,111-116,,Offensive rebound by C. Paul
0:58.0,,,111-116,,B. Griffin misses 2-pt shot from 12 ft
0:55.0,Defensive rebound by D. Lillard,,111-116,,
0:50.0,D. Lillard makes 2-pt shot from 3 ft,2,113-116,,
0:27.0,,,113-116,,R. Felton misses 3-pt shot from 27 ft
0:26.0,Defensive rebound by E. Turner,,113-116,,
0:18.0,D. Lillard misses 2-pt shot from 3 ft,,113-116,,
0:18.0,,,113-116,,Defensive rebound by C. Paul
0:18.0,Personal take foul by D. Lillard (drawn by C. Paul),,113-116,,
0:18.0,,,113-117,1,C. Paul makes free throw 1 of 2
0:18.0,,,113-118,1,C. Paul makes free throw 2 of 2
0:18.0,Portland full timeout,,113-118,,
0:18.0,,,113-117,,L. Mbah a Moute enters the game for J. Redick
0:18.0,A. Crabbe enters the game for M. Plumlee,,113-118,,
0:12.0,Shooting foul by D. Jordan (drawn by D. Lillard),,113-118,,
0:12.0,,,113-118,,Technical foul by D. Jordan (drawn by D. Lillard)
0:12.0,Technical foul by E. Turner,,113-118,,
0:12.0,D. Lillard makes free throw 1 of 2,1,114-118,,
0:12.0,D. Lillard makes free throw 2 of 2,1,115-118,,
0:12.0,,,115-118,,LA Clippers full timeout
0:12.0,,,113-118,,M. Speights enters the game for D. Jordan
0:12.0,S. Napier enters the game for E. Turner,,113-118,,
0:12.0,,,115-118,,J. Redick enters the game for L. Mbah a Moute
0:12.0,,,115-118,,J. Crawford enters the game for R. Felton
0:12.0,,,115-118,,W. Johnson enters the game for M. Speights
0:10.0,,,115-118,,Turnover by W. Johnson (bad pass)
0:10.0,Portland full timeout,,115-118,,
0:10.0,M. Plumlee enters the game for S. Napier,,115-118,,
0:10.0,,,115-118,,R. Felton enters the game for J. Redick
0:10.0,,,115-118,,L. Mbah a Moute enters the game for J. Crawford
0:10.0,Portland full timeout,,115-118,,
0:10.0,A. Aminu enters the game for M. Plumlee,,115-118,,
0:08.0,,,115-118,,Personal take foul by R. Felton (drawn by C. McCollum)
0:08.0,C. McCollum makes free throw 1 of 2,1,116-118,,
0:08.0,C. McCollum makes free throw 2 of 2,1,117-118,,
0:08.0,,,117-118,,LA Clippers full timeout
0:08.0,Inbound foul by C. McCollum,,117-118,,
0:08.0,,,117-119,1,J. Redick makes free throw 1 of 1
0:08.0,,,116-118,,J. Redick enters the game for L. Mbah a Moute
0:08.0,,,116-118,,M. Speights enters the game for W. Johnson
0:08.0,,,117-118,,W. Johnson enters the game for R. Felton
0:08.0,,,117-118,,J. Crawford enters the game for M. Speights
0:08.0,S. Napier enters the game for A. Aminu,,117-118,,
0:07.0,Personal take foul by C. McCollum (drawn by J. Redick),,117-119,,
0:07.0,,,117-120,1,J. Redick makes free throw 1 of 2
0:07.0,,,117-121,1,J. Redick makes free throw 2 of 2
0:07.0,M. Plumlee enters the game for C. McCollum,,117-119,,
0:07.0,,,117-120,,L. Mbah a Moute enters the game for J. Crawford
0:07.0,,,117-120,,R. Felton enters the game for W. Johnson
0:07.0,J. Layman enters the game for S. Napier,,117-120,,
0:02.0,D. Lillard makes 3-pt shot from 24 ft,3,120-121,,
0:02.0,,,120-121,,LA Clippers full timeout
0:02.0,,,120-121,,W. Johnson enters the game for L. Mbah a Moute
0:02.0,,,120-121,,J. Crawford enters the game for R. Felton
0:02.0,S. Napier enters the game for J. Layman,,120-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
