time,Portland,pts.away,score,pts.home,Memphis
9:41.0,C. McCollum misses 2-pt shot from 18 ft,,71-64,,
9:38.0,,,71-64,,Defensive rebound by J. Martin
9:31.0,,,71-64,,A. Harrison misses 2-pt shot from 15 ft
9:30.0,Defensive rebound by A. Crabbe,,71-64,,
9:19.0,E. Davis makes 2-pt shot from 7 ft (assist by E. Turner),2,73-64,,
8:59.0,,,73-64,,T. Daniels misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by E. Turner,,73-64,,
8:51.0,N. Vonleh misses 3-pt shot from 25 ft,,73-64,,
8:48.0,,,73-64,,Defensive rebound by Z. Randolph
8:34.0,,,73-64,,Offensive foul by Z. Randolph
8:34.0,,,73-64,,Turnover by Z. Randolph (offensive foul)
8:34.0,Portland full timeout,,73-64,,
8:34.0,D. Lillard enters the game for C. McCollum,,73-64,,
8:34.0,A. Aminu enters the game for N. Vonleh,,73-64,,
8:34.0,,,73-64,,M. Gasol enters the game for A. Harrison
8:34.0,,,73-64,,J. Green enters the game for J. Martin
8:21.0,E. Turner misses 2-pt shot from 18 ft,,73-64,,
8:21.0,,,73-64,,Defensive rebound by J. Green
8:04.0,,,73-64,,Z. Randolph misses 2-pt shot from 2 ft (block by E. Davis)
8:02.0,Defensive rebound by A. Aminu,,73-64,,
7:58.0,D. Lillard misses 3-pt shot from 25 ft,,73-64,,
7:56.0,Offensive rebound by E. Turner,,73-64,,
7:56.0,Shooting foul by J. Green (drawn by E. Turner),,73-64,,
7:56.0,E. Turner makes free throw 1 of 2,1,74-64,,
7:56.0,E. Turner makes free throw 2 of 2,1,75-64,,
7:56.0,,,74-64,,T. Allen enters the game for Z. Randolph
7:41.0,,,75-64,,M. Gasol misses 2-pt shot from 5 ft
7:39.0,Defensive rebound by E. Davis,,75-64,,
7:30.0,D. Lillard misses 2-pt shot from 8 ft,,75-64,,
7:29.0,,,75-64,,Defensive rebound by M. Gasol
7:22.0,,,75-64,,M. Gasol misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by E. Davis,,75-64,,
7:13.0,E. Turner makes 2-pt shot from 10 ft,2,77-64,,
7:12.0,,,77-64,,Memphis full timeout
7:12.0,M. Plumlee enters the game for E. Davis,,77-64,,
7:03.0,,,77-66,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol)
6:44.0,D. Lillard misses 2-pt shot from 8 ft,,77-66,,
6:42.0,,,77-66,,Defensive rebound by J. Green
6:27.0,,,77-68,2,M. Gasol makes 2-pt shot from 5 ft
6:05.0,,,77-68,,Personal foul by M. Gasol (drawn by A. Crabbe)
5:52.0,M. Plumlee misses 2-pt shot from 18 ft,,77-68,,
5:51.0,,,77-68,,Defensive rebound by T. Allen
5:45.0,,,77-68,,Offensive charge foul by M. Gasol
5:45.0,,,77-68,,Turnover by M. Gasol (offensive foul)
5:45.0,C. McCollum enters the game for E. Turner,,77-68,,
5:45.0,,,77-68,,Memphis full timeout
5:28.0,A. Aminu makes 2-pt shot from 1 ft (assist by M. Plumlee),2,79-68,,
5:11.0,Personal foul by M. Plumlee (drawn by M. Gasol),,79-68,,
5:04.0,,,79-68,,M. Gasol misses 3-pt shot from 25 ft
5:02.0,,,79-68,,Offensive rebound by T. Allen
4:59.0,,,79-68,,J. Green misses 2-pt shot from 2 ft
4:53.0,Defensive rebound by A. Aminu,,79-68,,
4:51.0,Turnover by A. Aminu (lost ball; steal by J. Green),,79-68,,
4:51.0,,,79-70,2,T. Allen makes 2-pt shot from 2 ft
4:37.0,M. Plumlee misses 2-pt shot from 16 ft,,79-70,,
4:37.0,,,79-70,,Defensive rebound by J. Green
4:25.0,,,79-70,,J. Green misses 3-pt shot from 24 ft
4:24.0,,,79-70,,Offensive rebound by M. Gasol
4:21.0,,,79-72,2,M. Gasol makes 2-pt shot from 5 ft
4:21.0,Portland full timeout,,79-72,,
4:06.0,C. McCollum misses 2-pt shot from 18 ft,,79-72,,
4:03.0,,,79-72,,Defensive rebound by T. Daniels
3:48.0,,,79-72,,T. Daniels misses 2-pt shot from 18 ft
3:46.0,Defensive rebound by A. Aminu,,79-72,,
3:35.0,A. Aminu misses 3-pt shot from 25 ft,,79-72,,
3:34.0,,,79-72,,Defensive rebound by T. Allen
3:14.0,,,79-74,2,M. Gasol makes 2-pt shot from 15 ft (assist by T. Douglas)
2:57.0,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee),2,81-74,,
2:36.0,,,81-76,2,M. Gasol makes 2-pt shot from 10 ft
2:18.0,C. McCollum misses 2-pt shot from 5 ft,,81-76,,
2:14.0,,,81-76,,Defensive rebound by J. Green
2:09.0,,,81-79,3,M. Gasol makes 3-pt shot from 24 ft (assist by T. Douglas)
1:52.0,D. Lillard misses 2-pt shot from 21 ft,,81-79,,
1:51.0,,,81-79,,Defensive rebound by T. Allen
1:35.0,,,81-82,3,T. Daniels makes 3-pt shot from 30 ft (assist by T. Douglas)
1:35.0,Portland full timeout,,81-82,,
1:26.0,,,81-82,,Shooting block foul by T. Daniels (drawn by D. Lillard)
1:26.0,D. Lillard makes free throw 1 of 2,1,82-82,,
1:26.0,D. Lillard makes free throw 2 of 2,1,83-82,,
1:26.0,E. Davis enters the game for A. Aminu,,82-82,,
1:11.0,,,83-82,,Turnover by M. Gasol (lost ball; steal by M. Plumlee)
1:04.0,Portland full timeout,,83-82,,
1:04.0,E. Turner enters the game for M. Plumlee,,83-82,,
0:51.0,D. Lillard misses 3-pt shot from 25 ft,,83-82,,
0:49.0,,,83-82,,Defensive rebound by T. Allen
0:34.0,,,83-84,2,T. Douglas makes 2-pt shot from 19 ft
0:34.0,Portland full timeout,,83-84,,
0:34.0,M. Plumlee enters the game for E. Davis,,83-84,,
0:27.0,Shooting foul by M. Gasol (drawn by E. Turner),,83-84,,
0:27.0,E. Turner makes free throw 1 of 2,1,84-84,,
0:27.0,E. Turner makes free throw 2 of 2,1,85-84,,
0:27.0,A. Aminu enters the game for C. McCollum,,84-84,,
0:19.0,,,85-84,,Shooting foul by D. Lillard (drawn by T. Douglas)
0:19.0,,,85-85,1,T. Douglas makes free throw 1 of 2
0:19.0,,,85-86,1,T. Douglas makes free throw 2 of 2
0:19.0,C. McCollum enters the game for A. Aminu,,85-85,,
0:07.0,Shooting foul by J. Green (drawn by M. Plumlee),,85-86,,
0:07.0,M. Plumlee makes free throw 1 of 2,1,86-86,,
0:07.0,M. Plumlee misses free throw 2 of 2,,86-86,,
0:05.0,,,86-86,,Defensive rebound by J. Green
0:01.0,,,86-86,,Shooting foul by D. Lillard (drawn by T. Douglas)
0:01.0,,,86-87,1,T. Douglas makes free throw 1 of 2
0:01.0,,,86-88,1,T. Douglas makes free throw 2 of 2
0:01.0,Turnover by M. Plumlee (bad pass; steal by T. Allen),,86-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
