time,Milwaukee,pts.away,score,pts.home,Philadelphia
3:32.0,,,106-85,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by J. Terry)
3:30.0,,,106-85,,Personal foul by T. Luwawu-Cabarrot (drawn by G. Antetokounmpo)
3:30.0,G. Antetokounmpo makes free throw 1 of 2,1,107-85,,
3:30.0,G. Antetokounmpo makes free throw 2 of 2,1,108-85,,
3:30.0,,,106-85,,S. Rodriguez enters the game for T. McConnell
3:30.0,R. Vaughn enters the game for K. Middleton,,107-85,,
3:20.0,,,108-85,,Shooting foul by J. Terry (drawn by T. Luwawu-Cabarrot)
3:20.0,,,108-86,1,T. Luwawu-Cabarrot makes free throw 1 of 2
3:20.0,,,108-87,1,T. Luwawu-Cabarrot makes free throw 2 of 2
3:10.0,M. Dellavedova makes 2-pt shot from 7 ft,2,110-87,,
3:02.0,,,110-89,2,S. Long makes 2-pt shot at rim (assist by S. Rodriguez)
2:37.0,M. Dellavedova misses 2-pt shot from 10 ft,,110-89,,
2:36.0,,,110-89,,Defensive rebound by S. Long
2:36.0,Loose ball foul by G. Antetokounmpo (drawn by S. Long),,110-89,,
2:36.0,,,110-89,,S. Long misses free throw 1 of 2
2:36.0,,,110-89,,Offensive rebound by Team
2:36.0,,,110-89,,S. Long misses free throw 2 of 2
2:36.0,S. Hawes enters the game for G. Antetokounmpo,,110-89,,
2:35.0,Defensive rebound by M. Teletovic,,110-89,,
2:23.0,Turnover by M. Dellavedova (bad pass; steal by T. Luwawu-Cabarrot),,110-89,,
2:17.0,,,110-92,3,J. Harper makes 3-pt shot from 25 ft (assist by J. Anderson)
1:55.0,J. Terry misses 3-pt shot from 24 ft,,110-92,,
1:53.0,,,110-92,,Defensive rebound by T. Luwawu-Cabarrot
1:42.0,,,110-94,2,S. Rodriguez makes 2-pt shot from 21 ft (assist by J. Harper)
1:27.0,J. Terry misses 3-pt shot from 25 ft,,110-94,,
1:25.0,,,110-94,,Defensive rebound by S. Rodriguez
1:17.0,,,110-94,,J. Anderson misses 3-pt shot from 27 ft
1:15.0,Defensive rebound by R. Vaughn,,110-94,,
1:03.0,S. Hawes makes 2-pt shot from 2 ft,2,112-94,,
0:46.0,,,112-96,2,T. Luwawu-Cabarrot makes 2-pt shot at rim (assist by S. Rodriguez)
0:33.0,S. Hawes misses 3-pt shot from 27 ft,,112-96,,
0:31.0,,,112-96,,Defensive rebound by S. Rodriguez
0:27.0,,,112-96,,S. Long misses 2-pt shot from 2 ft
0:26.0,,,112-96,,Offensive rebound by J. Anderson
0:26.0,,,112-98,2,J. Anderson makes 2-pt shot at rim
0:02.0,Turnover by Team (shot clock),,112-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
