time,Oklahoma City,pts.away,score,pts.home,LA Clippers
1:10.0,D. Sabonis makes 3-pt shot from 25 ft (assist by A. Abrines),3,96-120,,
0:48.0,,,96-120,,J. Crawford misses 2-pt shot from 16 ft
0:46.0,Defensive rebound by J. Lauvergne,,96-120,,
0:42.0,,,96-120,,Personal foul by A. Anderson
0:39.0,Shooting foul by B. Bass (drawn by A. Abrines),,96-120,,
0:39.0,A. Abrines makes free throw 1 of 2,1,97-120,,
0:39.0,A. Abrines makes free throw 2 of 2,1,98-120,,
0:21.0,,,98-120,,Turnover by J. Crawford (step out of bounds)
0:11.0,C. Payne misses 3-pt shot from 25 ft,,98-120,,
0:11.0,,,98-120,,Defensive rebound by B. Bass
0:00.0,End of 4th quarter,,,,End of 4th quarter
