time,Phoenix,pts.away,score,pts.home,Denver
2:15.0,,,116-123,,Personal foul by N. Jokic (drawn by D. Booker)
2:15.0,D. Booker makes free throw 1 of 2,1,117-123,,
2:15.0,D. Booker makes free throw 2 of 2,1,118-123,,
2:00.0,,,118-125,2,N. Jokic makes 2-pt shot from 5 ft (assist by J. Nelson)
1:48.0,D. Booker misses 2-pt shot from 3 ft (block by G. Harris),,118-125,,
1:47.0,Offensive rebound by Team,,118-125,,
1:47.0,,,118-125,,Denver full timeout
1:47.0,,,118-125,,D. Arthur enters the game for N. Jokic
1:43.0,P. Tucker misses 2-pt shot from 1 ft,,118-125,,
1:43.0,Offensive rebound by T. Chandler,,118-125,,
1:43.0,T. Chandler makes 2-pt shot from 1 ft,2,120-125,,
1:19.0,,,120-125,,G. Harris misses 3-pt shot from 24 ft
1:18.0,,,120-125,,Offensive rebound by W. Chandler
1:05.0,,,120-125,,D. Gallinari misses 2-pt shot from 22 ft
1:04.0,Defensive rebound by T. Chandler,,120-125,,
1:01.0,Turnover by T. Chandler (bad pass; steal by J. Nelson),,120-125,,
0:45.0,,,120-125,,J. Nelson misses 2-pt shot from 21 ft
0:44.0,,,120-125,,Offensive rebound by W. Chandler
0:37.0,Personal take foul by D. Booker (drawn by D. Gallinari),,120-125,,
0:37.0,,,120-126,1,D. Gallinari makes free throw 1 of 2
0:37.0,,,120-127,1,D. Gallinari makes free throw 2 of 2
0:37.0,Phoenix full timeout,,120-127,,
0:32.0,E. Bledsoe misses 2-pt shot from 3 ft,,120-127,,
0:31.0,Offensive rebound by E. Bledsoe,,120-127,,
0:30.0,E. Bledsoe misses 2-pt shot from 2 ft,,120-127,,
0:29.0,Offensive rebound by Team,,120-127,,
0:27.0,D. Booker misses 2-pt shot from 22 ft,,120-127,,
0:26.0,,,120-127,,Defensive rebound by J. Nelson
0:02.0,,,120-127,,Turnover by Team (bad pass)
0:00.0,E. Bledsoe misses 3-pt shot from 28 ft,,120-127,,
0:00.0,Offensive rebound by Team,,120-127,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
