time,Memphis,pts.away,score,pts.home,LA Lakers
3:36.0,A. Harrison makes free throw 2 of 2,1,94-109,,
3:24.0,Personal foul by A. Harrison (drawn by N. Young),,94-109,,
3:24.0,,,94-109,,N. Young misses free throw 1 of 2
3:24.0,,,94-109,,Offensive rebound by Team
3:24.0,,,94-109,,N. Young misses free throw 2 of 2
3:23.0,Defensive rebound by J. Martin,,94-109,,
3:05.0,J. Martin misses 3-pt shot from 26 ft,,94-109,,
3:04.0,Offensive rebound by Z. Randolph,,94-109,,
3:03.0,Z. Randolph makes 2-pt shot from 2 ft,2,96-109,,
3:02.0,,,96-109,,LA Lakers full timeout
2:40.0,,,96-109,,J. Randle misses 2-pt shot at rim
2:39.0,Defensive rebound by J. Martin,,96-109,,
2:27.0,T. Daniels misses 3-pt shot from 25 ft,,96-109,,
2:26.0,,,96-109,,Defensive rebound by J. Randle
2:11.0,,,96-109,,B. Ingram misses 2-pt shot from 17 ft
2:07.0,Defensive rebound by W. Baldwin,,96-109,,
1:58.0,Z. Randolph misses 2-pt shot from 1 ft,,96-109,,
1:56.0,,,96-109,,Defensive rebound by J. Randle
1:55.0,,,96-109,,Turnover by J. Randle (lost ball; steal by Z. Randolph)
1:50.0,Shooting foul by T. Mozgov (drawn by W. Baldwin),,96-109,,
1:50.0,W. Baldwin makes free throw 1 of 2,1,97-109,,
1:50.0,W. Baldwin makes free throw 2 of 2,1,98-109,,
1:50.0,,,97-109,,L. Williams enters the game for N. Young
1:39.0,Personal foul by A. Harrison,,98-109,,
1:39.0,,,98-110,1,L. Williams makes free throw 1 of 2
1:39.0,,,98-111,1,L. Williams makes free throw 2 of 2
1:33.0,Shooting foul by T. Mozgov (drawn by A. Harrison),,98-111,,
1:33.0,A. Harrison makes free throw 1 of 2,1,99-111,,
1:33.0,A. Harrison makes free throw 2 of 2,1,100-111,,
1:33.0,,,98-111,,L. Deng enters the game for T. Mozgov
1:33.0,J. Ennis enters the game for Z. Randolph,,99-111,,
1:10.0,,,100-113,2,L. Williams makes 2-pt shot from 2 ft
0:59.0,A. Harrison makes 2-pt shot from 5 ft,2,102-113,,
0:34.0,,,102-116,3,L. Deng makes 3-pt shot from 23 ft (assist by J. Randle)
0:25.0,J. Ennis misses 2-pt shot from 2 ft (block by B. Ingram),,102-116,,
0:22.0,,,102-116,,Defensive rebound by J. Randle
0:01.0,,,102-116,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
