time,Houston,pts.away,score,pts.home,LA Clippers
5:14.0,,,84-109,,LA Clippers full timeout
5:14.0,,,84-110,1,J. Crawford makes free throw 1 of 2
5:14.0,,,84-111,1,J. Crawford makes free throw 2 of 2
5:14.0,,,84-109,,P. Pierce enters the game for M. Speights
5:14.0,C. Onuaku enters the game for T. Ariza,,84-109,,
5:06.0,T. Williams makes 2-pt shot at rim (assist by B. Brown),2,86-111,,
4:50.0,,,86-114,3,P. Pierce makes 3-pt shot from 29 ft (assist by W. Johnson)
4:33.0,T. Williams misses 2-pt shot from 20 ft,,86-114,,
4:32.0,,,86-114,,Defensive rebound by R. Felton
4:24.0,,,86-114,,P. Pierce misses 3-pt shot from 26 ft
4:20.0,Defensive rebound by C. Onuaku,,86-114,,
4:07.0,T. Williams misses 3-pt shot from 27 ft,,86-114,,
4:06.0,,,86-114,,Defensive rebound by R. Felton
3:54.0,,,86-116,2,P. Pierce makes 2-pt shot from 13 ft (assist by R. Felton)
3:36.0,B. Brown makes 2-pt shot from 20 ft,2,88-116,,
3:14.0,,,88-119,3,P. Pierce makes 3-pt shot from 26 ft (assist by R. Felton)
3:01.0,B. Brown misses 2-pt shot from 12 ft,,88-119,,
3:00.0,,,88-119,,Defensive rebound by B. Bass
2:56.0,Personal foul by M. Harrell (drawn by P. Pierce),,88-119,,
2:56.0,Houston full timeout,,88-119,,
2:43.0,,,88-121,2,P. Pierce makes 2-pt shot from 3 ft (assist by J. Crawford)
2:43.0,,,88-121,,Shooting foul by T. Williams (drawn by P. Pierce)
2:43.0,,,88-121,,P. Pierce misses free throw 1 of 1
2:40.0,Defensive rebound by M. Harrell,,88-121,,
2:40.0,,,88-121,,Personal take foul by R. Felton (drawn by I. Taylor)
2:40.0,,,88-121,,B. Johnson enters the game for P. Pierce
2:24.0,B. Brown misses 3-pt shot from 27 ft,,88-121,,
2:22.0,Offensive rebound by T. Williams,,88-121,,
2:19.0,T. Williams makes 2-pt shot at rim,2,90-121,,
2:06.0,,,90-121,,B. Johnson misses 2-pt shot from 7 ft
2:01.0,,,90-121,,Offensive rebound by B. Bass
2:01.0,,,90-123,2,B. Bass makes 2-pt shot at rim
1:54.0,M. Harrell makes 2-pt shot at rim (assist by I. Taylor),2,92-123,,
1:33.0,,,92-123,,B. Johnson misses 2-pt shot from 14 ft
1:28.0,Defensive rebound by T. Williams,,92-123,,
1:24.0,Turnover by T. Williams (bad pass; steal by B. Johnson),,92-123,,
1:00.0,,,92-123,,Turnover by Team (shot clock)
0:45.0,M. Harrell makes 2-pt shot at rim (assist by B. Brown),2,94-123,,
0:26.0,,,94-125,2,B. Johnson makes 2-pt shot from 1 ft
0:17.0,M. Harrell makes 2-pt shot at rim (assist by B. Brown),2,96-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
