time,New York,pts.away,score,pts.home,Washington
0:24.0,Personal take foul by D. Rose (drawn by B. Beal),,107-115,,
0:24.0,,,107-116,1,B. Beal makes free throw 1 of 2
0:24.0,,,107-117,1,B. Beal makes free throw 2 of 2
0:24.0,New York full timeout,,107-117,,
0:24.0,,,107-116,,K. Oubre enters the game for M. Gortat
0:24.0,C. Anthony enters the game for M. Ndour,,107-117,,
0:18.0,D. Rose makes 2-pt shot from 3 ft,2,109-117,,
0:17.0,Personal take foul by B. Jennings (drawn by J. Wall),,109-117,,
0:17.0,,,109-118,1,J. Wall makes free throw 1 of 2
0:17.0,,,109-119,1,J. Wall makes free throw 2 of 2
0:17.0,M. Ndour enters the game for C. Anthony,,109-118,,
0:10.0,K. Porzingis makes 3-pt shot from 27 ft (assist by D. Rose),3,112-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
