time,Orlando,pts.away,score,pts.home,New York
4:53.0,,,104-89,2,D. Rose makes 2-pt shot at rim (assist by B. Jennings)
4:31.0,S. Ibaka makes 2-pt shot from 16 ft (assist by E. Payton),2,106-89,,
4:18.0,,,106-89,,D. Rose misses 3-pt shot from 24 ft
4:18.0,,,106-89,,Offensive rebound by J. Noah
4:12.0,,,106-89,,C. Lee misses 3-pt shot from 25 ft
4:11.0,,,106-89,,Offensive rebound by B. Jennings
4:08.0,,,106-89,,D. Rose misses 2-pt shot from 2 ft
4:07.0,,,106-89,,Offensive rebound by D. Rose
4:05.0,,,106-89,,D. Rose misses 2-pt shot from 1 ft
4:03.0,,,106-89,,Offensive rebound by J. Noah
4:03.0,,,106-91,2,J. Noah makes 2-pt shot from 1 ft
3:48.0,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton),3,109-91,,
3:32.0,,,109-93,2,D. Rose makes 2-pt shot at rim
3:04.0,A. Gordon makes 2-pt shot from 22 ft,2,111-93,,
2:45.0,Personal foul by J. Green (drawn by J. Noah),,111-93,,
2:45.0,Orlando full timeout,,111-93,,
2:45.0,,,111-93,,J. Noah misses free throw 1 of 2
2:45.0,,,111-93,,Offensive rebound by Team
2:45.0,,,111-94,1,J. Noah makes free throw 2 of 2
2:24.0,A. Gordon misses 3-pt shot from 23 ft,,111-94,,
2:24.0,,,111-94,,Defensive rebound by C. Lee
2:13.0,,,111-96,2,D. Rose makes 2-pt shot from 8 ft
1:50.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,113-96,,
1:50.0,,,113-96,,New York full timeout
1:50.0,,,113-96,,J. Holiday enters the game for C. Anthony
1:50.0,,,113-96,,R. Baker enters the game for J. Noah
1:50.0,,,113-96,,W. Hernangomez enters the game for C. Lee
1:50.0,,,113-96,,M. Ndour enters the game for D. Rose
1:50.0,,,113-96,,M. Kuzminskas enters the game for B. Jennings
1:50.0,C. Watson enters the game for S. Ibaka,,113-96,,
1:50.0,A. Onuaku enters the game for J. Meeks,,113-96,,
1:50.0,M. Hezonja enters the game for J. Green,,113-96,,
1:40.0,Personal foul by M. Hezonja (drawn by R. Baker),,113-96,,
1:40.0,,,113-97,1,R. Baker makes free throw 1 of 2
1:40.0,,,113-98,1,R. Baker makes free throw 2 of 2
1:40.0,C. Wilcox enters the game for E. Payton,,113-97,,
1:17.0,A. Onuaku makes 2-pt shot from 5 ft (assist by A. Gordon),2,115-98,,
1:05.0,,,115-100,2,M. Ndour makes 2-pt shot at rim (assist by W. Hernangomez)
0:52.0,A. Gordon misses 3-pt shot from 25 ft,,115-100,,
0:50.0,Offensive rebound by A. Onuaku,,115-100,,
0:49.0,Turnover by A. Onuaku (step out of bounds),,115-100,,
0:28.0,,,115-100,,Turnover by W. Hernangomez (bad pass; steal by M. Hezonja)
0:12.0,Turnover by A. Onuaku (lost ball),,115-100,,
0:02.0,,,115-103,3,J. Holiday makes 3-pt shot from 24 ft (assist by R. Baker)
0:00.0,End of 4th quarter,,,,End of 4th quarter
