time,San Antonio,pts.away,score,pts.home,Utah
0:15.0,,,97-99,,S. Mack misses free throw 1 of 2
0:15.0,,,97-99,,Offensive rebound by Team
0:15.0,,,97-100,1,S. Mack makes free throw 2 of 2
0:15.0,San Antonio full timeout,,97-100,,
0:09.0,D. Bertans misses 3-pt shot from 25 ft,,97-100,,
0:07.0,,,97-100,,Defensive rebound by J. Withey
0:07.0,Personal foul by D. Dedmon (drawn by J. Withey),,97-100,,
0:07.0,,,97-101,1,J. Withey makes free throw 1 of 2
0:07.0,,,97-101,,J. Withey misses free throw 2 of 2
0:07.0,Defensive rebound by D. Dedmon,,97-101,,
0:00.0,K. Anderson misses 3-pt shot from 28 ft,,97-101,,
0:00.0,Offensive rebound by Team,,97-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
