time,Detroit,pts.away,score,pts.home,Charlotte
2:59.0,D. Hilliard misses 2-pt shot from 18 ft,,104-82,,
2:57.0,,,104-82,,Defensive rebound by A. Harrison
2:37.0,,,104-82,,A. Harrison misses 3-pt shot from 23 ft
2:36.0,Defensive rebound by K. Caldwell-Pope,,104-82,,
2:19.0,M. Morris makes 2-pt shot from 18 ft,2,106-82,,
2:09.0,Personal take foul by K. Caldwell-Pope (drawn by B. Roberts),,106-82,,
2:09.0,B. Marjanovic enters the game for M. Morris,,106-82,,
2:09.0,S. Johnson enters the game for K. Caldwell-Pope,,106-82,,
2:09.0,M. Gbinije enters the game for J. Leuer,,106-82,,
2:01.0,,,106-82,,Shooting foul by D. Hilliard (drawn by B. Roberts)
2:01.0,,,106-83,1,B. Roberts makes free throw 1 of 2
2:01.0,,,106-84,1,B. Roberts makes free throw 2 of 2
1:49.0,S. Johnson makes 2-pt shot from 14 ft,2,108-84,,
1:26.0,,,108-84,,M. Belinelli misses 2-pt shot from 17 ft
1:25.0,Defensive rebound by B. Marjanovic,,108-84,,
1:07.0,B. Marjanovic misses 2-pt shot from 12 ft,,108-84,,
1:06.0,,,108-84,,Defensive rebound by B. Roberts
0:56.0,,,108-87,3,M. Belinelli makes 3-pt shot from 23 ft (assist by B. Roberts)
0:40.0,Shooting foul by A. Harrison (drawn by T. Harris),,108-87,,
0:40.0,T. Harris makes free throw 1 of 2,1,109-87,,
0:40.0,T. Harris makes free throw 2 of 2,1,110-87,,
0:30.0,Personal foul by D. Hilliard (drawn by B. Roberts),,110-87,,
0:30.0,,,110-88,1,B. Roberts makes free throw 1 of 2
0:30.0,,,110-89,1,B. Roberts makes free throw 2 of 2
0:15.0,M. Gbinije misses 2-pt shot from 2 ft,,110-89,,
0:15.0,Offensive rebound by M. Gbinije,,110-89,,
0:15.0,M. Gbinije makes 2-pt shot from 2 ft,2,112-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
