time,Oklahoma City,pts.away,score,pts.home,LA Lakers
2:46.0,,,102-108,,L. Williams misses 2-pt shot from 18 ft
2:45.0,Defensive rebound by J. Lauvergne,,102-108,,
2:39.0,R. Westbrook misses 2-pt shot at rim,,102-108,,
2:39.0,,,102-108,,Defensive rebound by Team
2:39.0,A. Roberson enters the game for A. Morrow,,102-108,,
2:16.0,,,102-108,,N. Young misses 2-pt shot from 11 ft
2:13.0,Defensive rebound by J. Lauvergne,,102-108,,
2:03.0,R. Westbrook misses 2-pt shot from 12 ft,,102-108,,
2:01.0,,,102-108,,Defensive rebound by L. Nance
1:45.0,,,102-108,,J. Clarkson misses 2-pt shot from 13 ft
1:45.0,Defensive rebound by Team,,102-108,,
1:38.0,R. Westbrook makes 3-pt shot from 25 ft,3,105-108,,
1:14.0,,,105-108,,J. Clarkson misses 3-pt shot from 24 ft
1:13.0,Defensive rebound by J. Lauvergne,,105-108,,
1:08.0,R. Westbrook misses 3-pt shot from 26 ft,,105-108,,
1:07.0,,,105-108,,Defensive rebound by J. Clarkson
0:50.0,,,105-108,,L. Williams misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by S. Adams,,105-108,,
0:49.0,Oklahoma City full timeout,,105-108,,
0:49.0,,,105-108,,B. Ingram enters the game for T. Mozgov
0:43.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,107-108,,
0:43.0,,,107-108,,LA Lakers full timeout
0:43.0,J. Grant enters the game for J. Lauvergne,,107-108,,
0:24.0,,,107-108,,L. Nance misses 2-pt shot from 10 ft
0:21.0,Defensive rebound by R. Westbrook,,107-108,,
0:21.0,,,107-108,,Personal foul by L. Williams
0:15.0,R. Westbrook misses 2-pt shot from 19 ft,,107-108,,
0:14.0,Offensive rebound by S. Adams,,107-108,,
0:14.0,S. Adams makes 2-pt shot from 1 ft,2,109-108,,
0:14.0,,,109-108,,LA Lakers full timeout
0:05.0,,,109-111,3,N. Young makes 3-pt shot from 27 ft (assist by B. Ingram)
0:05.0,Oklahoma City full timeout,,109-111,,
0:05.0,,,109-111,,L. Deng enters the game for L. Williams
0:05.0,A. Morrow enters the game for J. Grant,,109-111,,
0:03.0,R. Westbrook misses 3-pt shot from 31 ft,,109-111,,
0:00.0,Offensive rebound by Team,,109-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
