time,Chicago,pts.away,score,pts.home,Orlando
2:07.0,Chicago full timeout,,98-90,,
1:55.0,,,98-90,,S. Ibaka misses 2-pt shot from 12 ft
1:53.0,,,98-90,,Offensive rebound by A. Gordon
1:39.0,,,98-90,,A. Gordon misses 3-pt shot from 27 ft
1:38.0,Defensive rebound by T. Gibson,,98-90,,
1:18.0,D. Wade misses 2-pt shot from 10 ft,,98-90,,
1:17.0,,,98-90,,Defensive rebound by E. Payton
1:10.0,,,98-90,,E. Payton misses 2-pt shot from 2 ft (block by P. Zipser)
1:08.0,Defensive rebound by J. Butler,,98-90,,
1:04.0,J. Butler misses 2-pt shot from 1 ft,,98-90,,
1:04.0,,,98-90,,Defensive rebound by Team
1:04.0,Loose ball foul by R. Lopez (drawn by J. Green),,98-90,,
1:04.0,,,98-91,1,J. Green makes free throw 1 of 2
1:04.0,,,98-92,1,J. Green makes free throw 2 of 2
0:46.0,Turnover by D. Wade (bad pass; steal by S. Ibaka),,98-92,,
0:42.0,,,98-92,,Shooting foul by T. Gibson (drawn by E. Payton)
0:42.0,,,98-92,,E. Payton misses free throw 1 of 2
0:42.0,,,98-92,,Offensive rebound by Team
0:42.0,,,98-92,,E. Payton misses free throw 2 of 2
0:39.0,Defensive rebound by T. Gibson,,98-92,,
0:28.0,J. Butler makes 2-pt shot from 2 ft,2,100-92,,
0:28.0,Shooting foul by S. Ibaka (drawn by J. Butler),,100-92,,
0:28.0,J. Butler misses free throw 1 of 1,,100-92,,
0:28.0,,,100-92,,Defensive rebound by S. Ibaka
0:28.0,,,100-92,,Orlando full timeout
0:28.0,,,100-92,,C. Watson enters the game for A. Gordon
0:19.0,,,100-92,,N. Vucevic misses 3-pt shot from 24 ft
0:18.0,Defensive rebound by D. Wade,,100-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
