time,Phoenix,pts.away,score,pts.home,LA Clippers
8:10.0,T. Warren makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,78-93,,
7:51.0,,,78-93,,Shooting foul by T. Chandler (drawn by J. Crawford)
7:51.0,,,78-94,1,J. Crawford makes free throw 1 of 2
7:51.0,,,78-95,1,J. Crawford makes free throw 2 of 2
7:51.0,A. Len enters the game for T. Chandler,,78-93,,
7:51.0,,,78-93,,D. Jordan enters the game for M. Speights
7:38.0,T. Warren misses 2-pt shot from 1 ft (block by D. Jordan),,78-95,,
7:38.0,Offensive rebound by A. Len,,78-95,,
7:38.0,Shooting foul by B. Griffin (drawn by A. Len),,78-95,,
7:38.0,A. Len makes free throw 1 of 2,1,79-95,,
7:38.0,A. Len misses free throw 2 of 2,,79-95,,
7:37.0,,,79-95,,Defensive rebound by B. Griffin
7:26.0,,,79-97,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
7:16.0,B. Knight misses 2-pt shot from 18 ft,,79-97,,
7:15.0,,,79-97,,Defensive rebound by B. Griffin
7:10.0,,,79-99,2,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin)
7:10.0,Phoenix full timeout,,79-99,,
7:10.0,,,79-99,,J. Redick enters the game for A. Rivers
7:10.0,,,79-99,,C. Paul enters the game for R. Felton
7:02.0,E. Bledsoe makes 2-pt shot from 2 ft,2,81-99,,
7:02.0,Shooting foul by D. Jordan (drawn by E. Bledsoe),,81-99,,
7:02.0,E. Bledsoe misses free throw 1 of 1,,81-99,,
7:01.0,Offensive rebound by T. Warren,,81-99,,
7:01.0,T. Warren makes 2-pt shot from 1 ft,2,83-99,,
7:01.0,Shooting foul by B. Griffin (drawn by T. Warren),,83-99,,
7:01.0,T. Warren misses free throw 1 of 1,,83-99,,
6:58.0,,,83-99,,Defensive rebound by B. Griffin
6:51.0,Personal foul by B. Knight (drawn by J. Redick),,83-99,,
6:40.0,,,83-99,,J. Crawford misses 2-pt shot from 6 ft
6:38.0,Defensive rebound by J. Dudley,,83-99,,
6:37.0,,,83-99,,Personal foul by C. Paul (drawn by T. Warren)
6:37.0,T. Warren makes free throw 1 of 2,1,84-99,,
6:37.0,T. Warren makes free throw 2 of 2,1,85-99,,
6:14.0,,,85-102,3,C. Paul makes 3-pt shot from 25 ft (assist by J. Crawford)
6:05.0,B. Knight misses 3-pt shot from 26 ft,,85-102,,
6:04.0,,,85-102,,Defensive rebound by J. Redick
5:45.0,,,85-102,,C. Paul misses 2-pt shot from 15 ft
5:43.0,Defensive rebound by J. Dudley,,85-102,,
5:20.0,T. Warren makes 2-pt shot from 16 ft,2,87-102,,
5:01.0,Violation by T. Warren (def goaltending),,87-102,,
5:01.0,,,87-104,2,J. Crawford makes 2-pt shot from 1 ft
4:53.0,E. Bledsoe makes 2-pt shot from 17 ft,2,89-104,,
4:37.0,Personal foul by E. Bledsoe (drawn by C. Paul),,89-104,,
4:37.0,,,89-105,1,C. Paul makes free throw 1 of 2
4:37.0,,,89-106,1,C. Paul makes free throw 2 of 2
4:22.0,J. Dudley misses 2-pt shot from 19 ft,,89-106,,
4:22.0,,,89-106,,Defensive rebound by J. Redick
4:04.0,,,89-108,2,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin)
3:52.0,A. Len misses 2-pt shot from 15 ft,,89-108,,
3:52.0,,,89-108,,Defensive rebound by C. Paul
3:46.0,,,89-111,3,C. Paul makes 3-pt shot from 25 ft
3:45.0,Phoenix full timeout,,89-111,,
3:45.0,,,89-111,,R. Felton enters the game for B. Griffin
3:45.0,,,89-111,,A. Rivers enters the game for J. Redick
3:45.0,,,89-111,,W. Johnson enters the game for C. Paul
3:45.0,T. Ulis enters the game for T. Warren,,89-111,,
3:45.0,M. Chriss enters the game for J. Dudley,,89-111,,
3:45.0,A. Williams enters the game for B. Knight,,89-111,,
3:45.0,D. Bender enters the game for E. Bledsoe,,89-111,,
3:45.0,P. Tucker enters the game for A. Len,,89-111,,
3:35.0,Shooting foul by W. Johnson (drawn by T. Ulis),,89-111,,
3:35.0,T. Ulis makes free throw 1 of 2,1,90-111,,
3:35.0,T. Ulis makes free throw 2 of 2,1,91-111,,
3:35.0,,,90-111,,D. Stone enters the game for D. Jordan
3:21.0,,,91-111,,W. Johnson misses 3-pt shot from 24 ft
3:20.0,Defensive rebound by P. Tucker,,91-111,,
3:17.0,Turnover by T. Ulis (bad pass),,91-111,,
3:04.0,,,91-113,2,A. Rivers makes 2-pt shot from 1 ft
2:41.0,D. Bender misses 2-pt shot from 20 ft,,91-113,,
2:39.0,,,91-113,,Defensive rebound by W. Johnson
2:34.0,,,91-113,,D. Stone misses 2-pt shot from 9 ft
2:33.0,Defensive rebound by T. Ulis,,91-113,,
2:25.0,P. Tucker makes 3-pt shot from 24 ft (assist by D. Bender),3,94-113,,
2:09.0,,,94-113,,W. Johnson misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by D. Bender,,94-113,,
1:59.0,T. Ulis misses 2-pt shot from 19 ft,,94-113,,
1:57.0,,,94-113,,Defensive rebound by R. Felton
1:38.0,,,94-116,3,R. Felton makes 3-pt shot from 25 ft
1:26.0,Turnover by A. Williams (bad pass),,94-116,,
1:00.0,,,94-116,,A. Rivers misses 2-pt shot from 16 ft
0:59.0,Defensive rebound by A. Williams,,94-116,,
0:58.0,Turnover by A. Williams (bad pass),,94-116,,
0:37.0,,,94-116,,Turnover by D. Stone (lost ball; steal by D. Bender)
0:33.0,Shooting foul by D. Stone (drawn by M. Chriss),,94-116,,
0:33.0,M. Chriss makes free throw 1 of 2,1,95-116,,
0:33.0,M. Chriss makes free throw 2 of 2,1,96-116,,
0:23.0,,,96-116,,Turnover by A. Rivers (lost ball)
0:15.0,A. Williams makes 2-pt shot at rim (assist by T. Ulis),2,98-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
