time,Philadelphia,pts.away,score,pts.home,New York
6:10.0,Shooting foul by S. Vujacic (drawn by J. Anderson),,96-94,,
6:10.0,J. Anderson makes free throw 1 of 2,1,97-94,,
6:10.0,J. Anderson makes free throw 2 of 2,1,98-94,,
6:10.0,,,97-94,,C. Randle enters the game for R. Baker
5:55.0,,,98-94,,J. Holiday misses 3-pt shot from 26 ft
5:54.0,,,98-94,,Offensive rebound by C. Randle
5:49.0,,,98-94,,S. Vujacic misses 2-pt shot from 14 ft
5:48.0,,,98-94,,Offensive rebound by J. Holiday
5:43.0,,,98-94,,C. Randle misses 3-pt shot from 24 ft
5:42.0,,,98-94,,Offensive rebound by S. Vujacic
5:41.0,,,98-94,,Shooting foul by N. Stauskas (drawn by S. Vujacic)
5:41.0,,,98-94,,New York full timeout
5:41.0,,,98-95,1,S. Vujacic makes free throw 1 of 2
5:41.0,,,98-95,,S. Vujacic misses free throw 2 of 2
5:41.0,G. Henderson enters the game for J. Anderson,,98-94,,
5:41.0,T. Splitter enters the game for R. Holmes,,98-94,,
5:40.0,Defensive rebound by A. Poythress,,98-95,,
5:18.0,N. Stauskas misses 3-pt shot from 24 ft,,98-95,,
5:18.0,Offensive rebound by S. Long,,98-95,,
5:17.0,S. Long misses 2-pt shot at rim,,98-95,,
5:16.0,Offensive rebound by T. Splitter,,98-95,,
5:16.0,T. Splitter misses 2-pt shot from 1 ft,,98-95,,
5:14.0,Offensive rebound by S. Long,,98-95,,
5:13.0,S. Long misses 2-pt shot at rim,,98-95,,
5:12.0,Offensive rebound by S. Long,,98-95,,
5:11.0,S. Long makes 2-pt shot at rim,2,100-95,,
5:01.0,,,100-95,,Turnover by S. Vujacic (bad pass)
4:38.0,N. Stauskas misses 2-pt shot from 4 ft,,100-95,,
4:37.0,Offensive rebound by T. Splitter,,100-95,,
4:37.0,T. Splitter makes 2-pt shot at rim,2,102-95,,
4:15.0,,,102-98,3,S. Vujacic makes 3-pt shot from 25 ft
4:02.0,T. Splitter misses 3-pt shot from 25 ft,,102-98,,
4:02.0,,,102-98,,Defensive rebound by W. Hernangomez
3:47.0,,,102-98,,J. Holiday misses 2-pt shot from 14 ft
3:46.0,,,102-98,,Offensive rebound by W. Hernangomez
3:39.0,,,102-101,3,J. Holiday makes 3-pt shot from 23 ft (assist by W. Hernangomez)
3:24.0,A. Poythress misses 3-pt shot from 23 ft,,102-101,,
3:24.0,Offensive rebound by S. Long,,102-101,,
3:22.0,S. Long makes 2-pt shot at rim,2,104-101,,
3:06.0,,,104-101,,Shooting foul by A. Poythress (drawn by J. Holiday)
3:06.0,,,104-102,1,J. Holiday makes free throw 1 of 3
3:06.0,,,104-103,1,J. Holiday makes free throw 2 of 3
3:06.0,,,104-104,1,J. Holiday makes free throw 3 of 3
3:06.0,T. Luwawu-Cabarrot enters the game for T. Splitter,,104-103,,
3:06.0,,,104-103,,M. Ndour enters the game for W. Hernangomez
3:06.0,,,104-103,,R. Baker enters the game for S. Vujacic
2:48.0,S. Long misses 2-pt shot from 8 ft (block by J. Holiday),,104-104,,
2:46.0,,,104-104,,Defensive rebound by C. Randle
2:43.0,,,104-104,,R. Baker misses 2-pt shot at rim
2:43.0,,,104-104,,Offensive rebound by M. Plumlee
2:43.0,,,104-104,,Turnover by M. Plumlee (offensive goaltending)
2:43.0,Philadelphia full timeout,,104-104,,
2:31.0,A. Poythress makes 2-pt shot from 10 ft,2,106-104,,
2:13.0,,,106-106,2,M. Plumlee makes 2-pt shot at rim
1:56.0,T. Luwawu-Cabarrot misses 2-pt shot at rim,,106-106,,
1:54.0,Offensive rebound by S. Long,,106-106,,
1:54.0,S. Long misses 2-pt shot at rim,,106-106,,
1:47.0,,,106-106,,Defensive rebound by J. Holiday
1:43.0,T. Splitter enters the game for T. Luwawu-Cabarrot,,106-106,,
1:38.0,,,106-106,,J. Holiday misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by S. Long,,106-106,,
1:18.0,A. Poythress makes 2-pt shot at rim (assist by N. Stauskas),2,108-106,,
1:10.0,,,108-109,3,R. Baker makes 3-pt shot from 24 ft
0:55.0,T. Splitter makes 2-pt shot from 5 ft,2,110-109,,
0:39.0,,,110-112,3,J. Holiday makes 3-pt shot from 24 ft (assist by R. Baker)
0:31.0,N. Stauskas makes 3-pt shot from 25 ft,3,113-112,,
0:31.0,,,113-112,,New York full timeout
0:18.0,,,113-114,2,M. Ndour makes 2-pt shot from 15 ft
0:08.0,N. Stauskas misses 2-pt shot from 3 ft (block by M. Plumlee),,113-114,,
0:06.0,Jump ball: M. Plumlee vs. A. Poythress (N. Stauskas gains possession),,,,Jump ball: M. Plumlee vs. A. Poythress (N. Stauskas gains possession)
0:06.0,Offensive rebound by Team,,113-114,,
0:01.0,N. Stauskas misses 3-pt shot from 25 ft,,113-114,,
0:00.0,Offensive rebound by Team,,113-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
