time,Detroit,pts.away,score,pts.home,Atlanta
4:22.0,Defensive rebound by Team,,86-92,,
4:22.0,,,86-92,,K. Korver enters the game for K. Bazemore
4:16.0,R. Jackson makes 2-pt shot from 2 ft,2,88-92,,
4:00.0,,,88-94,2,D. Howard makes 2-pt shot from 1 ft (assist by D. Schroder)
4:00.0,,,88-94,,Shooting foul by J. Leuer (drawn by D. Howard)
4:00.0,,,88-95,1,D. Howard makes free throw 1 of 1
3:52.0,Offensive charge foul by A. Drummond,,88-95,,
3:52.0,Turnover by A. Drummond (offensive foul),,88-95,,
3:40.0,,,88-95,,D. Schroder misses 2-pt shot from 2 ft
3:38.0,Defensive rebound by K. Caldwell-Pope,,88-95,,
3:32.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,90-95,,
3:13.0,Personal foul by J. Leuer (drawn by P. Millsap),,90-95,,
3:04.0,,,90-95,,Turnover by D. Schroder (lost ball; steal by R. Jackson)
3:01.0,Turnover by R. Jackson (bad pass),,90-95,,
2:41.0,,,90-95,,K. Korver misses 3-pt shot from 28 ft
2:39.0,Defensive rebound by K. Caldwell-Pope,,90-95,,
2:26.0,T. Harris misses 3-pt shot from 23 ft,,90-95,,
2:24.0,,,90-95,,Defensive rebound by T. Sefolosha
2:04.0,Official timeout,,90-95,,
2:04.0,,,90-95,,K. Bazemore enters the game for T. Sefolosha
2:01.0,,,90-95,,P. Millsap misses 2-pt shot from 15 ft
2:00.0,,,90-95,,Offensive rebound by D. Howard
2:00.0,,,90-97,2,D. Howard makes 2-pt shot from 1 ft
1:41.0,T. Harris misses 2-pt shot from 11 ft,,90-97,,
1:38.0,,,90-97,,Defensive rebound by D. Howard
1:23.0,,,90-99,2,P. Millsap makes 2-pt shot from 8 ft
1:23.0,Detroit full timeout,,90-99,,
1:23.0,A. Baynes enters the game for A. Drummond,,90-99,,
1:14.0,R. Jackson makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope),3,93-99,,
1:02.0,,,93-99,,Shooting foul by K. Caldwell-Pope (drawn by K. Korver)
1:02.0,,,93-99,,K. Korver misses free throw 1 of 3
1:02.0,,,93-99,,Offensive rebound by Team
1:02.0,,,93-100,1,K. Korver makes free throw 2 of 3
1:02.0,,,93-101,1,K. Korver makes free throw 3 of 3
0:55.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,93-101,,
0:53.0,Offensive rebound by A. Baynes,,93-101,,
0:49.0,T. Harris misses 3-pt shot from 24 ft,,93-101,,
0:48.0,,,93-101,,Defensive rebound by P. Millsap
0:33.0,Personal take foul by A. Baynes (drawn by K. Bazemore),,93-101,,
0:33.0,,,93-102,1,K. Bazemore makes free throw 1 of 2
0:33.0,,,93-102,,K. Bazemore misses free throw 2 of 2
0:33.0,,,93-102,,T. Sefolosha enters the game for D. Howard
0:32.0,Defensive rebound by A. Baynes,,93-102,,
0:32.0,Detroit full timeout,,93-102,,
0:23.0,K. Caldwell-Pope makes 3-pt shot from 25 ft,3,96-102,,
0:21.0,Personal take foul by R. Jackson (drawn by D. Schroder),,96-102,,
0:21.0,,,96-103,1,D. Schroder makes free throw 1 of 2
0:21.0,,,96-104,1,D. Schroder makes free throw 2 of 2
0:06.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,96-104,,
0:06.0,Offensive rebound by Team,,96-104,,
0:06.0,,,96-104,,Loose ball foul by D. Schroder (drawn by J. Leuer)
0:06.0,J. Leuer makes free throw 1 of 2,1,97-104,,
0:06.0,J. Leuer makes free throw 2 of 2,1,98-104,,
0:06.0,,,98-104,,Atlanta full timeout
0:06.0,,,98-104,,Atlanta full timeout
0:06.0,Personal take foul by I. Smith (drawn by D. Schroder),,98-104,,
0:06.0,,,98-104,,D. Schroder misses free throw 1 of 2
0:06.0,,,98-104,,Offensive rebound by Team
0:06.0,,,98-105,1,D. Schroder makes free throw 2 of 2
0:06.0,S. Johnson enters the game for T. Harris,,98-104,,
0:06.0,I. Smith enters the game for A. Baynes,,98-104,,
0:06.0,,,98-104,,M. Muscala enters the game for T. Sefolosha
0:06.0,,,98-104,,T. Sefolosha enters the game for M. Muscala
0:01.0,R. Jackson misses 2-pt shot from 1 ft,,98-105,,
0:00.0,Offensive rebound by Team,,98-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
