time,Dallas,pts.away,score,pts.home,Golden State
2:13.0,Loose ball foul by A. Hammons (drawn by J. McGee),,88-112,,
2:13.0,Dallas full timeout,,88-112,,
2:13.0,,,88-112,,J. McGee misses free throw 1 of 2
2:13.0,,,88-112,,Offensive rebound by Team
2:13.0,,,88-112,,J. McGee misses free throw 2 of 2
2:10.0,,,88-112,,Offensive rebound by J. McGee
2:00.0,,,88-114,2,J. McGee makes 2-pt shot at rim (assist by I. Clark)
1:47.0,N. Brussino misses 3-pt shot from 24 ft,,88-114,,
1:46.0,,,88-114,,Defensive rebound by Team
1:35.0,,,88-116,2,J. McGee makes 2-pt shot at rim (assist by P. McCaw)
1:16.0,J. Anderson makes 2-pt shot from 1 ft,2,90-116,,
1:16.0,Shooting foul by J. McGee (drawn by J. Anderson),,90-116,,
1:16.0,J. Anderson makes free throw 1 of 1,1,91-116,,
1:00.0,,,91-116,,P. McCaw misses 2-pt shot from 5 ft
0:59.0,Defensive rebound by A. Hammons,,91-116,,
0:50.0,Shooting foul by J. McGee (drawn by A. Hammons),,91-116,,
0:50.0,A. Hammons makes free throw 1 of 2,1,92-116,,
0:50.0,A. Hammons makes free throw 2 of 2,1,93-116,,
0:35.0,,,93-116,,J. McAdoo misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by J. Anderson,,93-116,,
0:14.0,A. Hammons misses 2-pt shot from 12 ft,,93-116,,
0:14.0,Offensive rebound by A. Hammons,,93-116,,
0:14.0,A. Hammons makes 2-pt shot from 12 ft,2,95-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
