time,Golden State,pts.away,score,pts.home,Utah
2:09.0,K. Durant makes 2-pt shot from 15 ft,2,97-86,,
1:53.0,,,97-86,,G. Hayward misses 2-pt shot from 13 ft
1:53.0,Defensive rebound by K. Durant,,97-86,,
1:31.0,K. Durant misses 3-pt shot from 26 ft,,97-86,,
1:31.0,,,97-86,,Defensive rebound by S. Mack
1:24.0,Flagrant foul type 1 by K. Durant (drawn by R. Gobert),,97-86,,
1:24.0,Technical foul by K. Durant (drawn by R. Gobert),,97-86,,
1:24.0,,,97-87,1,G. Hayward makes technical free throw
1:24.0,,,97-87,,R. Gobert misses flagrant free throw 1 of 2
1:24.0,,,97-87,,Offensive rebound by Team
1:24.0,,,97-87,,R. Gobert misses flagrant free throw 2 of 2
1:24.0,,,97-87,,Offensive rebound by Team
1:19.0,,,97-87,,J. Johnson misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by S. Curry,,97-87,,
0:56.0,K. Durant makes 2-pt shot from 23 ft,2,99-87,,
0:56.0,,,99-87,,Utah full timeout
0:49.0,,,99-89,2,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward)
0:30.0,S. Curry makes 3-pt shot from 25 ft,3,102-89,,
0:22.0,,,102-89,,Shooting foul by K. Durant (drawn by G. Hayward)
0:22.0,,,102-90,1,G. Hayward makes free throw 1 of 3
0:22.0,,,102-91,1,G. Hayward makes free throw 2 of 3
0:22.0,,,102-91,,G. Hayward misses free throw 3 of 3
0:22.0,Defensive rebound by D. Green,,102-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
