time,Atlanta,pts.away,score,pts.home,New Orleans
3:51.0,,,85-88,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
3:22.0,M. Delaney misses 3-pt shot from 26 ft,,85-88,,
3:21.0,Offensive rebound by Team,,85-88,,
3:21.0,Turnover by Team (shot clock),,85-88,,
3:21.0,T. Hardaway enters the game for M. Delaney,,85-88,,
3:14.0,Violation by D. Howard (kicked ball),,85-88,,
3:08.0,,,85-88,,J. Holiday misses 3-pt shot from 27 ft
3:06.0,Defensive rebound by P. Millsap,,85-88,,
2:51.0,P. Millsap misses 2-pt shot from 2 ft,,85-88,,
2:49.0,Offensive rebound by T. Sefolosha,,85-88,,
2:45.0,T. Hardaway makes 3-pt shot from 25 ft (assist by T. Sefolosha),3,88-88,,
2:29.0,,,88-88,,Turnover by A. Davis (bad pass; steal by T. Sefolosha)
2:22.0,D. Schroder misses 2-pt shot from 2 ft,,88-88,,
2:21.0,,,88-88,,Defensive rebound by A. Davis
2:04.0,,,88-88,,J. Holiday misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by P. Millsap,,88-88,,
1:49.0,T. Sefolosha misses 2-pt shot from 1 ft,,88-88,,
1:49.0,,,88-88,,Defensive rebound by A. Davis
1:41.0,,,88-88,,New Orleans full timeout
1:41.0,Official timeout,,88-88,,
1:25.0,,,88-88,,B. Hield misses 2-pt shot from 1 ft
1:25.0,Defensive rebound by P. Millsap,,88-88,,
1:13.0,D. Schroder makes 3-pt shot from 27 ft (assist by P. Millsap),3,91-88,,
0:52.0,,,91-88,,B. Hield misses 2-pt shot from 3 ft (block by D. Howard)
0:51.0,Defensive rebound by D. Schroder,,91-88,,
0:38.0,P. Millsap makes 2-pt shot from 18 ft (assist by D. Schroder),2,93-88,,
0:38.0,,,93-88,,New Orleans full timeout
0:38.0,,,93-88,,L. Galloway enters the game for D. Cunningham
0:38.0,K. Bazemore enters the game for D. Howard,,93-88,,
0:37.0,,,93-88,,A. Davis misses 2-pt shot from 3 ft
0:36.0,Defensive rebound by T. Hardaway,,93-88,,
0:35.0,,,93-88,,Loose ball foul by A. Davis (drawn by T. Hardaway)
0:35.0,Atlanta full timeout,,93-88,,
0:30.0,,,93-88,,Personal take foul by E. Moore (drawn by D. Schroder)
0:30.0,D. Schroder makes free throw 1 of 2,1,94-88,,
0:30.0,D. Schroder makes free throw 2 of 2,1,95-88,,
0:23.0,,,95-88,,B. Hield misses 3-pt shot from 24 ft
0:21.0,,,95-88,,Offensive rebound by A. Davis
0:21.0,,,95-90,2,A. Davis makes 2-pt shot from 2 ft
0:17.0,,,95-90,,Personal take foul by L. Galloway (drawn by P. Millsap)
0:17.0,Technical foul by P. Millsap,,95-90,,
0:17.0,,,95-91,1,B. Hield makes technical free throw
0:17.0,P. Millsap makes free throw 1 of 2,1,96-91,,
0:17.0,P. Millsap makes free throw 2 of 2,1,97-91,,
0:17.0,,,97-91,,New Orleans full timeout
0:11.0,,,97-91,,E. Moore misses 2-pt shot from 7 ft
0:10.0,,,97-91,,Offensive rebound by B. Hield
0:07.0,,,97-94,3,L. Galloway makes 3-pt shot from 26 ft (assist by B. Hield)
0:06.0,Atlanta full timeout,,97-94,,
0:06.0,,,97-94,,Personal take foul by E. Moore (drawn by P. Millsap)
0:06.0,P. Millsap makes free throw 1 of 2,1,98-94,,
0:06.0,P. Millsap makes free throw 2 of 2,1,99-94,,
0:02.0,,,99-94,,J. Holiday misses 3-pt shot from 28 ft
0:00.0,,,99-94,,Offensive rebound by L. Galloway
0:00.0,End of 4th quarter,,,,End of 4th quarter
