time,Sacramento,pts.away,score,pts.home,Memphis
4:27.0,Defensive rebound by M. Richardson,,83-101,,
4:19.0,B. McLemore misses 3-pt shot from 25 ft,,83-101,,
4:18.0,,,83-101,,Defensive rebound by J. Ennis
4:04.0,,,83-101,,T. Allen misses 2-pt shot from 1 ft
4:04.0,Defensive rebound by S. Labissiere,,83-101,,
3:56.0,B. McLemore misses 2-pt shot from 2 ft (block by J. Ennis),,83-101,,
3:56.0,,,83-101,,Defensive rebound by Team
3:37.0,,,83-104,3,Z. Randolph makes 3-pt shot from 27 ft (assist by J. Ennis)
3:18.0,B. McLemore misses 2-pt shot from 22 ft,,83-104,,
3:17.0,,,83-104,,Defensive rebound by Z. Randolph
3:05.0,,,83-104,,J. Martin enters the game for Z. Randolph
3:05.0,,,83-104,,D. Davis enters the game for J. Green
2:58.0,,,83-104,,A. Harrison misses 3-pt shot from 27 ft
2:58.0,Defensive rebound by Team,,83-104,,
2:58.0,,,83-104,,Loose ball foul by J. Martin (drawn by S. Labissiere)
2:58.0,Sacramento full timeout,,83-104,,
2:58.0,S. Labissiere misses free throw 1 of 2,,83-104,,
2:58.0,Offensive rebound by Team,,83-104,,
2:58.0,S. Labissiere makes free throw 2 of 2,1,84-104,,
2:46.0,,,84-104,,J. Martin misses 2-pt shot at rim
2:44.0,Defensive rebound by S. Labissiere,,84-104,,
2:30.0,Shooting foul by J. Ennis (drawn by M. Richardson),,84-104,,
2:30.0,M. Richardson makes free throw 1 of 2,1,85-104,,
2:30.0,M. Richardson misses free throw 2 of 2,,85-104,,
2:29.0,,,85-104,,Defensive rebound by D. Davis
2:06.0,,,85-104,,A. Harrison misses 2-pt shot from 15 ft (block by G. Temple)
2:05.0,,,85-104,,Offensive rebound by A. Harrison
2:04.0,,,85-104,,A. Harrison misses 2-pt shot from 11 ft
2:03.0,,,85-104,,Offensive rebound by T. Allen
1:46.0,,,85-107,3,A. Harrison makes 3-pt shot from 24 ft (assist by J. Ennis)
1:30.0,M. Richardson misses 3-pt shot from 26 ft,,85-107,,
1:29.0,,,85-107,,Defensive rebound by A. Harrison
1:19.0,,,85-107,,Turnover by A. Harrison (bad pass; steal by S. Labissiere)
1:07.0,Shooting foul by A. Harrison (drawn by W. Cauley-Stein),,85-107,,
1:07.0,W. Cauley-Stein makes free throw 1 of 2,1,86-107,,
1:07.0,W. Cauley-Stein makes free throw 2 of 2,1,87-107,,
0:45.0,,,87-107,,D. Davis misses 2-pt shot from 1 ft (block by W. Cauley-Stein)
0:45.0,Defensive rebound by W. Cauley-Stein,,87-107,,
0:38.0,B. McLemore misses 3-pt shot from 26 ft,,87-107,,
0:38.0,Offensive rebound by S. Labissiere,,87-107,,
0:38.0,S. Labissiere makes 2-pt shot at rim,2,89-107,,
0:27.0,,,89-107,,J. Martin misses 2-pt shot from 1 ft
0:26.0,Defensive rebound by G. Temple,,89-107,,
0:15.0,W. Cauley-Stein makes 2-pt shot from 21 ft (assist by M. Richardson),2,91-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
