time,Washington,pts.away,score,pts.home,Chicago
2:08.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,101-93,,
1:59.0,,,101-93,,R. Rondo misses 2-pt shot from 7 ft
1:58.0,Defensive rebound by M. Gortat,,101-93,,
1:39.0,B. Beal misses 3-pt shot from 25 ft,,101-93,,
1:37.0,,,101-93,,Defensive rebound by T. Gibson
1:28.0,,,101-93,,J. Butler misses 2-pt shot from 11 ft
1:25.0,,,101-93,,Offensive rebound by J. Butler
1:25.0,,,101-93,,J. Butler misses 2-pt shot from 4 ft
1:22.0,Defensive rebound by M. Morris,,101-93,,
1:04.0,J. Wall makes 2-pt shot from 9 ft,2,103-93,,
1:04.0,,,103-93,,Chicago full timeout
1:04.0,,,103-93,,D. McDermott enters the game for R. Lopez
1:04.0,,,103-93,,N. Mirotic enters the game for R. Rondo
0:55.0,,,103-95,2,N. Mirotic makes 2-pt shot from 16 ft (assist by D. McDermott)
0:49.0,,,103-95,,Personal take foul by D. Wade (drawn by J. Wall)
0:49.0,J. Wall makes free throw 1 of 2,1,104-95,,
0:49.0,J. Wall misses free throw 2 of 2,,104-95,,
0:49.0,,,104-95,,Defensive rebound by T. Gibson
0:49.0,,,104-95,,Chicago full timeout
0:49.0,,,104-95,,R. Lopez enters the game for N. Mirotic
0:44.0,,,104-95,,Shooting foul by M. Gortat (drawn by J. Butler)
0:44.0,,,104-96,1,J. Butler makes free throw 1 of 2
0:44.0,,,104-97,1,J. Butler makes free throw 2 of 2
0:44.0,Washington full timeout,,104-97,,
0:44.0,,,104-96,,J. Grant enters the game for R. Lopez
0:44.0,M. Thornton enters the game for M. Gortat,,104-97,,
0:44.0,T. Burke enters the game for J. Wall,,104-97,,
0:44.0,,,104-97,,R. Rondo enters the game for D. McDermott
0:43.0,,,104-97,,Personal foul by T. Gibson (drawn by B. Beal)
0:43.0,B. Beal makes free throw 1 of 2,1,105-97,,
0:43.0,B. Beal makes free throw 2 of 2,1,106-97,,
0:43.0,S. Mac enters the game for M. Morris,,105-97,,
0:43.0,J. Wall enters the game for T. Burke,,105-97,,
0:43.0,,,105-97,,N. Mirotic enters the game for T. Gibson
0:43.0,,,105-97,,D. McDermott enters the game for R. Rondo
0:29.0,,,106-97,,D. McDermott misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by S. Mac,,106-97,,
0:28.0,,,106-97,,Personal take foul by N. Mirotic (drawn by S. Mac)
0:28.0,S. Mac misses free throw 1 of 2,,106-97,,
0:28.0,Offensive rebound by Team,,106-97,,
0:28.0,S. Mac makes free throw 2 of 2,1,107-97,,
0:21.0,,,107-97,,J. Grant misses 3-pt shot from 26 ft
0:20.0,Defensive rebound by M. Thornton,,107-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
