time,LA Clippers,pts.away,score,pts.home,Phoenix
4:25.0,B. Griffin makes free throw 1 of 2,1,114-108,,
4:25.0,B. Griffin misses free throw 2 of 2,,114-108,,
4:25.0,J. Crawford enters the game for L. Mbah a Moute,,114-108,,
4:24.0,,,114-108,,Defensive rebound by M. Chriss
4:12.0,,,114-110,2,T. Ulis makes 2-pt shot from 9 ft
3:54.0,Offensive foul by D. Jordan,,114-110,,
3:54.0,Turnover by D. Jordan (offensive foul),,114-110,,
3:43.0,,,114-112,2,M. Chriss makes 2-pt shot from 1 ft (assist by T. Ulis)
3:43.0,LA Clippers full timeout,,114-112,,
3:31.0,Shooting foul by M. Chriss (drawn by C. Paul),,114-112,,
3:31.0,C. Paul makes free throw 1 of 2,1,115-112,,
3:31.0,C. Paul makes free throw 2 of 2,1,116-112,,
3:23.0,,,116-112,,Turnover by M. Chriss (offensive foul)
3:23.0,,,116-112,,Offensive foul by M. Chriss
3:11.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,118-112,,
3:03.0,,,118-114,2,D. Jones makes 2-pt shot at rim (assist by T. Ulis)
2:32.0,J. Crawford misses 2-pt shot from 10 ft,,118-114,,
2:32.0,,,118-114,,Defensive rebound by M. Chriss
2:29.0,,,118-114,,Shooting foul by J. Redick (drawn by T. Warren)
2:29.0,,,118-114,,T. Warren misses free throw 1 of 2
2:29.0,,,118-114,,Offensive rebound by Team
2:29.0,,,118-114,,T. Warren misses free throw 2 of 2
2:29.0,Defensive rebound by D. Jordan,,118-114,,
2:26.0,,,118-114,,Personal take foul by J. Dudley (drawn by D. Jordan)
2:26.0,D. Jordan makes free throw 1 of 2,1,119-114,,
2:26.0,D. Jordan misses free throw 2 of 2,,119-114,,
2:26.0,L. Mbah a Moute enters the game for J. Crawford,,119-114,,
2:25.0,,,119-114,,Defensive rebound by T. Warren
2:18.0,,,119-114,,T. Warren misses 2-pt shot from 4 ft (block by D. Jordan)
2:17.0,,,119-114,,Offensive rebound by T. Warren
2:12.0,,,119-114,,Shooting foul by B. Griffin
2:12.0,,,119-114,,T. Warren misses free throw 1 of 2
2:12.0,,,119-114,,Offensive rebound by Team
2:12.0,,,119-114,,T. Warren misses free throw 2 of 2
2:12.0,J. Crawford enters the game for D. Jordan,,119-114,,
2:12.0,R. Felton enters the game for L. Mbah a Moute,,119-114,,
2:11.0,Defensive rebound by J. Redick,,119-114,,
2:05.0,,,119-114,,Personal foul by M. Chriss (drawn by B. Griffin)
2:05.0,B. Griffin makes free throw 1 of 2,1,120-114,,
2:05.0,B. Griffin misses free throw 2 of 2,,120-114,,
2:05.0,,,120-114,,Defensive rebound by T. Warren
2:05.0,D. Jordan enters the game for J. Crawford,,120-114,,
2:05.0,L. Mbah a Moute enters the game for R. Felton,,120-114,,
1:44.0,,,120-116,2,T. Ulis makes 2-pt shot from 4 ft
1:25.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,122-116,,
1:25.0,,,122-116,,Phoenix full timeout
1:08.0,,,122-116,,Turnover by M. Chriss (lost ball; steal by B. Griffin)
0:48.0,C. Paul makes 2-pt shot from 18 ft,2,124-116,,
0:48.0,,,124-116,,Phoenix full timeout
0:38.0,,,124-116,,M. Chriss misses 3-pt shot from 24 ft
0:38.0,Defensive rebound by B. Griffin,,124-116,,
0:15.0,B. Griffin misses 2-pt shot from 18 ft,,124-116,,
0:14.0,,,124-116,,Defensive rebound by M. Chriss
0:06.0,,,124-118,2,M. Chriss makes 2-pt shot at rim (assist by T. Ulis)
0:00.0,End of 4th quarter,,,,End of 4th quarter
