time,Brooklyn,pts.away,score,pts.home,Atlanta
10:09.0,Loose ball foul by Q. Acy (drawn by E. Ilyasova),,82-87,,
9:58.0,,,82-87,,T. Hardaway misses 2-pt shot from 19 ft
9:56.0,Defensive rebound by I. Whitehead,,82-87,,
9:43.0,I. Whitehead makes 2-pt shot from 3 ft (assist by Q. Acy),2,84-87,,
9:33.0,,,84-87,,Turnover by T. Hardaway (lost ball)
9:21.0,S. Kilpatrick makes 2-pt shot from 21 ft,2,86-87,,
9:07.0,,,86-89,2,P. Millsap makes 2-pt shot from 3 ft (assist by E. Ilyasova)
9:07.0,,,86-89,,Shooting foul by Q. Acy (drawn by P. Millsap)
9:07.0,,,86-90,1,P. Millsap makes free throw 1 of 1
9:07.0,,,86-89,,D. Howard enters the game for E. Ilyasova
9:07.0,,,86-89,,K. Bazemore enters the game for T. Waller-Prince
8:55.0,Turnover by I. Whitehead (lost ball),,86-90,,
8:55.0,Official timeout,,86-90,,
8:39.0,,,86-90,,P. Millsap misses 2-pt shot from 2 ft (block by Q. Acy)
8:35.0,,,86-90,,Offensive rebound by D. Howard
8:35.0,,,86-92,2,D. Howard makes 2-pt shot at rim
8:20.0,R. Hollis-Jefferson misses 3-pt shot from 24 ft,,86-92,,
8:18.0,,,86-92,,Defensive rebound by P. Millsap
8:06.0,,,86-92,,J. Calderon misses 3-pt shot from 24 ft
8:04.0,Defensive rebound by Team,,86-92,,
8:04.0,,,86-92,,D. Schroder enters the game for J. Calderon
8:04.0,T. Booker enters the game for R. Hollis-Jefferson,,86-92,,
7:55.0,Shooting foul by P. Millsap (drawn by S. Kilpatrick),,86-92,,
7:55.0,S. Kilpatrick makes free throw 1 of 2,1,87-92,,
7:55.0,S. Kilpatrick misses free throw 2 of 2,,87-92,,
7:54.0,,,87-92,,Defensive rebound by D. Howard
7:40.0,,,87-92,,P. Millsap misses 2-pt shot from 2 ft (block by Q. Acy)
7:38.0,Defensive rebound by I. Whitehead,,87-92,,
7:33.0,I. Whitehead misses 2-pt shot at rim (block by K. Bazemore),,87-92,,
7:31.0,,,87-92,,Defensive rebound by D. Howard
7:27.0,,,87-92,,D. Schroder misses 3-pt shot from 24 ft
7:25.0,Defensive rebound by T. Booker,,87-92,,
7:04.0,I. Whitehead makes 2-pt shot from 1 ft,2,89-92,,
6:46.0,,,89-92,,K. Bazemore misses 2-pt shot from 16 ft
6:43.0,Defensive rebound by T. Booker,,89-92,,
6:22.0,Q. Acy misses 3-pt shot from 25 ft,,89-92,,
6:20.0,,,89-92,,Defensive rebound by T. Hardaway
6:10.0,,,89-94,2,D. Schroder makes 2-pt shot from 2 ft
6:10.0,Brooklyn full timeout,,89-94,,
6:10.0,B. Lopez enters the game for S. Dinwiddie,,89-94,,
6:10.0,C. LeVert enters the game for S. Kilpatrick,,89-94,,
6:10.0,J. Lin enters the game for Q. Acy,,89-94,,
6:10.0,,,89-94,,E. Ilyasova enters the game for P. Millsap
6:10.0,,,89-94,,T. Sefolosha enters the game for T. Hardaway
6:00.0,J. Lin misses 3-pt shot from 24 ft,,89-94,,
5:59.0,,,89-94,,Defensive rebound by D. Howard
5:50.0,,,89-94,,T. Sefolosha misses 3-pt shot from 25 ft
5:49.0,Defensive rebound by Team,,89-94,,
5:44.0,Turnover by J. Lin (bad pass; steal by E. Ilyasova),,89-94,,
5:38.0,,,89-94,,Turnover by T. Sefolosha (bad pass)
5:34.0,I. Whitehead makes 2-pt shot at rim (assist by J. Lin),2,91-94,,
5:13.0,Personal block foul by I. Whitehead (drawn by K. Bazemore),,91-94,,
4:59.0,,,91-94,,K. Bazemore misses 2-pt shot from 1 ft
4:59.0,,,91-94,,Offensive rebound by Team
4:59.0,,,91-94,,Turnover by Team (shot clock)
4:59.0,S. Kilpatrick enters the game for I. Whitehead,,91-94,,
4:46.0,Brooklyn full timeout,,91-94,,
4:46.0,,,91-94,,T. Hardaway enters the game for K. Bazemore
4:46.0,,,91-94,,P. Millsap enters the game for D. Howard
4:40.0,B. Lopez misses 2-pt shot from 14 ft,,91-94,,
4:37.0,,,91-94,,Defensive rebound by T. Hardaway
4:28.0,,,91-96,2,D. Schroder makes 2-pt shot at rim
4:17.0,,,91-96,,Personal foul by T. Sefolosha (drawn by B. Lopez)
4:04.0,B. Lopez misses 3-pt shot from 25 ft,,91-96,,
4:03.0,,,91-96,,Defensive rebound by T. Sefolosha
3:48.0,,,91-98,2,P. Millsap makes 2-pt shot from 22 ft (assist by D. Schroder)
3:32.0,T. Booker makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,93-98,,
3:11.0,,,93-100,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by T. Sefolosha)
2:56.0,J. Lin makes 2-pt shot from 8 ft (assist by B. Lopez),2,95-100,,
2:43.0,,,95-100,,Atlanta full timeout
2:32.0,,,95-100,,Turnover by D. Schroder (lost ball; steal by J. Lin)
2:26.0,S. Kilpatrick makes 2-pt shot from 2 ft (assist by J. Lin),2,97-100,,
2:11.0,,,97-100,,Turnover by D. Schroder (lost ball; steal by S. Kilpatrick)
2:06.0,S. Kilpatrick misses 2-pt shot at rim,,97-100,,
2:04.0,,,97-100,,Defensive rebound by T. Hardaway
1:59.0,,,97-102,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by P. Millsap)
1:47.0,T. Booker misses 2-pt shot from 7 ft,,97-102,,
1:45.0,,,97-102,,Defensive rebound by T. Hardaway
1:27.0,,,97-102,,P. Millsap misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by T. Booker,,97-102,,
1:17.0,S. Kilpatrick misses 3-pt shot from 25 ft,,97-102,,
1:14.0,Offensive rebound by T. Booker,,97-102,,
1:10.0,C. LeVert makes 3-pt shot from 25 ft (assist by T. Booker),3,100-102,,
0:54.0,,,100-102,,P. Millsap misses 2-pt shot from 8 ft
0:52.0,,,100-102,,Offensive rebound by E. Ilyasova
0:52.0,,,100-104,2,E. Ilyasova makes 2-pt shot from 1 ft
0:52.0,Brooklyn full timeout,,100-104,,
0:52.0,Q. Acy enters the game for T. Booker,,100-104,,
0:47.0,B. Lopez makes 2-pt shot at rim (assist by J. Lin),2,102-104,,
0:27.0,,,102-104,,D. Schroder misses 2-pt shot from 2 ft (block by B. Lopez)
0:25.0,Defensive rebound by S. Kilpatrick,,102-104,,
0:22.0,Turnover by S. Kilpatrick (lost ball; steal by D. Schroder),,102-104,,
0:19.0,Personal take foul by J. Lin (drawn by D. Schroder),,102-104,,
0:19.0,,,102-104,,Atlanta full timeout
0:19.0,T. Booker enters the game for B. Lopez,,102-104,,
0:16.0,Personal take foul by T. Booker (drawn by D. Schroder),,102-104,,
0:16.0,,,102-105,1,D. Schroder makes free throw 1 of 2
0:16.0,,,102-106,1,D. Schroder makes free throw 2 of 2
0:16.0,Brooklyn full timeout,,102-106,,
0:16.0,B. Lopez enters the game for T. Booker,,102-105,,
0:13.0,J. Lin makes 3-pt shot from 23 ft (assist by C. LeVert),3,105-106,,
0:11.0,Personal take foul by Q. Acy (drawn by T. Hardaway),,105-106,,
0:11.0,,,105-107,1,T. Hardaway makes free throw 1 of 2
0:11.0,,,105-108,1,T. Hardaway makes free throw 2 of 2
0:04.0,J. Lin misses 3-pt shot from 27 ft,,105-108,,
0:02.0,,,105-108,,Defensive rebound by D. Schroder
0:02.0,Personal take foul by J. Lin (drawn by D. Schroder),,105-108,,
0:02.0,,,105-109,1,D. Schroder makes free throw 1 of 2
0:02.0,,,105-110,1,D. Schroder makes free throw 2 of 2
0:00.0,S. Kilpatrick misses 3-pt shot from 44 ft,,105-110,,
0:00.0,Offensive rebound by Team,,105-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
