time,Brooklyn,pts.away,score,pts.home,Boston
7:45.0,,,90-99,,Defensive rebound by J. Brown
7:29.0,,,90-99,,M. Smart misses 2-pt shot from 11 ft
7:28.0,Defensive rebound by R. Hollis-Jefferson,,90-99,,
7:12.0,Shooting foul by K. Olynyk (drawn by I. Whitehead),,90-99,,
7:12.0,I. Whitehead misses free throw 1 of 2,,90-99,,
7:12.0,Offensive rebound by Team,,90-99,,
7:12.0,I. Whitehead misses free throw 2 of 2,,90-99,,
7:12.0,,,90-99,,Defensive rebound by J. Jerebko
7:12.0,J. Lin enters the game for A. Goodwin,,90-99,,
7:12.0,,,90-99,,I. Thomas enters the game for M. Smart
7:12.0,,,90-99,,A. Bradley enters the game for J. Crowder
7:02.0,Personal foul by S. Dinwiddie (drawn by A. Bradley),,90-99,,
7:02.0,B. Lopez enters the game for J. Hamilton,,90-99,,
7:02.0,C. LeVert enters the game for I. Whitehead,,90-99,,
6:53.0,,,90-99,,Turnover by K. Olynyk (bad pass; steal by R. Hollis-Jefferson)
6:46.0,Shooting foul by I. Thomas (drawn by J. Lin),,90-99,,
6:46.0,J. Lin makes free throw 1 of 2,1,91-99,,
6:46.0,J. Lin makes free throw 2 of 2,1,92-99,,
6:46.0,J. Hamilton enters the game for R. Hollis-Jefferson,,91-99,,
6:46.0,,,91-99,,A. Horford enters the game for K. Olynyk
6:24.0,,,92-99,,I. Thomas misses 3-pt shot from 24 ft
6:23.0,,,92-99,,Offensive rebound by J. Jerebko
6:22.0,,,92-99,,Turnover by Team (shot clock)
6:11.0,J. Hamilton misses 3-pt shot from 23 ft,,92-99,,
6:09.0,,,92-99,,Defensive rebound by A. Horford
5:58.0,Violation by J. Hamilton (kicked ball),,92-99,,
5:58.0,,,92-99,,Boston full timeout
5:58.0,R. Hollis-Jefferson enters the game for J. Hamilton,,92-99,,
5:45.0,,,92-99,,A. Horford misses 2-pt shot from 5 ft
5:45.0,Defensive rebound by B. Lopez,,92-99,,
5:32.0,S. Dinwiddie misses 3-pt shot from 24 ft,,92-99,,
5:31.0,Offensive rebound by J. Lin,,92-99,,
5:20.0,B. Lopez misses 2-pt shot from 8 ft,,92-99,,
5:18.0,,,92-99,,Defensive rebound by J. Jerebko
5:08.0,,,92-99,,Turnover by J. Brown (bad pass; steal by R. Hollis-Jefferson)
5:03.0,R. Hollis-Jefferson misses 2-pt shot at rim,,92-99,,
5:02.0,Offensive rebound by J. Lin,,92-99,,
4:56.0,C. LeVert misses 3-pt shot from 28 ft,,92-99,,
4:55.0,,,92-99,,Defensive rebound by I. Thomas
4:40.0,,,92-101,2,I. Thomas makes 2-pt shot at rim
4:32.0,B. Lopez makes 2-pt shot from 7 ft (assist by J. Lin),2,94-101,,
4:32.0,Shooting foul by A. Horford (drawn by B. Lopez),,94-101,,
4:32.0,B. Lopez makes free throw 1 of 1,1,95-101,,
4:32.0,,,94-101,,M. Smart enters the game for J. Brown
4:32.0,,,94-101,,J. Crowder enters the game for J. Jerebko
4:32.0,I. Whitehead enters the game for S. Dinwiddie,,94-101,,
4:16.0,,,95-103,2,A. Horford makes 2-pt shot from 6 ft (assist by M. Smart)
4:01.0,B. Lopez makes 2-pt shot from 8 ft,2,97-103,,
3:39.0,,,97-105,2,A. Horford makes 2-pt shot from 8 ft (assist by M. Smart)
3:39.0,Brooklyn full timeout,,97-105,,
3:28.0,B. Lopez misses 3-pt shot from 25 ft,,97-105,,
3:27.0,,,97-105,,Defensive rebound by J. Crowder
3:15.0,,,97-105,,Shooting foul by B. Lopez (drawn by A. Horford)
3:15.0,,,97-106,1,A. Horford makes free throw 1 of 2
3:15.0,,,97-107,1,A. Horford makes free throw 2 of 2
3:04.0,Turnover by I. Whitehead (lost ball; steal by I. Thomas),,97-107,,
2:59.0,,,97-107,,I. Thomas misses 3-pt shot from 25 ft
2:58.0,,,97-107,,Offensive rebound by J. Crowder
2:42.0,,,97-107,,M. Smart misses 3-pt shot from 26 ft
2:41.0,Defensive rebound by J. Lin,,97-107,,
2:28.0,Turnover by R. Hollis-Jefferson (lost ball; steal by M. Smart),,97-107,,
2:25.0,,,97-107,,Shooting foul by I. Whitehead (drawn by I. Thomas)
2:25.0,,,97-108,1,I. Thomas makes free throw 1 of 2
2:25.0,,,97-109,1,I. Thomas makes free throw 2 of 2
2:19.0,,,97-109,,Personal foul by A. Bradley (drawn by J. Lin)
2:19.0,J. Lin makes free throw 1 of 2,1,98-109,,
2:19.0,J. Lin makes free throw 2 of 2,1,99-109,,
2:05.0,,,99-111,2,A. Horford makes 2-pt shot from 18 ft (assist by I. Thomas)
1:53.0,B. Lopez makes 2-pt shot from 1 ft,2,101-111,,
1:41.0,,,101-113,2,I. Thomas makes 2-pt shot from 5 ft
1:41.0,,,101-113,,Shooting foul by J. Lin (drawn by I. Thomas)
1:41.0,,,101-114,1,I. Thomas makes free throw 1 of 1
1:41.0,J. Hamilton enters the game for R. Hollis-Jefferson,,101-113,,
1:41.0,A. Goodwin enters the game for J. Lin,,101-113,,
1:41.0,A. Nicholson enters the game for B. Lopez,,101-113,,
1:31.0,C. LeVert makes 2-pt shot from 2 ft (assist by A. Goodwin),2,103-114,,
1:13.0,,,103-114,,Shooting foul by A. Nicholson (drawn by A. Horford)
1:13.0,,,103-114,,A. Horford misses free throw 1 of 2
1:13.0,,,103-114,,Offensive rebound by Team
1:13.0,,,103-114,,A. Horford misses free throw 2 of 2
1:13.0,Defensive rebound by J. Hamilton,,103-114,,
1:13.0,,,103-114,,T. Rozier enters the game for I. Thomas
1:13.0,,,103-114,,J. Brown enters the game for A. Bradley
1:13.0,K. McDaniels enters the game for C. LeVert,,103-114,,
0:55.0,I. Whitehead makes 2-pt shot from 2 ft,2,105-114,,
0:34.0,,,105-114,,T. Rozier misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by J. Hamilton,,105-114,,
0:22.0,A. Goodwin misses 2-pt shot from 1 ft,,105-114,,
0:20.0,,,105-114,,Defensive rebound by T. Rozier
0:00.0,End of 4th quarter,,,,End of 4th quarter
