time,Golden State,pts.away,score,pts.home,LA Lakers
4:32.0,,,91-109,,Turnover by L. Williams (bad pass; steal by S. Curry)
4:31.0,Turnover by S. Curry (bad pass),,91-109,,
4:12.0,,,91-109,,Turnover by J. Clarkson (traveling)
4:12.0,Golden State full timeout,,91-109,,
4:12.0,J. McGee enters the game for K. Durant,,91-109,,
4:12.0,I. Clark enters the game for D. Green,,91-109,,
4:12.0,K. Looney enters the game for K. Thompson,,91-109,,
4:12.0,J. McAdoo enters the game for S. Curry,,91-109,,
4:12.0,S. Livingston enters the game for A. Iguodala,,91-109,,
3:53.0,J. McGee misses 2-pt shot from 7 ft,,91-109,,
3:51.0,,,91-109,,Defensive rebound by J. Randle
3:31.0,,,91-109,,J. Randle misses 2-pt shot from 18 ft
3:27.0,,,91-109,,Offensive rebound by B. Ingram
3:27.0,,,91-111,2,B. Ingram makes 2-pt shot at rim
3:13.0,Turnover by I. Clark (lost ball),,91-111,,
2:52.0,,,91-111,,B. Ingram misses 3-pt shot from 23 ft
2:51.0,Defensive rebound by Team,,91-111,,
2:30.0,I. Clark makes 2-pt shot from 5 ft (assist by S. Livingston),2,93-111,,
2:11.0,,,93-111,,Turnover by B. Ingram (bad pass; steal by I. Clark)
2:06.0,Turnover by K. Looney (bad pass; steal by L. Williams),,93-111,,
2:02.0,,,93-113,2,L. Williams makes 2-pt shot from 2 ft
1:53.0,J. McGee misses 2-pt shot from 6 ft,,93-113,,
1:51.0,,,93-113,,Defensive rebound by J. Randle
1:28.0,,,93-115,2,J. Randle makes 2-pt shot from 1 ft
1:19.0,S. Livingston makes 2-pt shot from 16 ft,2,95-115,,
0:57.0,,,95-115,,J. Clarkson misses 3-pt shot from 27 ft
0:56.0,Defensive rebound by K. Looney,,95-115,,
0:48.0,,,95-115,,Personal take foul by J. Randle (drawn by K. Looney)
0:48.0,,,95-115,,T. Robinson enters the game for J. Randle
0:48.0,,,95-115,,I. Zubac enters the game for L. Nance
0:48.0,,,95-115,,D. Russell enters the game for L. Williams
0:45.0,I. Clark misses 2-pt shot from 7 ft,,95-115,,
0:43.0,Offensive rebound by K. Looney,,95-115,,
0:43.0,K. Looney makes 2-pt shot from 1 ft,2,97-115,,
0:27.0,Personal foul by K. Looney (drawn by B. Ingram),,97-115,,
0:27.0,,,97-116,1,B. Ingram makes free throw 1 of 2
0:27.0,,,97-117,1,B. Ingram makes free throw 2 of 2
0:18.0,Turnover by J. McGee (lost ball; steal by J. Clarkson),,97-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
