time,Toronto,pts.away,score,pts.home,Cleveland
3:01.0,N. Powell misses 3-pt shot from 26 ft,,92-112,,
3:01.0,Offensive rebound by P. Siakam,,92-112,,
2:52.0,J. Poeltl misses 2-pt shot from 1 ft (block by D. Williams),,92-112,,
2:51.0,,,92-112,,Defensive rebound by I. Shumpert
2:39.0,,,92-112,,C. Frye misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by P. Siakam,,92-112,,
2:23.0,Shooting foul by C. Frye (drawn by D. Wright),,92-112,,
2:23.0,D. Wright makes free throw 1 of 2,1,93-112,,
2:23.0,D. Wright makes free throw 2 of 2,1,94-112,,
2:00.0,,,94-114,2,C. Frye makes 2-pt shot at rim (assist by D. Williams)
1:48.0,F. VanVleet makes 2-pt shot from 3 ft,2,96-114,,
1:35.0,,,96-114,,Turnover by D. Jones (step out of bounds)
1:23.0,F. VanVleet makes 2-pt shot at rim,2,98-114,,
1:02.0,,,98-114,,Turnover by I. Shumpert (bad pass; steal by N. Powell)
0:59.0,Shooting foul by D. Jones (drawn by N. Powell),,98-114,,
0:59.0,N. Powell misses free throw 1 of 2,,98-114,,
0:59.0,Offensive rebound by Team,,98-114,,
0:59.0,N. Powell makes free throw 2 of 2,1,99-114,,
0:39.0,,,99-114,,D. Williams misses 2-pt shot from 4 ft (block by J. Poeltl)
0:38.0,Defensive rebound by N. Powell,,99-114,,
0:38.0,,,99-114,,Personal foul by D. Jones (drawn by N. Powell)
0:38.0,N. Powell misses free throw 1 of 2,,99-114,,
0:38.0,Offensive rebound by Team,,99-114,,
0:38.0,N. Powell makes free throw 2 of 2,1,100-114,,
0:28.0,,,100-114,,Turnover by D. Williams (lost ball; steal by F. VanVleet)
0:25.0,F. VanVleet makes 2-pt shot from 3 ft,2,102-114,,
0:19.0,,,102-116,2,D. Jones makes 2-pt shot at rim (assist by I. Shumpert)
0:19.0,,,102-116,,Technical foul by D. Jones
0:19.0,,,102-116,,Technical foul by D. Jones
0:19.0,Technical foul by N. Powell,,102-116,,
0:19.0,N. Powell makes technical free throw,1,103-116,,
0:19.0,,,102-116,,J. Jones enters the game for D. Jones
0:01.0,D. Wright misses 2-pt shot from 3 ft (block by C. Frye),,103-116,,
0:01.0,Offensive rebound by J. Poeltl,,103-116,,
0:01.0,J. Poeltl makes 2-pt shot from 2 ft,2,105-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
