time,Orlando,pts.away,score,pts.home,Toronto
2:50.0,,,105-96,,Defensive rebound by P. Patterson
2:40.0,,,105-98,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
2:40.0,,,105-98,,Shooting foul by D. Augustin (drawn by J. Valanciunas)
2:40.0,,,105-99,1,J. Valanciunas makes free throw 1 of 1
2:29.0,S. Ibaka misses 3-pt shot from 24 ft,,105-99,,
2:29.0,,,105-99,,Defensive rebound by T. Ross
2:20.0,,,105-101,2,D. DeRozan makes 2-pt shot from 17 ft
2:20.0,Orlando full timeout,,105-101,,
2:06.0,J. Green makes 2-pt shot from 2 ft (assist by E. Payton),2,107-101,,
1:54.0,,,107-101,,K. Lowry misses 2-pt shot from 1 ft (block by N. Vucevic)
1:53.0,Defensive rebound by E. Payton,,107-101,,
1:46.0,J. Green makes 3-pt shot from 24 ft (assist by E. Payton),3,110-101,,
1:46.0,,,110-101,,Toronto full timeout
1:35.0,,,110-101,,Shooting foul by S. Ibaka (drawn by K. Lowry)
1:35.0,,,110-101,,K. Lowry misses free throw 1 of 2
1:35.0,,,110-101,,Offensive rebound by Team
1:35.0,,,110-102,1,K. Lowry makes free throw 2 of 2
1:20.0,J. Green misses 3-pt shot from 23 ft,,110-102,,
1:19.0,,,110-102,,Defensive rebound by J. Valanciunas
1:10.0,,,110-102,,Shooting foul by E. Payton (drawn by D. DeRozan)
1:10.0,,,110-103,1,D. DeRozan makes free throw 1 of 2
1:10.0,,,110-104,1,D. DeRozan makes free throw 2 of 2
0:48.0,N. Vucevic misses 3-pt shot from 25 ft,,110-104,,
0:48.0,,,110-104,,Defensive rebound by P. Patterson
0:37.0,,,110-104,,P. Patterson misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by D. Augustin,,110-104,,
0:18.0,Turnover by D. Augustin (bad pass; steal by T. Ross),,110-104,,
0:14.0,,,110-106,2,T. Ross makes 2-pt shot from 3 ft
0:14.0,Shooting block foul by S. Ibaka (drawn by T. Ross),,110-106,,
0:14.0,,,110-107,1,T. Ross makes free throw 1 of 1
0:14.0,Orlando full timeout,,110-107,,
0:14.0,,,110-107,,P. Siakam enters the game for J. Valanciunas
0:14.0,C. Watson enters the game for E. Payton,,110-107,,
0:11.0,,,110-107,,Personal foul by K. Lowry (drawn by C. Watson)
0:11.0,C. Watson makes free throw 1 of 2,1,111-107,,
0:11.0,C. Watson makes free throw 2 of 2,1,112-107,,
0:11.0,,,112-107,,Toronto full timeout
0:11.0,,,111-107,,J. Valanciunas enters the game for P. Siakam
0:11.0,A. Gordon enters the game for S. Ibaka,,112-107,,
0:11.0,E. Payton enters the game for C. Watson,,112-107,,
0:05.0,,,112-110,3,K. Lowry makes 3-pt shot from 24 ft (assist by J. Valanciunas)
0:05.0,Orlando full timeout,,112-110,,
0:05.0,,,112-110,,N. Powell enters the game for J. Valanciunas
0:05.0,S. Ibaka enters the game for A. Gordon,,112-110,,
0:05.0,C. Watson enters the game for E. Payton,,112-110,,
0:04.0,,,112-110,,Personal take foul by T. Ross (drawn by N. Vucevic)
0:04.0,N. Vucevic makes free throw 1 of 2,1,113-110,,
0:04.0,N. Vucevic makes free throw 2 of 2,1,114-110,,
0:04.0,,,114-110,,Toronto full timeout
0:04.0,,,113-110,,J. Valanciunas enters the game for N. Powell
0:04.0,E. Payton enters the game for S. Ibaka,,114-110,,
0:01.0,,,114-113,3,K. Lowry makes 3-pt shot from 24 ft (assist by P. Patterson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
