time,Oklahoma City,pts.away,score,pts.home,Denver
4:40.0,,,101-110,,Defensive rebound by W. Chandler
4:28.0,,,101-112,2,J. Murray makes 2-pt shot from 2 ft (assist by N. Jokic)
4:11.0,R. Westbrook makes 2-pt shot from 3 ft,2,103-112,,
3:54.0,,,103-114,2,J. Nelson makes 2-pt shot from 15 ft
3:43.0,Shooting foul by W. Chandler (drawn by J. Grant),,103-114,,
3:43.0,J. Grant misses free throw 1 of 2,,103-114,,
3:43.0,Offensive rebound by Team,,103-114,,
3:43.0,J. Grant makes free throw 2 of 2,1,104-114,,
3:43.0,V. Oladipo enters the game for A. Morrow,,103-114,,
3:25.0,,,104-114,,Turnover by W. Chandler (step out of bounds)
3:16.0,,,104-114,,Personal foul by J. Nelson (drawn by R. Westbrook)
3:07.0,R. Westbrook makes 3-pt shot from 27 ft,3,107-114,,
2:51.0,,,107-114,,Turnover by J. Nelson (lost ball; steal by S. Adams)
2:47.0,Turnover by S. Adams (lost ball; steal by A. Gee),,107-114,,
2:31.0,,,107-114,,A. Gee misses 3-pt shot from 24 ft
2:30.0,Defensive rebound by J. Grant,,107-114,,
2:23.0,Shooting foul by J. Murray (drawn by R. Westbrook),,107-114,,
2:23.0,R. Westbrook makes free throw 1 of 3,1,108-114,,
2:23.0,R. Westbrook makes free throw 2 of 3,1,109-114,,
2:23.0,R. Westbrook makes free throw 3 of 3,1,110-114,,
2:05.0,,,110-114,,J. Nelson misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by R. Westbrook,,110-114,,
1:58.0,R. Westbrook makes 2-pt shot from 3 ft,2,112-114,,
1:58.0,,,112-114,,Denver full timeout
1:36.0,,,112-117,3,J. Nelson makes 3-pt shot from 24 ft (assist by W. Chandler)
1:19.0,V. Oladipo makes 2-pt shot from 18 ft,2,114-117,,
1:06.0,,,114-117,,Turnover by N. Jokic (bad pass; steal by V. Oladipo)
1:03.0,V. Oladipo makes 2-pt shot from 1 ft,2,116-117,,
0:45.0,,,116-117,,J. Nelson misses 2-pt shot from 17 ft
0:44.0,Defensive rebound by S. Adams,,116-117,,
0:35.0,R. Westbrook makes 2-pt shot from 13 ft,2,118-117,,
0:35.0,,,118-117,,Denver full timeout
0:24.0,,,118-117,,J. Nelson misses 2-pt shot from 17 ft
0:23.0,Defensive rebound by V. Oladipo,,118-117,,
0:22.0,,,118-117,,Personal take foul by J. Murray (drawn by R. Westbrook)
0:22.0,R. Westbrook makes free throw 1 of 2,1,119-117,,
0:22.0,R. Westbrook makes free throw 2 of 2,1,120-117,,
0:10.0,,,120-119,2,W. Chandler makes 2-pt shot at rim (assist by J. Nelson)
0:10.0,Oklahoma City full timeout,,120-119,,
0:10.0,,,120-119,,Personal take foul by A. Gee (drawn by R. Westbrook)
0:10.0,R. Westbrook makes free throw 1 of 2,1,121-119,,
0:10.0,R. Westbrook makes free throw 2 of 2,1,122-119,,
0:10.0,,,122-119,,Denver full timeout
0:10.0,,,120-119,,D. Arthur enters the game for J. Murray
0:10.0,,,120-119,,K. Faried enters the game for N. Jokic
0:10.0,A. Morrow enters the game for A. Roberson,,120-119,,
0:10.0,D. Sabonis enters the game for J. Grant,,120-119,,
0:10.0,A. Roberson enters the game for D. Sabonis,,121-119,,
0:10.0,J. Grant enters the game for A. Morrow,,121-119,,
0:10.0,,,122-119,,N. Jokic enters the game for K. Faried
0:10.0,,,122-119,,J. Murray enters the game for A. Gee
0:08.0,,,122-119,,Shooting foul by S. Adams (drawn by J. Murray)
0:08.0,,,122-120,1,J. Murray makes free throw 1 of 3
0:08.0,,,122-121,1,J. Murray makes free throw 2 of 3
0:08.0,,,122-122,1,J. Murray makes free throw 3 of 3
0:08.0,Oklahoma City full timeout,,122-122,,
0:08.0,,,122-121,,K. Faried enters the game for D. Arthur
0:08.0,,,122-122,,A. Gee enters the game for J. Murray
0:08.0,A. Morrow enters the game for A. Roberson,,122-122,,
0:08.0,D. Sabonis enters the game for J. Grant,,122-122,,
0:01.0,R. Westbrook misses 2-pt shot from 3 ft (block by K. Faried),,122-122,,
0:00.0,,,122-122,,Defensive rebound by J. Nelson
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,R. Westbrook misses 2-pt shot from 11 ft,,122-122,,
4:46.0,,,122-122,,Defensive rebound by W. Chandler
4:30.0,,,122-122,,N. Jokic misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by R. Westbrook,,122-122,,
4:19.0,J. Grant misses 3-pt shot from 26 ft,,122-122,,
4:19.0,Offensive rebound by Team,,122-122,,
4:19.0,,,122-122,,Loose ball foul by N. Jokic (drawn by S. Adams)
4:06.0,J. Grant makes 2-pt shot from 8 ft,2,124-122,,
3:49.0,,,124-124,2,W. Chandler makes 2-pt shot from 7 ft
3:37.0,Shooting foul by N. Jokic (drawn by R. Westbrook),,124-124,,
3:37.0,R. Westbrook makes free throw 1 of 2,1,125-124,,
3:37.0,R. Westbrook makes free throw 2 of 2,1,126-124,,
3:18.0,,,126-126,2,W. Chandler makes 2-pt shot from 22 ft
3:05.0,R. Westbrook misses 2-pt shot from 17 ft,,126-126,,
3:04.0,,,126-126,,Defensive rebound by J. Nelson
2:47.0,,,126-126,,Turnover by J. Nelson (bad pass; steal by V. Oladipo)
2:45.0,,,126-126,,Personal foul by J. Murray (drawn by V. Oladipo)
2:45.0,V. Oladipo makes free throw 1 of 2,1,127-126,,
2:45.0,V. Oladipo makes free throw 2 of 2,1,128-126,,
2:30.0,,,128-126,,Shooting foul by S. Adams (drawn by J. Murray)
2:30.0,,,128-127,1,J. Murray makes free throw 1 of 2
2:30.0,,,128-127,,J. Murray misses free throw 2 of 2
2:28.0,Defensive rebound by S. Adams,,128-127,,
2:12.0,V. Oladipo misses 3-pt shot from 26 ft,,128-127,,
2:11.0,,,128-127,,Defensive rebound by J. Nelson
2:06.0,,,128-127,,J. Murray misses 2-pt shot from 2 ft
2:05.0,Defensive rebound by S. Adams,,128-127,,
1:58.0,R. Westbrook misses 2-pt shot from 11 ft,,128-127,,
1:56.0,Offensive rebound by A. Roberson,,128-127,,
1:55.0,Oklahoma City full timeout,,128-127,,
1:55.0,,,128-127,,K. Faried enters the game for N. Jokic
1:45.0,R. Westbrook misses 2-pt shot from 21 ft,,128-127,,
1:45.0,Offensive rebound by S. Adams,,128-127,,
1:45.0,Shooting foul by K. Faried (drawn by S. Adams),,128-127,,
1:45.0,S. Adams makes free throw 1 of 2,1,129-127,,
1:45.0,S. Adams misses free throw 2 of 2,,129-127,,
1:44.0,,,129-127,,Defensive rebound by J. Murray
1:26.0,,,129-127,,J. Murray misses 3-pt shot from 22 ft
1:25.0,Defensive rebound by V. Oladipo,,129-127,,
1:20.0,Oklahoma City full timeout,,129-127,,
1:20.0,A. Morrow enters the game for A. Roberson,,129-127,,
1:06.0,R. Westbrook misses 2-pt shot from 14 ft,,129-127,,
1:06.0,,,129-127,,Defensive rebound by K. Faried
0:45.0,,,129-127,,J. Nelson misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by J. Grant,,129-127,,
0:42.0,A. Roberson enters the game for A. Morrow,,129-127,,
0:42.0,Jump ball: K. Faried vs. J. Grant (R. Westbrook gains possession),,,,Jump ball: K. Faried vs. J. Grant (R. Westbrook gains possession)
0:20.0,R. Westbrook misses 2-pt shot from 3 ft,,129-127,,
0:20.0,,,129-127,,Defensive rebound by J. Nelson
0:20.0,,,129-127,,Denver full timeout
0:20.0,,,129-127,,D. Arthur enters the game for A. Gee
0:19.0,Personal foul by J. Grant (drawn by W. Chandler),,129-127,,
0:14.0,,,129-127,,W. Chandler misses 2-pt shot from 4 ft
0:14.0,Defensive rebound by S. Adams,,129-127,,
0:14.0,,,129-127,,Personal take foul by K. Faried (drawn by R. Westbrook)
0:14.0,R. Westbrook makes free throw 1 of 2,1,130-127,,
0:14.0,R. Westbrook makes free throw 2 of 2,1,131-127,,
0:14.0,,,131-127,,Denver full timeout
0:14.0,S. Christon enters the game for S. Adams,,131-127,,
0:14.0,,,131-127,,N. Jokic enters the game for K. Faried
0:09.0,,,131-127,,J. Murray misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by R. Westbrook,,131-127,,
0:07.0,,,131-127,,Personal take foul by D. Arthur (drawn by R. Westbrook)
0:07.0,R. Westbrook makes free throw 1 of 2,1,132-127,,
0:07.0,R. Westbrook misses free throw 2 of 2,,132-127,,
0:07.0,,,132-127,,Defensive rebound by W. Chandler
0:07.0,,,132-127,,Denver full timeout
0:03.0,,,132-127,,J. Murray misses 3-pt shot from 27 ft
0:02.0,,,132-127,,Offensive rebound by W. Chandler
0:00.0,,,132-129,2,W. Chandler makes 2-pt shot from 2 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
