time,Washington,pts.away,score,pts.home,Brooklyn
5:21.0,,,91-91,,B. Bogdanovic misses 3-pt shot from 23 ft
5:20.0,Defensive rebound by J. Wall,,91-91,,
5:01.0,J. Wall misses 2-pt shot from 20 ft,,91-91,,
5:00.0,Offensive rebound by J. Smith,,91-91,,
4:46.0,O. Porter misses 2-pt shot from 15 ft,,91-91,,
4:45.0,Offensive rebound by Team,,91-91,,
4:45.0,,,91-91,,Loose ball foul by B. Lopez (drawn by J. Smith)
4:45.0,J. Smith makes free throw 1 of 2,1,92-91,,
4:45.0,J. Smith makes free throw 2 of 2,1,93-91,,
4:45.0,,,92-91,,R. Foye enters the game for I. Whitehead
4:28.0,,,93-91,,R. Foye misses 3-pt shot from 27 ft
4:27.0,,,93-91,,Offensive rebound by B. Bogdanovic
4:21.0,,,93-91,,B. Bogdanovic misses 3-pt shot from 23 ft
4:18.0,Defensive rebound by J. Smith,,93-91,,
4:12.0,O. Porter misses 3-pt shot from 25 ft,,93-91,,
4:10.0,Offensive rebound by M. Gortat,,93-91,,
4:02.0,J. Wall misses 2-pt shot from 1 ft,,93-91,,
4:01.0,Offensive rebound by O. Porter,,93-91,,
3:55.0,B. Beal misses 2-pt shot from 2 ft,,93-91,,
3:54.0,Offensive rebound by O. Porter,,93-91,,
3:53.0,,,93-91,,Personal foul by R. Foye (drawn by O. Porter)
3:53.0,O. Porter makes free throw 1 of 2,1,94-91,,
3:53.0,O. Porter makes free throw 2 of 2,1,95-91,,
3:53.0,K. Oubre enters the game for J. Smith,,94-91,,
3:53.0,,,94-91,,R. Hollis-Jefferson enters the game for T. Booker
3:35.0,,,95-91,,B. Lopez misses 2-pt shot from 13 ft
3:34.0,Defensive rebound by O. Porter,,95-91,,
3:21.0,Shooting foul by B. Lopez (drawn by J. Wall),,95-91,,
3:21.0,J. Wall makes free throw 1 of 2,1,96-91,,
3:21.0,J. Wall misses free throw 2 of 2,,96-91,,
3:20.0,,,96-91,,Defensive rebound by R. Hollis-Jefferson
3:10.0,,,96-91,,Shooting foul by M. Gortat (drawn by B. Bogdanovic)
3:10.0,,,96-92,1,B. Bogdanovic makes free throw 1 of 2
3:10.0,,,96-93,1,B. Bogdanovic makes free throw 2 of 2
2:47.0,B. Beal makes 2-pt shot from 2 ft,2,98-93,,
2:32.0,,,98-93,,Shooting foul by M. Gortat (drawn by B. Lopez)
2:32.0,,,98-95,2,B. Lopez makes 2-pt shot from 2 ft
2:32.0,,,98-96,1,B. Lopez makes free throw 1 of 1
2:11.0,J. Wall misses 2-pt shot from 9 ft,,98-96,,
2:10.0,,,98-96,,Defensive rebound by C. LeVert
2:08.0,,,98-96,,Shooting foul by K. Oubre (drawn by C. LeVert)
2:08.0,,,98-97,1,C. LeVert makes free throw 1 of 2
2:08.0,,,98-98,1,C. LeVert makes free throw 2 of 2
1:57.0,B. Beal misses 3-pt shot from 24 ft,,98-98,,
1:56.0,,,98-98,,Defensive rebound by R. Hollis-Jefferson
1:46.0,,,98-98,,Turnover by R. Hollis-Jefferson (lost ball)
1:34.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,100-98,,
1:34.0,,,100-98,,Brooklyn full timeout
1:20.0,,,100-98,,Offensive charge foul by B. Lopez
1:20.0,,,100-98,,Turnover by B. Lopez (offensive foul)
1:20.0,,,100-98,,T. Booker enters the game for B. Lopez
0:56.0,Turnover by Team (shot clock),,100-98,,
0:42.0,,,100-100,2,B. Bogdanovic makes 2-pt shot from 6 ft
0:42.0,Washington full timeout,,100-100,,
0:32.0,J. Wall misses 2-pt shot from 2 ft,,100-100,,
0:31.0,Offensive rebound by J. Wall,,100-100,,
0:30.0,J. Wall misses 2-pt shot from 2 ft,,100-100,,
0:29.0,,,100-100,,Defensive rebound by T. Booker
0:08.0,,,100-100,,B. Bogdanovic misses 3-pt shot from 27 ft
0:06.0,Defensive rebound by B. Beal,,100-100,,
0:00.0,Offensive charge foul by J. Wall,,100-100,,
0:00.0,Turnover by J. Wall (offensive foul),,100-100,,
0:00.0,,,100-100,,Brooklyn full timeout
0:00.0,J. Smith enters the game for B. Beal,,100-100,,
0:00.0,,,100-100,,T. Booker misses 2-pt shot from 13 ft
0:00.0,,,100-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,Washington full timeout,,100-100,,
4:36.0,J. Wall misses 2-pt shot from 13 ft,,100-100,,
4:35.0,,,100-100,,Defensive rebound by R. Hollis-Jefferson
4:27.0,,,100-100,,B. Bogdanovic misses 2-pt shot from 1 ft
4:26.0,,,100-100,,Offensive rebound by R. Hollis-Jefferson
4:25.0,,,100-102,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft
4:11.0,B. Beal misses 2-pt shot from 16 ft,,100-102,,
4:10.0,Offensive rebound by B. Beal,,100-102,,
4:08.0,,,100-102,,Personal foul by R. Hollis-Jefferson (drawn by B. Beal)
3:57.0,B. Beal makes 3-pt shot from 27 ft,3,103-102,,
3:43.0,,,103-102,,C. LeVert misses 3-pt shot from 24 ft
3:42.0,Defensive rebound by M. Gortat,,103-102,,
3:28.0,O. Porter misses 3-pt shot from 22 ft,,103-102,,
3:27.0,,,103-102,,Defensive rebound by T. Booker
3:23.0,,,103-102,,T. Booker misses 2-pt shot from 1 ft
3:22.0,,,103-102,,Offensive rebound by T. Booker
3:19.0,,,103-104,2,T. Booker makes 2-pt shot from 2 ft
2:56.0,B. Beal misses 2-pt shot from 2 ft,,103-104,,
2:55.0,,,103-104,,Defensive rebound by B. Bogdanovic
2:48.0,,,103-104,,Turnover by T. Booker (lost ball; steal by O. Porter)
2:44.0,B. Beal misses 2-pt shot from 2 ft (block by C. LeVert),,103-104,,
2:43.0,Offensive rebound by O. Porter,,103-104,,
2:42.0,O. Porter makes 2-pt shot from 1 ft,2,105-104,,
2:25.0,Personal foul by K. Oubre (drawn by R. Foye),,105-104,,
2:17.0,,,105-106,2,T. Booker makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson)
1:53.0,J. Wall misses 2-pt shot from 8 ft,,105-106,,
1:52.0,Offensive rebound by O. Porter,,105-106,,
1:51.0,O. Porter makes 2-pt shot from 3 ft,2,107-106,,
1:33.0,,,107-106,,Shooting foul by M. Gortat (drawn by C. LeVert)
1:33.0,,,107-106,,C. LeVert misses free throw 1 of 2
1:33.0,,,107-106,,Offensive rebound by Team
1:33.0,,,107-107,1,C. LeVert makes free throw 2 of 2
1:23.0,B. Beal misses 2-pt shot from 3 ft,,107-107,,
1:22.0,Offensive rebound by O. Porter,,107-107,,
1:21.0,,,107-107,,Personal foul by B. Bogdanovic (drawn by O. Porter)
1:21.0,O. Porter makes free throw 1 of 2,1,108-107,,
1:21.0,O. Porter makes free throw 2 of 2,1,109-107,,
1:21.0,,,109-107,,Brooklyn full timeout
1:16.0,,,109-107,,C. LeVert misses 2-pt shot from 2 ft
1:15.0,Defensive rebound by J. Wall,,109-107,,
1:00.0,Shooting foul by B. Bogdanovic (drawn by J. Wall),,109-107,,
1:00.0,J. Wall makes free throw 1 of 2,1,110-107,,
1:00.0,J. Wall makes free throw 2 of 2,1,111-107,,
1:00.0,,,111-107,,Brooklyn full timeout
1:00.0,,,111-107,,J. Hamilton enters the game for R. Hollis-Jefferson
0:51.0,,,111-109,2,B. Bogdanovic makes 2-pt shot at rim
0:28.0,B. Beal misses 2-pt shot from 21 ft,,111-109,,
0:25.0,Offensive rebound by B. Beal,,111-109,,
0:18.0,,,111-109,,Personal foul by C. LeVert (drawn by B. Beal)
0:18.0,B. Beal makes free throw 1 of 2,1,112-109,,
0:18.0,B. Beal makes free throw 2 of 2,1,113-109,,
0:18.0,,,113-109,,Brooklyn full timeout
0:13.0,,,113-109,,B. Bogdanovic misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by O. Porter,,113-109,,
0:08.0,Turnover by O. Porter (bad pass; steal by R. Foye),,113-109,,
0:08.0,Personal foul by B. Beal (drawn by R. Foye),,113-109,,
0:08.0,,,113-109,,R. Foye misses free throw 1 of 2
0:08.0,,,113-109,,Offensive rebound by Team
0:08.0,,,113-110,1,R. Foye makes free throw 2 of 2
0:08.0,Washington full timeout,,113-110,,
0:08.0,,,113-109,,R. Hollis-Jefferson enters the game for J. Hamilton
0:08.0,J. Smith enters the game for K. Oubre,,113-109,,
0:08.0,K. Oubre enters the game for J. Smith,,113-110,,
0:06.0,Turnover by J. Wall (bad pass),,113-110,,
0:06.0,J. Smith enters the game for M. Gortat,,113-110,,
0:06.0,,,113-110,,J. Hamilton enters the game for R. Hollis-Jefferson
0:06.0,,,113-110,,B. Bogdanovic misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by Team,,113-110,,
0:03.0,,,113-110,,Loose ball foul by J. Hamilton (drawn by J. Wall)
0:03.0,J. Wall misses free throw 1 of 2,,113-110,,
0:03.0,Offensive rebound by Team,,113-110,,
0:03.0,J. Wall makes free throw 2 of 2,1,114-110,,
0:00.0,,,114-110,,R. Foye misses 3-pt shot from 45 ft
0:00.0,,,114-110,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
