time,Houston,pts.away,score,pts.home,Denver
7:20.0,,,112-92,,W. Barton misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by C. Capela,,112-92,,
7:08.0,J. Harden misses 3-pt shot from 25 ft,,112-92,,
7:08.0,,,112-92,,Defensive rebound by W. Barton
7:03.0,,,112-94,2,W. Barton makes 2-pt shot from 7 ft
6:37.0,P. Beverley misses 3-pt shot from 25 ft,,112-94,,
6:35.0,,,112-94,,Defensive rebound by W. Barton
6:29.0,,,112-96,2,W. Barton makes 2-pt shot from 3 ft
6:06.0,P. Beverley makes 2-pt shot from 6 ft,2,114-96,,
5:56.0,,,114-99,3,W. Barton makes 3-pt shot from 26 ft (assist by E. Mudiay)
5:37.0,J. Harden makes 2-pt shot from 14 ft,2,116-99,,
5:28.0,,,116-99,,E. Mudiay misses 3-pt shot from 26 ft
5:26.0,Defensive rebound by T. Ariza,,116-99,,
5:21.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,118-99,,
5:21.0,,,118-99,,Denver full timeout
5:21.0,R. Anderson enters the game for P. Beverley,,118-99,,
5:21.0,,,118-99,,J. Nelson enters the game for D. Gallinari
5:05.0,,,118-99,,E. Mudiay misses 2-pt shot from 2 ft (block by C. Capela)
5:02.0,Defensive rebound by C. Capela,,118-99,,
4:52.0,Turnover by J. Harden (bad pass; steal by J. Nurkic),,118-99,,
4:44.0,,,118-99,,E. Mudiay misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by R. Anderson,,118-99,,
4:25.0,J. Harden makes 3-pt shot from 26 ft,3,121-99,,
4:25.0,,,121-99,,D. Arthur enters the game for J. Nurkic
4:25.0,,,121-99,,M. Beasley enters the game for W. Barton
4:25.0,,,121-99,,J. Murray enters the game for E. Mudiay
4:25.0,K. McDaniels enters the game for S. Dekker,,121-99,,
4:03.0,,,121-101,2,J. Murray makes 2-pt shot from 2 ft
4:03.0,Official timeout,,121-101,,
4:03.0,K. Wiltjer enters the game for T. Ariza,,121-101,,
4:03.0,S. Dekker enters the game for R. Anderson,,121-101,,
4:03.0,,,121-101,,M. Miller enters the game for J. Nelson
4:03.0,,,121-101,,J. Hernangomez enters the game for A. Gee
3:52.0,,,121-101,,Personal foul by J. Murray (drawn by K. McDaniels)
3:52.0,T. Ennis enters the game for J. Harden,,121-101,,
3:45.0,S. Dekker makes 2-pt shot at rim (assist by C. Capela),2,123-101,,
3:25.0,,,123-101,,J. Hernangomez misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by K. Wiltjer,,123-101,,
3:05.0,K. McDaniels misses 2-pt shot from 7 ft,,123-101,,
3:03.0,,,123-101,,Defensive rebound by D. Arthur
2:53.0,,,123-101,,J. Murray misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by C. Capela,,123-101,,
2:42.0,T. Ennis misses 2-pt shot from 7 ft,,123-101,,
2:41.0,,,123-101,,Defensive rebound by M. Miller
2:29.0,,,123-104,3,M. Beasley makes 3-pt shot from 26 ft (assist by J. Murray)
2:19.0,K. McDaniels misses 2-pt shot from 2 ft,,123-104,,
2:18.0,,,123-104,,Defensive rebound by J. Hernangomez
2:06.0,,,123-106,2,D. Arthur makes 2-pt shot from 2 ft (assist by M. Miller)
1:49.0,T. Ennis misses 2-pt shot from 5 ft,,123-106,,
1:48.0,,,123-106,,Defensive rebound by M. Miller
1:40.0,,,123-108,2,D. Arthur makes 2-pt shot from 18 ft (assist by M. Miller)
1:29.0,K. McDaniels makes 2-pt shot at rim,2,125-108,,
1:17.0,,,125-108,,M. Beasley misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by Team,,125-108,,
1:03.0,Turnover by T. Ennis (bad pass; steal by M. Beasley),,125-108,,
1:01.0,,,125-110,2,M. Beasley makes 2-pt shot at rim
0:44.0,K. Wiltjer makes 3-pt shot from 25 ft,3,128-110,,
0:35.0,,,128-110,,J. Hernangomez misses 2-pt shot from 2 ft
0:34.0,Defensive rebound by C. Capela,,128-110,,
0:10.0,S. Dekker misses 3-pt shot from 24 ft,,128-110,,
0:09.0,,,128-110,,Defensive rebound by J. Hernangomez
0:01.0,,,128-110,,J. Murray misses 2-pt shot from 12 ft
0:00.0,,,128-110,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
