time,Atlanta,pts.away,score,pts.home,New York
4:48.0,Defensive rebound by D. Schroder,,96-97,,
4:30.0,T. Hardaway misses 3-pt shot from 26 ft,,96-97,,
4:29.0,Offensive rebound by T. Hardaway,,96-97,,
4:24.0,Turnover by P. Millsap (lost ball; steal by C. Anthony),,96-97,,
4:13.0,,,96-97,,J. Holiday misses 2-pt shot from 1 ft
4:13.0,,,96-97,,Offensive rebound by J. Noah
4:13.0,,,96-97,,Shooting foul by P. Millsap (drawn by J. Noah)
4:13.0,,,96-98,1,J. Noah makes free throw 1 of 2
4:13.0,,,96-99,1,J. Noah makes free throw 2 of 2
4:05.0,Shooting foul by C. Anthony (drawn by P. Millsap),,96-99,,
4:05.0,P. Millsap misses free throw 1 of 2,,96-99,,
4:05.0,Offensive rebound by Team,,96-99,,
4:05.0,P. Millsap misses free throw 2 of 2,,96-99,,
3:59.0,Offensive rebound by D. Schroder,,96-99,,
3:59.0,Atlanta full timeout,,96-99,,
3:59.0,K. Bazemore enters the game for T. Sefolosha,,96-99,,
3:52.0,T. Hardaway misses 3-pt shot from 24 ft,,96-99,,
3:51.0,,,96-99,,Defensive rebound by M. Kuzminskas
3:38.0,,,96-101,2,D. Rose makes 2-pt shot from 1 ft
3:24.0,D. Schroder makes 2-pt shot from 22 ft,2,98-101,,
3:02.0,,,98-103,2,C. Anthony makes 2-pt shot from 18 ft
2:53.0,T. Hardaway makes 3-pt shot from 23 ft (assist by P. Millsap),3,101-103,,
2:33.0,,,101-103,,Offensive charge foul by D. Rose
2:33.0,,,101-103,,Turnover by D. Rose (offensive foul)
2:08.0,D. Schroder makes 2-pt shot from 2 ft,2,103-103,,
1:46.0,,,103-103,,C. Anthony misses 2-pt shot from 18 ft
1:45.0,Defensive rebound by K. Bazemore,,103-103,,
1:37.0,,,103-103,,Personal foul by C. Anthony
1:23.0,K. Bazemore misses 3-pt shot from 23 ft,,103-103,,
1:22.0,,,103-103,,Defensive rebound by J. Holiday
1:17.0,,,103-105,2,D. Rose makes 2-pt shot at rim
1:00.0,,,103-105,,Personal foul by J. Noah
1:00.0,P. Millsap makes free throw 1 of 2,1,104-105,,
1:00.0,P. Millsap makes free throw 2 of 2,1,105-105,,
1:00.0,,,105-105,,New York full timeout
0:43.0,,,105-107,2,D. Rose makes 2-pt shot from 5 ft
0:22.0,D. Schroder makes 3-pt shot from 25 ft (assist by K. Humphries),3,108-107,,
0:17.0,,,108-107,,New York full timeout
0:17.0,T. Sefolosha enters the game for K. Humphries,,108-107,,
0:06.0,,,108-107,,D. Rose misses 2-pt shot from 2 ft (block by P. Millsap)
0:05.0,,,108-107,,Offensive rebound by C. Anthony
0:04.0,,,108-107,,C. Anthony misses 2-pt shot at rim
0:03.0,,,108-107,,Offensive rebound by J. Noah
0:02.0,,,108-107,,J. Noah misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by D. Schroder,,108-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
