time,Oklahoma City,pts.away,score,pts.home,Phoenix
7:04.0,Shooting foul by J. Dudley (drawn by R. Westbrook),,87-99,,
7:04.0,R. Westbrook makes free throw 1 of 2,1,88-99,,
7:04.0,R. Westbrook makes free throw 2 of 2,1,89-99,,
7:04.0,J. Grant enters the game for A. Abrines,,88-99,,
6:48.0,,,89-99,,T. Ulis misses 2-pt shot from 15 ft
6:47.0,Defensive rebound by R. Westbrook,,89-99,,
6:41.0,R. Westbrook makes 2-pt shot from 2 ft,2,91-99,,
6:40.0,,,91-99,,Phoenix full timeout
6:40.0,,,91-99,,E. Bledsoe enters the game for T. Ulis
6:25.0,,,91-101,2,A. Williams makes 2-pt shot from 2 ft (assist by L. Barbosa)
6:02.0,R. Westbrook misses 3-pt shot from 25 ft,,91-101,,
6:00.0,,,91-101,,Defensive rebound by J. Dudley
5:54.0,,,91-103,2,E. Bledsoe makes 2-pt shot from 2 ft
5:40.0,R. Westbrook makes 2-pt shot at rim,2,93-103,,
5:13.0,,,93-103,,E. Bledsoe misses 3-pt shot from 26 ft
5:10.0,Defensive rebound by R. Westbrook,,93-103,,
5:05.0,Shooting foul by D. Jones (drawn by R. Westbrook),,93-103,,
5:05.0,R. Westbrook makes free throw 1 of 3,1,94-103,,
5:05.0,R. Westbrook misses free throw 2 of 3,,94-103,,
5:05.0,Offensive rebound by Team,,94-103,,
5:05.0,R. Westbrook makes free throw 3 of 3,1,95-103,,
5:05.0,,,94-103,,D. Booker enters the game for D. Jones
5:00.0,Personal foul by J. Grant (drawn by A. Williams),,95-103,,
4:56.0,,,95-105,2,L. Barbosa makes 2-pt shot from 20 ft (assist by E. Bledsoe)
4:42.0,R. Westbrook misses 2-pt shot from 10 ft,,95-105,,
4:41.0,Offensive rebound by R. Westbrook,,95-105,,
4:39.0,R. Westbrook misses 2-pt shot from 2 ft,,95-105,,
4:37.0,,,95-105,,Defensive rebound by J. Dudley
4:32.0,,,95-105,,Turnover by J. Dudley (lost ball; steal by R. Westbrook)
4:30.0,R. Westbrook makes 2-pt shot from 1 ft,2,97-105,,
4:28.0,,,97-105,,E. Bledsoe misses 2-pt shot from 2 ft (block by A. Roberson)
4:28.0,,,97-105,,Offensive rebound by Team
4:28.0,A. Abrines enters the game for S. Adams,,97-105,,
4:22.0,,,97-105,,A. Williams misses 2-pt shot from 5 ft (block by J. Grant)
4:18.0,Defensive rebound by R. Westbrook,,97-105,,
4:14.0,Turnover by D. McDermott (step out of bounds),,97-105,,
4:01.0,,,97-105,,E. Bledsoe misses 2-pt shot from 2 ft
4:00.0,,,97-105,,Offensive rebound by A. Williams
4:00.0,,,97-107,2,A. Williams makes 2-pt shot from 2 ft
3:47.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,99-107,,
3:18.0,,,99-107,,L. Barbosa misses 3-pt shot from 26 ft
3:16.0,,,99-107,,Offensive rebound by A. Williams
3:11.0,Personal foul by J. Grant (drawn by A. Williams),,99-107,,
2:55.0,,,99-107,,E. Bledsoe misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by R. Westbrook,,99-107,,
2:45.0,R. Westbrook misses 3-pt shot from 25 ft,,99-107,,
2:43.0,,,99-107,,Defensive rebound by A. Williams
2:19.0,,,99-107,,A. Williams misses 2-pt shot from 7 ft
2:16.0,Defensive rebound by R. Westbrook,,99-107,,
2:13.0,Offensive charge foul by J. Grant,,99-107,,
2:13.0,Turnover by J. Grant (offensive foul),,99-107,,
2:13.0,Official timeout,,99-107,,
2:13.0,S. Adams enters the game for J. Grant,,99-107,,
2:04.0,Personal block foul by A. Abrines (drawn by E. Bledsoe),,99-107,,
1:52.0,,,99-107,,Turnover by E. Bledsoe (lost ball; steal by S. Adams)
1:47.0,R. Westbrook makes 2-pt shot from 1 ft,2,101-107,,
1:30.0,,,101-107,,Turnover by D. Booker (traveling)
1:16.0,Turnover by S. Adams (3 sec),,101-107,,
0:57.0,,,101-110,3,L. Barbosa makes 3-pt shot from 24 ft (assist by J. Dudley)
0:57.0,Oklahoma City full timeout,,101-110,,
0:53.0,Shooting foul by A. Williams (drawn by R. Westbrook),,101-110,,
0:53.0,R. Westbrook makes free throw 1 of 2,1,102-110,,
0:53.0,R. Westbrook makes free throw 2 of 2,1,103-110,,
0:53.0,J. Grant enters the game for D. McDermott,,102-110,,
0:53.0,S. Christon enters the game for A. Abrines,,102-110,,
0:50.0,,,103-110,,Turnover by J. Dudley (bad pass; steal by S. Christon)
0:49.0,R. Westbrook misses 3-pt shot from 26 ft,,103-110,,
0:46.0,,,103-110,,Defensive rebound by E. Bledsoe
0:44.0,Personal take foul by S. Adams (drawn by E. Bledsoe),,103-110,,
0:44.0,,,103-110,,Phoenix full timeout
0:44.0,,,103-110,,T. Warren enters the game for A. Williams
0:39.0,,,103-110,,Turnover by T. Warren (bad pass; steal by J. Grant)
0:37.0,R. Westbrook makes 2-pt shot at rim,2,105-110,,
0:37.0,,,105-110,,Phoenix full timeout
0:35.0,Personal block foul by J. Grant (drawn by E. Bledsoe),,105-110,,
0:35.0,,,105-111,1,E. Bledsoe makes free throw 1 of 2
0:35.0,,,105-112,1,E. Bledsoe makes free throw 2 of 2
0:35.0,Oklahoma City full timeout,,105-112,,
0:35.0,,,105-111,,A. Williams enters the game for J. Dudley
0:35.0,D. McDermott enters the game for J. Grant,,105-112,,
0:35.0,A. Abrines enters the game for S. Christon,,105-112,,
0:32.0,R. Westbrook misses 3-pt shot from 26 ft (block by E. Bledsoe),,105-112,,
0:29.0,,,105-112,,Defensive rebound by A. Williams
0:29.0,Personal take foul by S. Adams (drawn by E. Bledsoe),,105-112,,
0:29.0,,,105-113,1,E. Bledsoe makes free throw 1 of 2
0:29.0,,,105-113,,E. Bledsoe misses free throw 2 of 2
0:29.0,J. Grant enters the game for S. Adams,,105-112,,
0:28.0,Defensive rebound by R. Westbrook,,105-113,,
0:23.0,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook),3,108-113,,
0:22.0,Personal take foul by R. Westbrook (drawn by L. Barbosa),,108-113,,
0:22.0,,,108-114,1,L. Barbosa makes free throw 1 of 2
0:22.0,,,108-115,1,L. Barbosa makes free throw 2 of 2
0:18.0,J. Grant misses 3-pt shot from 25 ft,,108-115,,
0:16.0,Offensive rebound by J. Grant,,108-115,,
0:12.0,A. Abrines makes 3-pt shot from 26 ft (assist by D. McDermott),3,111-115,,
0:11.0,Personal take foul by R. Westbrook (drawn by D. Booker),,111-115,,
0:11.0,,,111-116,1,D. Booker makes free throw 1 of 2
0:11.0,,,111-116,,D. Booker misses free throw 2 of 2
0:11.0,Defensive rebound by R. Westbrook,,111-116,,
0:10.0,Oklahoma City full timeout,,111-116,,
0:06.0,J. Grant misses 3-pt shot from 25 ft,,111-116,,
0:04.0,,,111-116,,Defensive rebound by E. Bledsoe
0:04.0,Personal take foul by A. Roberson (drawn by E. Bledsoe),,111-116,,
0:04.0,,,111-117,1,E. Bledsoe makes free throw 1 of 2
0:04.0,,,111-118,1,E. Bledsoe makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
