time,Orlando,pts.away,score,pts.home,New York
4:47.0,Offensive rebound by N. Vucevic,,83-100,,
4:47.0,N. Vucevic makes 2-pt shot from 2 ft,2,85-100,,
4:31.0,,,85-102,2,W. Hernangomez makes 2-pt shot at rim (assist by B. Jennings)
4:13.0,S. Ibaka makes 3-pt shot from 25 ft (assist by E. Payton),3,88-102,,
4:12.0,,,88-102,,New York full timeout
4:12.0,D. Augustin enters the game for N. Vucevic,,88-102,,
3:50.0,,,88-102,,W. Hernangomez misses 2-pt shot from 10 ft
3:49.0,Defensive rebound by S. Ibaka,,88-102,,
3:42.0,E. Fournier misses 2-pt shot from 2 ft,,88-102,,
3:41.0,,,88-102,,Defensive rebound by W. Hernangomez
3:34.0,,,88-102,,B. Jennings misses 3-pt shot from 25 ft
3:33.0,,,88-102,,Offensive rebound by W. Hernangomez
3:22.0,,,88-102,,Turnover by B. Jennings (bad pass)
3:07.0,J. Green misses 2-pt shot from 10 ft,,88-102,,
3:06.0,Offensive rebound by S. Ibaka,,88-102,,
3:03.0,E. Payton misses 3-pt shot from 25 ft,,88-102,,
3:02.0,Offensive rebound by S. Ibaka,,88-102,,
2:58.0,J. Green makes 2-pt shot from 1 ft (assist by S. Ibaka),2,90-102,,
2:33.0,,,90-102,,J. Holiday misses 2-pt shot from 9 ft
2:32.0,Defensive rebound by E. Payton,,90-102,,
2:28.0,,,90-102,,Personal foul by M. Kuzminskas (drawn by E. Payton)
2:28.0,E. Payton misses free throw 1 of 2,,90-102,,
2:28.0,Offensive rebound by Team,,90-102,,
2:28.0,E. Payton makes free throw 2 of 2,1,91-102,,
2:28.0,,,90-102,,C. Anthony enters the game for M. Kuzminskas
2:28.0,,,90-102,,D. Rose enters the game for W. Hernangomez
2:04.0,,,91-102,,K. O'Quinn misses 2-pt shot from 20 ft
2:03.0,,,91-102,,Offensive rebound by K. O'Quinn
2:00.0,,,91-104,2,K. O'Quinn makes 2-pt shot at rim
1:52.0,S. Ibaka makes 2-pt shot from 11 ft,2,93-104,,
1:34.0,,,93-104,,D. Rose misses 2-pt shot from 22 ft
1:33.0,Defensive rebound by J. Green,,93-104,,
1:29.0,Shooting foul by C. Anthony (drawn by J. Green),,93-104,,
1:29.0,J. Green makes free throw 1 of 2,1,94-104,,
1:29.0,J. Green makes free throw 2 of 2,1,95-104,,
1:09.0,,,95-106,2,D. Rose makes 2-pt shot from 13 ft
1:09.0,Orlando full timeout,,95-106,,
1:09.0,,,95-106,,R. Baker enters the game for C. Anthony
1:09.0,,,95-106,,W. Hernangomez enters the game for D. Rose
1:09.0,,,95-106,,S. Vujacic enters the game for B. Jennings
1:09.0,C. Watson enters the game for S. Ibaka,,95-106,,
1:09.0,D. Rudez enters the game for D. Augustin,,95-106,,
1:09.0,M. Hezonja enters the game for E. Fournier,,95-106,,
1:09.0,S. Zimmerman enters the game for J. Green,,95-106,,
0:55.0,S. Zimmerman misses 2-pt shot from 7 ft,,95-106,,
0:54.0,,,95-106,,Defensive rebound by K. O'Quinn
0:39.0,,,95-106,,R. Baker misses 2-pt shot from 20 ft
0:38.0,,,95-106,,Offensive rebound by K. O'Quinn
0:22.0,,,95-106,,Turnover by R. Baker (bad pass)
0:18.0,S. Zimmerman misses 2-pt shot from 1 ft (block by K. O'Quinn),,95-106,,
0:17.0,,,95-106,,Defensive rebound by R. Baker
0:00.0,End of 4th quarter,,,,End of 4th quarter
