time,Golden State,pts.away,score,pts.home,Utah
2:34.0,Offensive rebound by Team,,101-87,,
2:34.0,D. Green misses free throw 2 of 2,,101-87,,
2:33.0,,,101-87,,Defensive rebound by R. Gobert
2:26.0,,,101-87,,Shooting foul by S. Curry (drawn by S. Mack)
2:26.0,,,101-88,1,S. Mack makes free throw 1 of 2
2:26.0,,,101-89,1,S. Mack makes free throw 2 of 2
2:06.0,Turnover by S. Curry (bad pass; steal by S. Mack),,101-89,,
1:46.0,,,101-89,,S. Mack misses 3-pt shot from 25 ft
1:46.0,,,101-89,,Offensive rebound by T. Lyles
1:37.0,,,101-89,,S. Mack misses 2-pt shot from 3 ft
1:37.0,,,101-89,,Offensive rebound by D. Exum
1:34.0,,,101-89,,D. Exum misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by S. Curry,,101-89,,
1:29.0,S. Curry makes 2-pt shot from 2 ft,2,103-89,,
1:17.0,,,103-91,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
1:17.0,,,103-91,,Shooting foul by Z. Pachulia (drawn by R. Gobert)
1:17.0,,,103-92,1,R. Gobert makes free throw 1 of 1
1:05.0,Shooting foul by R. Gobert (drawn by Z. Pachulia),,103-92,,
1:05.0,Z. Pachulia misses free throw 1 of 2,,103-92,,
1:05.0,Offensive rebound by Team,,103-92,,
1:05.0,Z. Pachulia misses free throw 2 of 2,,103-92,,
1:05.0,,,103-92,,Defensive rebound by J. Ingles
1:05.0,,,103-92,,Utah full timeout
1:05.0,P. McCaw enters the game for Z. Pachulia,,103-92,,
0:59.0,,,103-94,2,R. Gobert makes 2-pt shot at rim (assist by T. Lyles)
0:49.0,,,103-94,,Personal foul by S. Mack (drawn by D. Green)
0:49.0,D. Green misses free throw 1 of 2,,103-94,,
0:49.0,Offensive rebound by Team,,103-94,,
0:49.0,D. Green makes free throw 2 of 2,1,104-94,,
0:49.0,,,104-94,,Utah full timeout
0:45.0,,,104-94,,T. Lyles misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by S. Curry,,104-94,,
0:24.0,K. Durant misses 2-pt shot from 14 ft,,104-94,,
0:23.0,,,104-94,,Defensive rebound by R. Gobert
0:16.0,,,104-97,3,T. Lyles makes 3-pt shot from 23 ft (assist by S. Mack)
0:09.0,,,104-97,,Personal foul by D. Exum (drawn by S. Curry)
0:09.0,S. Curry makes free throw 1 of 2,1,105-97,,
0:09.0,Technical foul by K. Durant,,105-97,,
0:09.0,,,105-98,1,J. Ingles makes technical free throw
0:09.0,S. Curry makes free throw 2 of 2,1,106-98,,
0:09.0,,,106-98,,Utah full timeout
0:04.0,Personal foul by K. Durant (drawn by J. Ingles),,106-98,,
0:04.0,,,106-98,,J. Ingles misses free throw 1 of 2
0:04.0,,,106-98,,Offensive rebound by Team
0:04.0,,,106-99,1,J. Ingles makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
