time,Toronto,pts.away,score,pts.home,Indiana
0:03.0,,,90-107,2,L. Stephenson makes 2-pt shot from 3 ft (assist by P. George)
0:03.0,Technical foul by D. DeRozan,,90-107,,
0:03.0,,,90-107,,Technical foul by L. Stephenson
0:03.0,Technical foul by P. Tucker,,90-107,,
0:03.0,,,90-108,1,P. George makes technical free throw
0:03.0,,,90-107,,A. Brooks enters the game for L. Stephenson
0:03.0,N. Powell enters the game for D. Carroll,,90-108,,
0:03.0,J. Poeltl enters the game for S. Ibaka,,90-108,,
0:03.0,L. Nogueira enters the game for D. DeRozan,,90-108,,
0:03.0,D. Wright enters the game for C. Joseph,,90-108,,
0:03.0,F. VanVleet enters the game for P. Tucker,,90-108,,
0:03.0,,,90-108,,K. Seraphin enters the game for P. George
0:03.0,,,90-108,,J. Young enters the game for T. Young
0:03.0,,,90-108,,L. Allen enters the game for M. Turner
0:03.0,,,90-108,,R. Christmas enters the game for J. Teague
0:00.0,End of 4th quarter,,,,End of 4th quarter
