time,Oklahoma City,pts.away,score,pts.home,Sacramento
8:29.0,E. Kanter misses 3-pt shot from 25 ft,,96-88,,
8:29.0,,,96-88,,Defensive rebound by A. Afflalo
8:11.0,,,96-88,,M. Barnes misses 2-pt shot from 22 ft
8:10.0,Defensive rebound by C. Payne,,96-88,,
8:02.0,R. Westbrook misses 2-pt shot from 17 ft,,96-88,,
8:01.0,,,96-88,,Defensive rebound by A. Afflalo
7:50.0,,,96-88,,D. Cousins misses 3-pt shot from 25 ft
7:49.0,,,96-88,,Offensive rebound by M. Barnes
7:39.0,,,96-88,,D. Cousins misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by R. Westbrook,,96-88,,
7:28.0,D. Sabonis misses 3-pt shot from 26 ft,,96-88,,
7:27.0,Offensive rebound by E. Kanter,,96-88,,
7:21.0,C. Payne misses 3-pt shot from 24 ft,,96-88,,
7:21.0,,,96-88,,Defensive rebound by A. Afflalo
7:11.0,,,96-88,,Shooting foul by C. Payne (drawn by T. Lawson)
7:11.0,,,96-89,1,T. Lawson makes free throw 1 of 2
7:11.0,Oklahoma City full timeout,,96-89,,
7:11.0,,,96-90,1,T. Lawson makes free throw 2 of 2
6:51.0,R. Westbrook makes 3-pt shot from 25 ft (assist by E. Kanter),3,99-90,,
6:40.0,,,99-90,,Offensive foul by M. Barnes
6:40.0,,,99-90,,Turnover by M. Barnes (offensive foul)
6:39.0,Technical foul by C. Payne,,99-90,,
6:39.0,R. Westbrook makes technical free throw,1,100-90,,
6:27.0,Shooting foul by M. Barnes (drawn by V. Oladipo),,100-90,,
6:27.0,V. Oladipo makes free throw 1 of 2,1,101-90,,
6:27.0,V. Oladipo makes free throw 2 of 2,1,102-90,,
6:12.0,,,102-90,,D. Cousins misses 2-pt shot from 1 ft (block by E. Kanter)
6:11.0,,,102-90,,Offensive rebound by D. Cousins
6:10.0,,,102-92,2,D. Cousins makes 2-pt shot from 4 ft
6:01.0,E. Kanter makes 2-pt shot from 8 ft (assist by R. Westbrook),2,104-92,,
5:47.0,,,104-92,,Turnover by A. Afflalo (lost ball; steal by R. Westbrook)
5:33.0,R. Westbrook makes 3-pt shot from 24 ft,3,107-92,,
5:32.0,,,107-92,,Sacramento full timeout
5:32.0,,,107-92,,R. Gay enters the game for A. Afflalo
5:32.0,,,107-92,,D. Collison enters the game for T. Lawson
5:32.0,A. Roberson enters the game for C. Payne,,107-92,,
5:18.0,,,107-92,,Sacramento full timeout
5:12.0,,,107-92,,Shooting foul by E. Kanter (drawn by D. Cousins)
5:12.0,,,107-93,1,D. Cousins makes free throw 1 of 2
5:12.0,,,107-94,1,D. Cousins makes free throw 2 of 2
5:00.0,R. Westbrook misses 2-pt shot from 4 ft,,107-94,,
4:59.0,,,107-94,,Defensive rebound by M. Barnes
4:48.0,,,107-96,2,D. Cousins makes 2-pt shot from 3 ft
4:35.0,E. Kanter misses 2-pt shot from 3 ft,,107-96,,
4:35.0,,,107-96,,Defensive rebound by A. Tolliver
4:21.0,,,107-98,2,D. Collison makes 2-pt shot from 16 ft (assist by D. Cousins)
4:04.0,R. Westbrook misses 2-pt shot from 15 ft,,107-98,,
4:04.0,,,107-98,,Defensive rebound by R. Gay
3:53.0,,,107-98,,D. Cousins misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by R. Westbrook,,107-98,,
3:46.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,109-98,,
3:27.0,,,109-98,,R. Gay misses 2-pt shot from 7 ft (block by A. Roberson)
3:25.0,Defensive rebound by R. Westbrook,,109-98,,
3:22.0,V. Oladipo misses 2-pt shot from 2 ft,,109-98,,
3:19.0,Offensive rebound by R. Westbrook,,109-98,,
3:19.0,R. Westbrook makes 2-pt shot from 3 ft,2,111-98,,
3:12.0,,,111-100,2,A. Tolliver makes 2-pt shot from 3 ft (assist by M. Barnes)
2:53.0,Shooting foul by M. Barnes (drawn by E. Kanter),,111-100,,
2:53.0,E. Kanter misses free throw 1 of 2,,111-100,,
2:53.0,Offensive rebound by Team,,111-100,,
2:53.0,E. Kanter makes free throw 2 of 2,1,112-100,,
2:40.0,,,112-100,,Shooting foul by D. Sabonis (drawn by D. Cousins)
2:40.0,,,112-101,1,D. Cousins makes free throw 1 of 2
2:40.0,,,112-102,1,D. Cousins makes free throw 2 of 2
2:17.0,V. Oladipo misses 3-pt shot from 25 ft,,112-102,,
2:17.0,,,112-102,,Defensive rebound by D. Cousins
2:04.0,,,112-102,,Turnover by D. Cousins (lost ball; steal by A. Roberson)
2:00.0,V. Oladipo makes 2-pt shot from 3 ft (assist by A. Roberson),2,114-102,,
1:54.0,,,114-102,,A. Tolliver misses 3-pt shot from 24 ft
1:54.0,,,114-102,,Offensive rebound by Team
1:54.0,Loose ball foul by D. Sabonis (drawn by D. Cousins),,114-102,,
1:54.0,,,114-102,,D. Cousins misses free throw 1 of 2
1:54.0,,,114-102,,Offensive rebound by Team
1:54.0,,,114-102,,D. Cousins misses free throw 2 of 2
1:53.0,,,114-102,,Offensive rebound by D. Cousins
1:43.0,,,114-102,,M. Barnes misses 2-pt shot from 10 ft
1:42.0,Defensive rebound by E. Kanter,,114-102,,
1:23.0,E. Kanter misses 2-pt shot from 3 ft (block by R. Gay),,114-102,,
1:23.0,Offensive rebound by Team,,114-102,,
1:23.0,Jump ball: R. Gay vs. E. Kanter,,,,Jump ball: R. Gay vs. E. Kanter
1:23.0,Turnover by E. Kanter (lost ball; steal by R. Gay),,114-102,,
1:08.0,,,114-105,3,D. Collison makes 3-pt shot from 25 ft (assist by R. Gay)
0:50.0,Turnover by R. Westbrook (lost ball; steal by D. Collison),,114-105,,
0:48.0,,,114-107,2,D. Collison makes 2-pt shot from 1 ft
0:48.0,Oklahoma City full timeout,,114-107,,
0:48.0,A. Abrines enters the game for A. Roberson,,114-107,,
0:46.0,R. Westbrook makes 2-pt shot at rim (assist by A. Abrines),2,116-107,,
0:39.0,,,116-107,,Shooting foul by E. Kanter (drawn by D. Cousins)
0:39.0,,,116-107,,Technical foul by D. Cousins
0:39.0,Technical foul by R. Westbrook,,116-107,,
0:39.0,,,116-108,1,D. Cousins makes free throw 1 of 2
0:39.0,,,116-109,1,D. Cousins makes free throw 2 of 2
0:34.0,,,116-109,,Personal foul by M. Barnes (drawn by V. Oladipo)
0:33.0,Turnover by A. Abrines (bad pass; steal by D. Cousins),,116-109,,
0:30.0,,,116-109,,Shooting foul by D. Sabonis (drawn by D. Cousins)
0:30.0,,,116-110,1,D. Cousins makes free throw 1 of 2
0:30.0,,,116-110,,D. Cousins misses free throw 2 of 2
0:30.0,,,116-110,,Offensive rebound by M. Barnes
0:27.0,,,116-113,3,R. Gay makes 3-pt shot from 25 ft (assist by M. Barnes)
0:27.0,Oklahoma City full timeout,,116-113,,
0:23.0,,,116-113,,Personal take foul by R. Gay (drawn by A. Abrines)
0:23.0,A. Abrines makes free throw 1 of 2,1,117-113,,
0:23.0,A. Abrines makes free throw 2 of 2,1,118-113,,
0:23.0,,,118-113,,Sacramento full timeout
0:23.0,J. Grant enters the game for A. Abrines,,118-113,,
0:19.0,,,118-113,,Shooting foul by V. Oladipo (drawn by D. Cousins)
0:19.0,,,118-114,1,D. Cousins makes free throw 1 of 3
0:19.0,,,118-115,1,D. Cousins makes free throw 2 of 3
0:19.0,,,118-116,1,D. Cousins makes free throw 3 of 3
0:11.0,,,118-116,,Personal take foul by D. Collison (drawn by V. Oladipo)
0:11.0,V. Oladipo makes free throw 1 of 2,1,119-116,,
0:11.0,V. Oladipo makes free throw 2 of 2,1,120-116,,
0:11.0,,,120-116,,Sacramento full timeout
0:08.0,,,120-116,,Turnover by D. Cousins (bad pass; steal by R. Westbrook)
0:04.0,R. Westbrook makes 2-pt shot from 2 ft,2,122-116,,
0:00.0,,,122-118,2,D. Collison makes 2-pt shot from 21 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
