time,Oklahoma City,pts.away,score,pts.home,Portland
5:48.0,,,85-106,,J. Layman enters the game for A. Crabbe
5:26.0,,,85-106,,J. Layman misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by D. Sabonis,,85-106,,
5:12.0,Turnover by D. Sabonis (lost ball),,85-106,,
4:55.0,,,85-106,,M. Leonard misses 3-pt shot from 26 ft
4:55.0,Defensive rebound by A. Abrines,,85-106,,
4:53.0,S. Christon misses 2-pt shot from 5 ft,,85-106,,
4:51.0,Offensive rebound by D. Sabonis,,85-106,,
4:50.0,D. Sabonis misses 2-pt shot from 3 ft,,85-106,,
4:50.0,,,85-106,,Defensive rebound by N. Vonleh
4:36.0,,,85-106,,P. Connaughton enters the game for E. Turner
4:32.0,,,85-106,,Shooting foul by S. Christon (drawn by S. Napier)
4:32.0,,,85-107,1,S. Napier makes free throw 1 of 2
4:32.0,,,85-108,1,S. Napier makes free throw 2 of 2
4:25.0,A. Abrines misses 3-pt shot from 25 ft,,85-108,,
4:24.0,,,85-108,,Defensive rebound by M. Leonard
4:14.0,,,85-110,2,N. Vonleh makes 2-pt shot at rim (assist by S. Napier)
3:59.0,D. Sabonis misses 2-pt shot from 8 ft,,85-110,,
3:59.0,,,85-110,,Defensive rebound by Team
3:59.0,Loose ball foul by N. Collison (drawn by N. Vonleh),,85-110,,
3:59.0,,,85-111,1,N. Vonleh makes free throw 1 of 2
3:59.0,,,85-111,,N. Vonleh misses free throw 2 of 2
3:59.0,Defensive rebound by D. Sabonis,,85-111,,
3:59.0,,,85-111,,T. Quarterman enters the game for M. Leonard
3:40.0,K. Singler makes 3-pt shot from 23 ft (assist by N. Collison),3,88-111,,
3:19.0,,,88-111,,N. Vonleh misses 2-pt shot from 19 ft
3:18.0,Defensive rebound by A. Abrines,,88-111,,
3:11.0,A. Abrines misses 3-pt shot from 24 ft,,88-111,,
3:10.0,,,88-111,,Defensive rebound by Team
2:50.0,,,88-111,,P. Connaughton misses 2-pt shot at rim
2:50.0,Defensive rebound by K. Singler,,88-111,,
2:45.0,Offensive charge foul by S. Christon,,88-111,,
2:45.0,Turnover by S. Christon (offensive foul),,88-111,,
2:45.0,,,88-111,,Portland full timeout
2:24.0,,,88-111,,J. Layman misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by K. Singler,,88-111,,
2:20.0,,,88-111,,Personal foul by S. Napier (drawn by S. Christon)
2:15.0,Shooting foul by P. Connaughton (drawn by K. Singler),,88-111,,
2:15.0,K. Singler makes free throw 1 of 2,1,89-111,,
2:15.0,K. Singler makes free throw 2 of 2,1,90-111,,
1:54.0,,,90-111,,J. Layman misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by N. Collison,,90-111,,
1:43.0,A. Abrines misses 2-pt shot from 15 ft,,90-111,,
1:41.0,,,90-111,,Defensive rebound by S. Napier
1:36.0,,,90-113,2,P. Connaughton makes 2-pt shot from 2 ft (assist by T. Quarterman)
1:19.0,S. Christon misses 2-pt shot from 1 ft,,90-113,,
1:19.0,Offensive rebound by D. Sabonis,,90-113,,
1:12.0,A. Abrines makes 3-pt shot from 25 ft (assist by K. Singler),3,93-113,,
1:02.0,,,93-113,,T. Quarterman misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by N. Collison,,93-113,,
0:49.0,A. Abrines misses 3-pt shot from 24 ft,,93-113,,
0:47.0,,,93-113,,Defensive rebound by T. Quarterman
0:36.0,,,93-113,,J. Layman misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by D. Sabonis,,93-113,,
0:25.0,Turnover by S. Christon (bad pass; steal by J. Layman),,93-113,,
0:21.0,,,93-113,,Shooting foul by S. Christon (drawn by P. Connaughton)
0:21.0,,,93-113,,P. Connaughton misses free throw 1 of 2
0:21.0,,,93-113,,Offensive rebound by Team
0:21.0,,,93-114,1,P. Connaughton makes free throw 2 of 2
0:07.0,A. Abrines makes 2-pt shot from 4 ft,2,95-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
