time,Portland,pts.away,score,pts.home,LA Lakers
3:00.0,Turnover by N. Vonleh (lost ball; steal by T. Ennis),,92-70,,
2:54.0,,,92-72,2,D. Nwaba makes 2-pt shot at rim (assist by T. Ennis)
2:52.0,Portland full timeout,,92-72,,
2:52.0,P. Connaughton enters the game for M. Harkless,,92-72,,
2:52.0,J. Layman enters the game for A. Aminu,,92-72,,
2:52.0,M. Leonard enters the game for A. Crabbe,,92-72,,
2:35.0,P. Connaughton misses 2-pt shot from 10 ft,,92-72,,
2:32.0,,,92-72,,Defensive rebound by L. Nance
2:27.0,Personal foul by M. Leonard (drawn by I. Zubac),,92-72,,
2:27.0,,,92-73,1,I. Zubac makes free throw 1 of 2
2:27.0,,,92-74,1,I. Zubac makes free throw 2 of 2
2:16.0,M. Leonard makes 3-pt shot from 25 ft (assist by S. Napier),3,95-74,,
1:54.0,Personal foul by S. Napier (drawn by D. Russell),,95-74,,
1:54.0,,,95-75,1,D. Russell makes free throw 1 of 2
1:54.0,,,95-76,1,D. Russell makes free throw 2 of 2
1:29.0,M. Leonard misses 2-pt shot from 16 ft,,95-76,,
1:25.0,,,95-76,,Defensive rebound by I. Zubac
1:22.0,,,95-78,2,D. Russell makes 2-pt shot from 1 ft (assist by T. Ennis)
1:00.0,N. Vonleh makes 2-pt shot from 1 ft,2,97-78,,
0:53.0,,,97-81,3,T. Ennis makes 3-pt shot from 24 ft
0:41.0,J. Layman misses 2-pt shot from 18 ft,,97-81,,
0:40.0,,,97-81,,Defensive rebound by D. Russell
0:32.0,,,97-81,,T. Ennis misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by N. Vonleh,,97-81,,
0:13.0,Turnover by P. Connaughton (bad pass),,97-81,,
0:06.0,,,97-81,,T. Ennis misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by P. Connaughton,,97-81,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
