time,Milwaukee,pts.away,score,pts.home,Toronto
5:09.0,,,83-92,,N. Powell enters the game for P. Patterson
5:09.0,,,83-92,,D. Carroll enters the game for T. Ross
4:57.0,,,83-92,,K. Lowry misses 3-pt shot from 26 ft
4:56.0,,,83-92,,Offensive rebound by L. Nogueira
4:55.0,,,83-94,2,L. Nogueira makes 2-pt shot from 2 ft
4:55.0,,,83-94,,Shooting foul by G. Antetokounmpo (drawn by L. Nogueira)
4:55.0,,,83-95,1,L. Nogueira makes free throw 1 of 1
4:30.0,R. Vaughn misses 2-pt shot from 19 ft,,83-95,,
4:29.0,,,83-95,,Defensive rebound by N. Powell
4:22.0,,,83-97,2,C. Joseph makes 2-pt shot from 2 ft
4:08.0,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),,83-97,,
4:08.0,G. Antetokounmpo misses free throw 1 of 2,,83-97,,
4:08.0,Offensive rebound by Team,,83-97,,
4:08.0,G. Antetokounmpo makes free throw 2 of 2,1,84-97,,
3:44.0,,,84-99,2,K. Lowry makes 2-pt shot from 3 ft
3:34.0,Turnover by M. Dellavedova (bad pass; steal by C. Joseph),,84-99,,
3:21.0,,,84-99,,N. Powell misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by G. Antetokounmpo,,84-99,,
3:10.0,J. Parker misses 2-pt shot from 5 ft (block by L. Nogueira),,84-99,,
3:09.0,Offensive rebound by R. Vaughn,,84-99,,
3:00.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by D. Carroll),,84-99,,
2:59.0,,,84-99,,Defensive rebound by D. Carroll
2:43.0,,,84-99,,N. Powell misses 2-pt shot from 3 ft
2:43.0,,,84-99,,Offensive rebound by N. Powell
2:43.0,,,84-99,,N. Powell misses 2-pt shot from 3 ft
2:42.0,Defensive rebound by J. Parker,,84-99,,
2:36.0,Milwaukee full timeout,,84-99,,
2:29.0,Turnover by J. Parker (traveling),,84-99,,
2:09.0,,,84-99,,D. Carroll misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
2:08.0,Defensive rebound by J. Parker,,84-99,,
2:01.0,M. Dellavedova misses 3-pt shot from 25 ft,,84-99,,
2:01.0,,,84-99,,Defensive rebound by N. Powell
1:42.0,,,84-99,,K. Lowry misses 2-pt shot from 13 ft
1:42.0,,,84-99,,Offensive rebound by L. Nogueira
1:28.0,,,84-99,,Turnover by N. Powell (traveling)
1:28.0,T. Maker enters the game for G. Antetokounmpo,,84-99,,
1:28.0,,,84-99,,F. VanVleet enters the game for K. Lowry
1:26.0,M. Dellavedova misses 2-pt shot from 7 ft (block by L. Nogueira),,84-99,,
1:26.0,Offensive rebound by M. Dellavedova,,84-99,,
1:15.0,R. Vaughn misses 3-pt shot from 25 ft,,84-99,,
1:14.0,Offensive rebound by T. Maker,,84-99,,
1:06.0,T. Maker misses 2-pt shot from 4 ft,,84-99,,
1:05.0,,,84-99,,Defensive rebound by L. Nogueira
1:05.0,Personal foul by J. Parker (drawn by D. Carroll),,84-99,,
0:44.0,,,84-102,3,N. Powell makes 3-pt shot from 24 ft (assist by C. Joseph)
0:27.0,J. Parker makes 2-pt shot at rim (assist by M. Dellavedova),2,86-102,,
0:03.0,,,86-102,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
