time,Houston,pts.away,score,pts.home,San Antonio
0:40.0,J. Harden misses free throw 1 of 2,,107-107,,
0:40.0,Offensive rebound by Team,,107-107,,
0:40.0,J. Harden makes free throw 2 of 2,1,108-107,,
0:25.0,,,108-110,3,K. Leonard makes 3-pt shot from 25 ft
0:19.0,J. Harden misses 2-pt shot from 2 ft (block by K. Leonard),,108-110,,
0:17.0,Offensive rebound by N. Hilario,,108-110,,
0:15.0,N. Hilario misses 2-pt shot from 2 ft (block by L. Aldridge),,108-110,,
0:15.0,,,108-110,,Defensive rebound by K. Leonard
0:15.0,Personal take foul by E. Gordon (drawn by K. Leonard),,108-110,,
0:15.0,,,108-111,1,K. Leonard makes free throw 1 of 2
0:15.0,,,108-112,1,K. Leonard makes free throw 2 of 2
0:15.0,Houston full timeout,,108-112,,
0:15.0,,,108-112,,M. Ginobili enters the game for D. Lee
0:11.0,N. Hilario makes 2-pt shot at rim (assist by E. Gordon),2,110-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
