time,Orlando,pts.away,score,pts.home,Washington
1:19.0,,,111-109,,B. Beal misses 2-pt shot from 22 ft
1:18.0,,,111-109,,Offensive rebound by M. Morris
1:15.0,,,111-109,,M. Morris misses 2-pt shot from 2 ft
1:15.0,,,111-109,,Offensive rebound by B. Bogdanovic
1:14.0,,,111-109,,Washington full timeout
1:14.0,J. Green enters the game for B. Biyombo,,111-109,,
1:06.0,,,111-112,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by J. Wall)
1:06.0,Orlando full timeout,,111-112,,
0:57.0,E. Fournier makes 2-pt shot from 1 ft,2,113-112,,
0:57.0,Shooting foul by M. Morris (drawn by E. Fournier),,113-112,,
0:57.0,E. Fournier makes free throw 1 of 1,1,114-112,,
0:47.0,,,114-115,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by O. Porter)
0:47.0,Orlando full timeout,,114-115,,
0:31.0,A. Gordon misses 2-pt shot from 5 ft (block by J. Wall),,114-115,,
0:27.0,,,114-115,,Defensive rebound by J. Wall
0:06.0,,,114-115,,J. Wall misses 2-pt shot from 14 ft
0:04.0,Defensive rebound by A. Gordon,,114-115,,
0:01.0,A. Gordon misses 2-pt shot from 7 ft,,114-115,,
0:00.0,Offensive rebound by Team,,114-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
