time,Portland,pts.away,score,pts.home,Golden State
2:35.0,,,89-129,,J. McAdoo misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by N. Vonleh,,89-129,,
2:25.0,Turnover by S. Napier (bad pass),,89-129,,
2:25.0,Portland full timeout,,89-129,,
2:02.0,,,89-129,,P. McCaw misses 3-pt shot from 25 ft
2:01.0,,,89-129,,Offensive rebound by K. Looney
1:59.0,,,89-129,,K. Looney misses 2-pt shot from 3 ft
1:57.0,Defensive rebound by N. Vonleh,,89-129,,
1:46.0,S. Napier misses 2-pt shot from 2 ft (block by J. McGee),,89-129,,
1:45.0,,,89-129,,Defensive rebound by J. McGee
1:35.0,,,89-129,,P. McCaw misses 3-pt shot from 26 ft
1:35.0,,,89-129,,Offensive rebound by P. McCaw
1:30.0,,,89-129,,Turnover by P. McCaw (bad pass; steal by N. Vonleh)
1:28.0,Turnover by N. Vonleh (bad pass; steal by I. Clark),,89-129,,
1:25.0,,,89-131,2,J. McGee makes 2-pt shot at rim (assist by I. Clark)
1:18.0,S. Napier misses 2-pt shot from 2 ft,,89-131,,
1:17.0,,,89-131,,Defensive rebound by J. McGee
1:11.0,,,89-133,2,I. Clark makes 2-pt shot from 21 ft
1:00.0,J. Layman misses 3-pt shot from 27 ft,,89-133,,
0:59.0,,,89-133,,Defensive rebound by K. Looney
0:43.0,,,89-135,2,I. Clark makes 2-pt shot from 14 ft
0:37.0,Shooting foul by P. McCaw (drawn by J. Layman),,89-135,,
0:37.0,J. Layman makes free throw 1 of 2,1,90-135,,
0:37.0,J. Layman misses free throw 2 of 2,,90-135,,
0:36.0,,,90-135,,Defensive rebound by K. Looney
0:18.0,,,90-135,,K. Looney misses 2-pt shot from 13 ft
0:17.0,Defensive rebound by S. Napier,,90-135,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
