time,Indiana,pts.away,score,pts.home,Atlanta
4:20.0,P. George misses 3-pt shot from 26 ft,,88-88,,
4:19.0,,,88-88,,Defensive rebound by D. Howard
4:08.0,,,88-91,3,T. Sefolosha makes 3-pt shot from 24 ft (assist by D. Schroder)
3:50.0,C. Miles misses 3-pt shot from 25 ft,,88-91,,
3:50.0,Offensive rebound by M. Turner,,88-91,,
3:50.0,,,88-91,,Personal foul by T. Sefolosha (drawn by M. Turner)
3:43.0,J. Teague misses 3-pt shot from 25 ft,,88-91,,
3:42.0,,,88-91,,Defensive rebound by D. Howard
3:30.0,,,88-91,,P. Millsap misses 3-pt shot from 25 ft
3:28.0,,,88-91,,Offensive rebound by D. Howard
3:06.0,,,88-91,,Offensive charge foul by D. Schroder
3:06.0,,,88-91,,Turnover by D. Schroder (offensive foul)
2:53.0,,,88-91,,Atlanta full timeout
2:41.0,M. Turner makes 2-pt shot from 18 ft (assist by J. Teague),2,90-91,,
2:22.0,,,90-91,,P. Millsap misses 2-pt shot from 8 ft
2:20.0,,,90-91,,Offensive rebound by D. Howard
2:15.0,,,90-94,3,D. Schroder makes 3-pt shot from 23 ft (assist by D. Howard)
2:08.0,C. Miles misses 3-pt shot from 24 ft,,90-94,,
2:05.0,,,90-94,,Defensive rebound by D. Schroder
1:43.0,,,90-96,2,P. Millsap makes 2-pt shot from 12 ft (assist by D. Schroder)
1:43.0,Indiana full timeout,,90-96,,
1:43.0,,,90-96,,K. Bazemore enters the game for D. Schroder
1:43.0,G. Robinson enters the game for T. Young,,90-96,,
1:38.0,J. Teague makes 2-pt shot from 5 ft,2,92-96,,
1:18.0,,,92-96,,P. Millsap misses 2-pt shot from 13 ft
1:16.0,,,92-96,,Offensive rebound by K. Bazemore
1:10.0,,,92-96,,Atlanta full timeout
1:10.0,,,92-96,,D. Schroder enters the game for K. Bazemore
0:55.0,,,92-96,,Turnover by P. Millsap (bad pass; steal by J. Teague)
0:36.0,P. George misses 3-pt shot from 25 ft,,92-96,,
0:33.0,Offensive rebound by C. Miles,,92-96,,
0:33.0,C. Miles makes 2-pt shot from 1 ft,2,94-96,,
0:10.0,,,94-96,,T. Hardaway misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by J. Teague,,94-96,,
0:01.0,G. Robinson makes 3-pt shot from 23 ft (assist by C. Miles),3,97-96,,
0:01.0,,,97-96,,Atlanta full timeout
0:01.0,R. Christmas enters the game for C. Miles,,97-96,,
0:01.0,T. Young enters the game for J. Teague,,97-96,,
0:01.0,Indiana full timeout,,97-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
