time,Golden State,pts.away,score,pts.home,LA Clippers
6:59.0,Turnover by Z. Pachulia (offensive foul),,102-85,,
6:59.0,,,102-85,,J. Crawford enters the game for L. Mbah a Moute
6:44.0,,,102-85,,B. Griffin misses 2-pt shot from 9 ft
6:44.0,Jump ball: B. Griffin vs. Z. Pachulia (S. Livingston gains possession),,,,Jump ball: B. Griffin vs. Z. Pachulia (S. Livingston gains possession)
6:44.0,Offensive rebound by Z. Pachulia,,102-85,,
6:28.0,S. Livingston makes 2-pt shot from 15 ft,2,104-85,,
6:13.0,,,104-85,,B. Griffin misses 2-pt shot from 1 ft (block by Z. Pachulia)
6:10.0,,,104-85,,Offensive rebound by B. Griffin
6:05.0,,,104-85,,A. Anderson misses 3-pt shot from 27 ft
6:03.0,Defensive rebound by Team,,104-85,,
6:03.0,,,104-85,,Loose ball foul by B. Griffin (drawn by Z. Pachulia)
6:03.0,,,104-85,,Technical foul by B. Griffin (drawn by Z. Pachulia)
6:03.0,K. Thompson makes technical free throw,1,105-85,,
5:56.0,,,105-85,,Personal foul by D. Jordan (drawn by S. Livingston)
5:56.0,,,105-85,,LA Clippers full timeout
5:56.0,S. Livingston misses free throw 1 of 2,,105-85,,
5:56.0,Offensive rebound by Team,,105-85,,
5:56.0,S. Livingston makes free throw 2 of 2,1,106-85,,
5:38.0,,,106-87,2,D. Jordan makes 2-pt shot at rim (assist by A. Anderson)
5:19.0,D. Green misses 3-pt shot from 27 ft,,106-87,,
5:18.0,,,106-87,,Defensive rebound by D. Jordan
5:17.0,Personal foul by D. Green (drawn by B. Griffin),,106-87,,
5:08.0,,,106-89,2,C. Paul makes 2-pt shot from 17 ft
4:47.0,,,106-89,,Personal foul by B. Griffin (drawn by K. Thompson)
4:47.0,K. Thompson makes free throw 1 of 2,1,107-89,,
4:47.0,K. Thompson makes free throw 2 of 2,1,108-89,,
4:47.0,S. Curry enters the game for S. Livingston,,107-89,,
4:27.0,,,108-91,2,C. Paul makes 2-pt shot from 16 ft
4:11.0,K. Thompson makes 3-pt shot from 26 ft (assist by Z. Pachulia),3,111-91,,
3:55.0,Personal foul by S. Curry (drawn by C. Paul),,111-91,,
3:55.0,,,111-91,,W. Johnson enters the game for B. Griffin
3:55.0,,,111-91,,M. Speights enters the game for D. Jordan
3:55.0,,,111-91,,A. Rivers enters the game for C. Paul
3:47.0,,,111-94,3,W. Johnson makes 3-pt shot from 26 ft (assist by J. Crawford)
3:28.0,K. Thompson makes 2-pt shot from 7 ft (assist by S. Curry),2,113-94,,
3:12.0,,,113-94,,A. Anderson misses 3-pt shot from 25 ft
3:11.0,,,113-94,,Offensive rebound by M. Speights
3:10.0,,,113-96,2,M. Speights makes 2-pt shot from 2 ft
2:56.0,S. Curry misses 3-pt shot from 26 ft,,113-96,,
2:54.0,Offensive rebound by Team,,113-96,,
2:54.0,Golden State full timeout,,113-96,,
2:54.0,K. Looney enters the game for D. Green,,113-96,,
2:54.0,I. Clark enters the game for Z. Pachulia,,113-96,,
2:54.0,J. McAdoo enters the game for K. Thompson,,113-96,,
2:54.0,S. Livingston enters the game for S. Curry,,113-96,,
2:44.0,,,113-96,,Personal foul by A. Rivers (drawn by J. McAdoo)
2:44.0,J. McAdoo misses free throw 1 of 2,,113-96,,
2:44.0,Offensive rebound by Team,,113-96,,
2:44.0,J. McAdoo misses free throw 2 of 2,,113-96,,
2:42.0,,,113-96,,Defensive rebound by M. Speights
2:29.0,Personal foul by K. Looney (drawn by A. Rivers),,113-96,,
2:17.0,,,113-96,,W. Johnson misses 2-pt shot from 16 ft
2:15.0,Defensive rebound by J. McAdoo,,113-96,,
2:03.0,P. McCaw misses 3-pt shot from 25 ft,,113-96,,
2:01.0,Offensive rebound by K. Looney,,113-96,,
1:59.0,Offensive charge foul by J. McAdoo,,113-96,,
1:59.0,Turnover by J. McAdoo (offensive foul),,113-96,,
1:42.0,,,113-96,,A. Rivers misses 2-pt shot from 8 ft (block by K. Looney)
1:39.0,Defensive rebound by I. Clark,,113-96,,
1:35.0,P. McCaw misses 3-pt shot from 28 ft,,113-96,,
1:32.0,Offensive rebound by K. Looney,,113-96,,
1:25.0,I. Clark misses 2-pt shot from 10 ft,,113-96,,
1:23.0,,,113-96,,Defensive rebound by M. Speights
1:10.0,,,113-96,,J. Crawford misses 2-pt shot from 9 ft
1:07.0,Defensive rebound by I. Clark,,113-96,,
0:57.0,I. Clark makes 2-pt shot from 17 ft,2,115-96,,
0:43.0,,,115-96,,M. Speights misses 3-pt shot from 27 ft
0:42.0,Defensive rebound by J. McAdoo,,115-96,,
0:25.0,J. McAdoo misses 2-pt shot from 11 ft,,115-96,,
0:25.0,,,115-96,,Defensive rebound by Team
0:25.0,Loose ball foul by K. Looney (drawn by M. Speights),,115-96,,
0:25.0,,,115-97,1,M. Speights makes free throw 1 of 2
0:25.0,,,115-98,1,M. Speights makes free throw 2 of 2
0:07.0,I. Clark misses 3-pt shot from 25 ft,,115-98,,
0:05.0,,,115-98,,Defensive rebound by M. Speights
0:00.0,End of 4th quarter,,,,End of 4th quarter
