time,LA Lakers,pts.away,score,pts.home,Portland
2:53.0,Defensive rebound by J. Randle,,104-109,,
2:40.0,Turnover by J. Randle (lost ball; steal by A. Aminu),,104-109,,
2:30.0,,,104-109,,D. Lillard misses 3-pt shot from 27 ft
2:29.0,Defensive rebound by J. Randle,,104-109,,
2:23.0,N. Young misses 3-pt shot from 25 ft,,104-109,,
2:21.0,,,104-109,,Defensive rebound by A. Aminu
2:00.0,,,104-111,2,E. Turner makes 2-pt shot from 9 ft
1:51.0,D. Russell misses 3-pt shot from 25 ft,,104-111,,
1:50.0,,,104-111,,Defensive rebound by Team
1:42.0,,,104-111,,Turnover by C. McCollum (offensive foul)
1:42.0,,,104-111,,Offensive foul by C. McCollum
1:33.0,D. Russell misses 2-pt shot from 3 ft (block by A. Aminu),,104-111,,
1:32.0,Offensive rebound by J. Clarkson,,104-111,,
1:21.0,J. Clarkson misses 3-pt shot from 26 ft,,104-111,,
1:20.0,,,104-111,,Defensive rebound by A. Aminu
1:14.0,Personal foul by N. Young (drawn by A. Aminu),,104-111,,
1:04.0,Personal take foul by J. Randle (drawn by M. Plumlee),,104-111,,
1:04.0,,,104-111,,M. Plumlee misses free throw 1 of 2
1:04.0,,,104-111,,Offensive rebound by Team
1:04.0,,,104-112,1,M. Plumlee makes free throw 2 of 2
0:57.0,J. Randle makes 2-pt shot from 2 ft (assist by J. Clarkson),2,106-112,,
0:54.0,Personal block foul by J. Randle (drawn by C. McCollum),,106-112,,
0:54.0,,,106-113,1,C. McCollum makes free throw 1 of 2
0:54.0,,,106-114,1,C. McCollum makes free throw 2 of 2
0:47.0,J. Clarkson makes 2-pt shot from 3 ft,2,108-114,,
0:47.0,,,108-114,,Portland full timeout
0:47.0,,,108-114,,A. Crabbe enters the game for M. Plumlee
0:40.0,Personal take foul by N. Young (drawn by E. Turner),,108-114,,
0:40.0,,,108-114,,E. Turner misses free throw 1 of 2
0:40.0,,,108-114,,Offensive rebound by Team
0:40.0,,,108-115,1,E. Turner makes free throw 2 of 2
0:40.0,,,108-114,,M. Plumlee enters the game for A. Crabbe
0:36.0,Shooting foul by M. Plumlee (drawn by B. Ingram),,108-115,,
0:36.0,B. Ingram misses free throw 1 of 2,,108-115,,
0:36.0,Offensive rebound by Team,,108-115,,
0:36.0,B. Ingram makes free throw 2 of 2,1,109-115,,
0:36.0,,,108-115,,M. Harkless enters the game for M. Plumlee
0:36.0,T. Robinson enters the game for J. Randle,,108-115,,
0:30.0,Personal take foul by J. Clarkson (drawn by D. Lillard),,109-115,,
0:30.0,,,109-116,1,D. Lillard makes free throw 1 of 2
0:30.0,,,109-116,,D. Lillard misses free throw 2 of 2
0:30.0,J. Randle enters the game for T. Robinson,,109-116,,
0:28.0,Defensive rebound by B. Ingram,,109-116,,
0:10.0,D. Russell misses 3-pt shot from 25 ft,,109-116,,
0:08.0,,,109-116,,Defensive rebound by E. Turner
0:05.0,Personal take foul by N. Young (drawn by E. Turner),,109-116,,
0:05.0,,,109-117,1,E. Turner makes free throw 1 of 2
0:05.0,,,109-118,1,E. Turner makes free throw 2 of 2
0:00.0,D. Russell misses 3-pt shot from 28 ft,,109-118,,
0:00.0,Offensive rebound by Team,,109-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
