time,Denver,pts.away,score,pts.home,LA Clippers
0:35.0,,,102-119,,D. Stone misses 2-pt shot from 18 ft (block by J. Murray)
0:35.0,,,102-119,,Offensive rebound by Team
0:35.0,,,102-119,,Turnover by Team (shot clock)
0:16.0,E. Mudiay misses 3-pt shot from 26 ft,,102-119,,
0:15.0,Offensive rebound by J. Murray,,102-119,,
0:07.0,E. Mudiay misses 3-pt shot from 29 ft,,102-119,,
0:06.0,Offensive rebound by N. Jokic,,102-119,,
0:03.0,J. Hernangomez misses 2-pt shot from 20 ft,,102-119,,
0:01.0,Offensive rebound by N. Jokic,,102-119,,
0:01.0,N. Jokic misses 2-pt shot from 1 ft,,102-119,,
0:00.0,Offensive rebound by Team,,102-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
