time,New York,pts.away,score,pts.home,Orlando
3:16.0,J. Holiday makes 2-pt shot at rim (assist by K. O'Quinn),2,110-100,,
2:58.0,,,110-100,,T. Ross misses 3-pt shot from 26 ft
2:58.0,,,110-100,,Offensive rebound by Team
2:54.0,,,110-100,,E. Fournier misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by J. Holiday,,110-100,,
2:35.0,K. Porzingis misses 2-pt shot from 18 ft,,110-100,,
2:34.0,,,110-100,,Defensive rebound by A. Gordon
2:26.0,,,110-100,,T. Ross misses 3-pt shot from 24 ft
2:24.0,,,110-100,,Offensive rebound by E. Payton
2:22.0,,,110-100,,Shooting foul by K. O'Quinn (drawn by B. Biyombo)
2:22.0,,,110-100,,B. Biyombo misses free throw 1 of 2
2:22.0,,,110-100,,Offensive rebound by Team
2:22.0,,,110-101,1,B. Biyombo makes free throw 2 of 2
2:13.0,Shooting foul by T. Ross (drawn by K. O'Quinn),,110-101,,
2:13.0,K. O'Quinn makes free throw 1 of 2,1,111-101,,
2:13.0,K. O'Quinn misses free throw 2 of 2,,111-101,,
2:12.0,,,111-101,,Defensive rebound by E. Fournier
1:57.0,,,111-101,,E. Fournier misses 3-pt shot from 26 ft
1:56.0,Defensive rebound by K. Porzingis,,111-101,,
1:33.0,Turnover by K. O'Quinn (bad pass),,111-101,,
1:33.0,C. Lee enters the game for L. Thomas,,111-101,,
1:23.0,,,111-101,,A. Gordon misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by K. O'Quinn,,111-101,,
1:05.0,C. Randle misses 2-pt shot from 3 ft,,111-101,,
1:03.0,,,111-101,,Defensive rebound by T. Ross
0:59.0,,,111-101,,B. Biyombo misses 2-pt shot at rim
0:58.0,,,111-101,,Offensive rebound by E. Payton
0:55.0,Shooting block foul by K. O'Quinn (drawn by E. Fournier),,111-101,,
0:55.0,,,111-102,1,E. Fournier makes free throw 1 of 2
0:55.0,,,111-102,,E. Fournier misses free throw 2 of 2
0:54.0,Defensive rebound by K. O'Quinn,,111-102,,
0:31.0,Turnover by C. Lee (bad pass),,111-102,,
0:31.0,,,111-102,,Orlando full timeout
0:29.0,,,111-102,,A. Gordon misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by K. O'Quinn,,111-102,,
0:25.0,,,111-102,,Personal take foul by E. Payton (drawn by C. Lee)
0:20.0,,,111-102,,Personal foul by E. Payton (drawn by C. Lee)
0:20.0,C. Lee makes free throw 1 of 2,1,112-102,,
0:20.0,C. Lee makes free throw 2 of 2,1,113-102,,
0:10.0,,,113-105,3,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton)
0:00.0,End of 4th quarter,,,,End of 4th quarter
