time,Dallas,pts.away,score,pts.home,San Antonio
2:46.0,,,100-92,,Offensive rebound by L. Aldridge
2:46.0,Personal foul by Y. Ferrell (drawn by L. Aldridge),,100-92,,
2:46.0,,,100-93,1,L. Aldridge makes free throw 1 of 2
2:46.0,,,100-94,1,L. Aldridge makes free throw 2 of 2
2:46.0,,,100-93,,P. Mills enters the game for K. Anderson
2:46.0,W. Matthews enters the game for D. Finney-Smith,,100-93,,
2:24.0,Y. Ferrell misses 3-pt shot from 23 ft,,100-94,,
2:23.0,,,100-94,,Defensive rebound by M. Ginobili
2:15.0,,,100-96,2,L. Aldridge makes 2-pt shot at rim (assist by D. Green)
2:15.0,Dallas full timeout,,100-96,,
2:15.0,D. Nowitzki enters the game for D. Powell,,100-96,,
2:15.0,D. Harris enters the game for Y. Ferrell,,100-96,,
1:58.0,S. Curry misses 2-pt shot from 3 ft (block by K. Leonard),,100-96,,
1:55.0,,,100-96,,Defensive rebound by K. Leonard
1:40.0,Personal foul by W. Matthews (drawn by K. Leonard),,100-96,,
1:40.0,,,100-97,1,K. Leonard makes free throw 1 of 2
1:40.0,,,100-98,1,K. Leonard makes free throw 2 of 2
1:23.0,Turnover by D. Nowitzki (bad pass; steal by M. Ginobili),,100-98,,
1:06.0,,,100-98,,D. Green misses 3-pt shot from 23 ft
1:05.0,Defensive rebound by D. Nowitzki,,100-98,,
0:51.0,Shooting foul by L. Aldridge (drawn by W. Matthews),,100-98,,
0:51.0,W. Matthews misses free throw 1 of 2,,100-98,,
0:51.0,Offensive rebound by Team,,100-98,,
0:51.0,W. Matthews makes free throw 2 of 2,1,101-98,,
0:51.0,D. Powell enters the game for D. Nowitzki,,100-98,,
0:39.0,,,101-98,,San Antonio full timeout
0:39.0,,,101-98,,K. Anderson enters the game for P. Mills
0:33.0,,,101-98,,K. Leonard misses 2-pt shot from 16 ft
0:32.0,Defensive rebound by S. Curry,,101-98,,
0:25.0,Dallas full timeout,,101-98,,
0:25.0,D. Nowitzki enters the game for D. Powell,,101-98,,
0:25.0,Y. Ferrell enters the game for D. Harris,,101-98,,
0:25.0,,,101-98,,P. Mills enters the game for K. Anderson
0:17.0,S. Curry makes 2-pt shot from 3 ft,2,103-98,,
0:13.0,,,103-101,3,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Leonard)
0:07.0,,,103-101,,Personal take foul by M. Ginobili (drawn by Y. Ferrell)
0:07.0,Y. Ferrell makes free throw 1 of 2,1,104-101,,
0:07.0,Y. Ferrell makes free throw 2 of 2,1,105-101,,
0:07.0,,,105-101,,San Antonio full timeout
0:07.0,D. Finney-Smith enters the game for D. Nowitzki,,104-101,,
0:07.0,,,104-101,,D. Lee enters the game for P. Mills
0:07.0,,,105-101,,P. Mills enters the game for D. Lee
0:02.0,,,105-101,,K. Leonard misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by S. Curry,,105-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
